KVcache prepared in 19.417498111724854 seconds
[0]: Semantic Similarity: 0.1622,	 cache time: 2.384185791015625e-07,	 generate time: 15.901572465896606
[0]: [Cumulative]: Semantic Similarity: 0.1622,	 cache time: 2.384185791015625e-07,	 generate time: 15.901572465896606
[1]: Semantic Similarity: 0.9708,	 cache time: 4.76837158203125e-07,	 generate time: 15.659861087799072
[1]: [Cumulative]: Semantic Similarity: 0.5665,	 cache time: 3.5762786865234375e-07,	 generate time: 15.78071677684784
[2]: Semantic Similarity: 0.79932,	 cache time: 2.384185791015625e-07,	 generate time: 16.46217370033264
[2]: [Cumulative]: Semantic Similarity: 0.64411,	 cache time: 3.178914388020833e-07,	 generate time: 16.007869084676106
[3]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.50257396697998
[3]: [Cumulative]: Semantic Similarity: 0.73308,	 cache time: 2.980232238769531e-07,	 generate time: 15.881545305252075
[4]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.479591369628906
[4]: [Cumulative]: Semantic Similarity: 0.78646,	 cache time: 2.86102294921875e-07,	 generate time: 15.801154518127442
[5]: Semantic Similarity: 0.4468,	 cache time: 2.384185791015625e-07,	 generate time: 20.262599229812622
[5]: [Cumulative]: Semantic Similarity: 0.72985,	 cache time: 2.7815500895182293e-07,	 generate time: 16.544728636741638
[6]: Semantic Similarity: 0.24582,	 cache time: 2.384185791015625e-07,	 generate time: 16.065762758255005
[6]: [Cumulative]: Semantic Similarity: 0.66071,	 cache time: 2.724783761160714e-07,	 generate time: 16.476304939814977
[7]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.893664360046387
[7]: [Cumulative]: Semantic Similarity: 0.70312,	 cache time: 2.682209014892578e-07,	 generate time: 16.403474867343903
[8]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.904851913452148
[8]: [Cumulative]: Semantic Similarity: 0.73611,	 cache time: 2.914004855685764e-07,	 generate time: 16.348072316911484
[9]: Semantic Similarity: 0.87225,	 cache time: 2.384185791015625e-07,	 generate time: 16.29408311843872
[9]: [Cumulative]: Semantic Similarity: 0.74972,	 cache time: 2.86102294921875e-07,	 generate time: 16.34267339706421
[10]: Semantic Similarity: 0.21999,	 cache time: 2.384185791015625e-07,	 generate time: 15.68813681602478
[10]: [Cumulative]: Semantic Similarity: 0.70156,	 cache time: 2.8176741166548297e-07,	 generate time: 16.28317007151517
[11]: Semantic Similarity: 0.72375,	 cache time: 7.152557373046875e-07,	 generate time: 15.62235689163208
[11]: [Cumulative]: Semantic Similarity: 0.70341,	 cache time: 3.178914388020833e-07,	 generate time: 16.228102306524914
[12]: Semantic Similarity: 0.57143,	 cache time: 2.384185791015625e-07,	 generate time: 15.529672622680664
