idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Toussaint Louverture's army.,"Toussaint L'Ouverture or Toussaint Bréda,",0.3540153503417969,1.8787825107574463,0.5764849185943604
1,Washington.,Washington,0.5221941471099854,0.3333282470703125,0.9554225206375122
2,The Lower East Side of New York City.,Manhattan,0.31239891052246094,0.5753345489501953,0.644539475440979
3,Football Federation Australia (FFA).,Football Federation Australia (FFA),0.31716179847717285,0.3969905376434326,0.978454053401947
4,The 2015-16 season in Serie A.,2016–17 Serie B,0.43260931968688965,0.5295088291168213,0.6977521777153015
5,"Shishapangma is higher at 8027m, Lupghar Sar is 7200m.",Shishapangma,0.2263796329498291,1.1422536373138428,0.45590740442276
6,G. K. Chesterton had more diverse job experiences.,G. K. Chesterton,0.3480501174926758,0.7143077850341797,0.7274320721626282
7,Drew Barrymore.,Drew Barrymore,0.25159764289855957,0.40749382972717285,0.9712844491004944
8,"""Honor the Past – Imagine the Future.""",Honor the Past – Imagine the Future,0.5085508823394775,0.6386590003967285,0.900305986404419
9,David McLean.,David McLean,0.33834218978881836,0.40992069244384766,0.9850821495056152
10,"There is no information about Nicolas Cage being in the TV series ""Baby Blues"".",Melinda Bitterman,0.2677116394042969,0.7317807674407959,0.05114821717143059
11,Tuberaria.,Tuberaria,0.27638792991638184,0.37877488136291504,0.9823166131973267
12,1886,1886,0.3541886806488037,0.36823105812072754,0.9999999403953552
13,Thinking Fellers Union Local 282.,Thinking Fellers Union Local 282,0.30834364891052246,0.5056073665618896,0.9843457937240601
14,2006.,2006,0.39163851737976074,0.40949058532714844,0.9468034505844116
15,Canowindra.,Canowindra,0.32507872581481934,0.4471096992492676,0.9795146584510803
16,He resigned.,resigned,0.32578563690185547,0.3704347610473633,0.8654295206069946
17,Leo Strauss published 15 books.,fifteen,0.27398204803466797,0.5229601860046387,0.2568594515323639
18,WaKeeney.,WaKeeney,0.33222317695617676,0.4486560821533203,0.9533290266990662
19,"June 26, 1904.",26 June 1904,0.3836212158203125,0.5640990734100342,0.9756820201873779
20,English.,English,0.43454885482788086,0.33265256881713867,0.9305142164230347
21,Erich von Stroheim and Sidney J. Furie are both film directors.,director,0.35219287872314453,0.9145627021789551,0.47077250480651855
22,Jim Thorpe.,Jim Thorpe,0.3461582660675049,0.40858912467956543,0.9783399105072021
23,The Golden Seals were formed first.,Vector,0.2878401279449463,0.42621946334838867,-0.06674478948116302
24,Ryuji Sakamoto.,Ryuji Sakamoto,0.3479135036468506,0.4528806209564209,0.9788156151771545
25,Warner Bros.,Warner Bros.,0.46702122688293457,0.3705728054046631,1.0
26,University of Florida.,University of Florida,0.35398173332214355,0.4150979518890381,0.9747276306152344
27,There is no information about Eliard Swanston in the provided context.,the Globe Theatre,0.3818032741546631,0.7962138652801514,0.09644776582717896
28,Barnyard.,Barnyard,0.29000091552734375,0.375516414642334,0.9817748069763184
29,Frank Gusenberg was a victim of the St. Valentine's Day Massacre.,the Saint Valentine's Day massacre,0.2607240676879883,0.8754932880401611,0.7000753283500671
30,The southern foothills of the Adelaide Hills.,Adelaide Hills,0.2543904781341553,0.6069979667663574,0.8449261784553528
31,Acorus and Clivia are specific genera of monocot flowering plants.,monocot flowering plants,0.4509460926055908,0.8084607124328613,0.7967578172683716
