idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0," Webster, New York.","Webster, New York",0.15979743003845215,28.751890897750854,0.9870630502700806
1, 2012.,since 2012,0.14936089515686035,28.467880487442017,0.7232539653778076
2, Kevin DuBrow,Lance King,0.1723613739013672,28.273959398269653,0.35222941637039185
3, No.,no,0.15491318702697754,27.937378644943237,0.8128341436386108
4, Alucard,Trevor Belmont,0.14300894737243652,28.085220098495483,0.324299693107605
5, Bangor,"the ""Queen City"" of Maine",0.13216638565063477,27.887245893478394,0.4493676424026489
6, Erich Segal,Taylor Swift,0.14904022216796875,28.24797511100769,0.23861642181873322
7, Nikolay Mitrofanovich Krylov,Nikolay Mitrofanovich Krylov,0.3421599864959717,29.82431435585022,1.0000001192092896
8, 2008,1603,0.18234777450561523,27.965426921844482,0.2861972451210022
9, China,China,0.1564803123474121,27.538716316223145,1.0000001192092896
10, 8,eight,0.20003843307495117,27.85779595375061,0.9316006898880005
11, Destruction,Destruction,0.16745972633361816,27.683753967285156,1.0
12, Borussia Mönchengladbach,Borussia Mönchengladbach,0.15426206588745117,28.891643285751343,1.0
13," June 30, 2017","June 30, 2017",0.3507118225097656,29.05949330329895,1.0
14, Fashion and lifestyle magazines.,magazine,0.15402722358703613,28.477081298828125,0.7528228759765625
15, Andy Muschietti,Ahn Sang-hoon,0.14947795867919922,28.65235662460327,0.07785040885210037
16, Paige,Paige,0.1493396759033203,27.521089792251587,0.9999999403953552
17, Mama (2013),Mama,0.1582651138305664,28.796411514282227,0.7153269052505493
18, The Roman province of Africa Proconsularis.,"by government headed by emperors and large territorial holdings around the Mediterranean Sea in Europe, Africa and Asia",0.16019749641418457,29.654205322265625,0.49820390343666077
19, 2010,2010,0.15465760231018066,28.1734619140625,1.0
20, James Foley,James Foley,0.17685461044311523,27.78375220298767,1.0000001192092896
21, Wright,Wright,0.3460805416107178,27.56552743911743,1.0
22, Joan Boocock Lee,Joan Lee,0.14437127113342285,28.496633291244507,0.8385813236236572
23, Guadalcanal Campaign,the Guadalcanal Campaign,0.18977642059326172,28.58573603630066,0.972274661064148
24, Northwest Territories,Northwest Territories,0.15395450592041016,27.85532021522522,1.0
25, 4 seasons.,four,0.3405280113220215,28.259238481521606,0.4936029314994812
26, Dennis Rodman,The Worm,0.15591764450073242,28.024699687957764,0.10656414180994034
27, British,English,0.15837764739990234,27.407920122146606,0.7089852094650269
28, Hutchison Whampoa,Hutchison Whampoa,0.16060662269592285,28.673506259918213,1.0
29, Super villain,super villain,0.33940935134887695,27.95267415046692,1.0
30, 15,15,0.16191983222961426,27.711342811584473,1.0
31, 1845,1850,0.1464846134185791,28.03662371635437,0.6904852390289307
