idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, Tim Meadows,Tim Meadows,0.0005047321319580078,0.8268892765045166,1.0000001192092896
1," No, Appleton International Airport is located in Wisconsin, while Colorado Springs Airport is located in Colorado.",no,0.0005362033843994141,4.959203004837036,0.05902760103344917
2, Cleveland.,"Cleveland, Ohio",0.0005030632019042969,0.7633886337280273,0.8592948913574219
3, John Cornyn,John Cornyn,0.0004954338073730469,0.9942076206207275,1.0000001192092896
4, Rita Wilson,Rita Wilson,0.0004956722259521484,0.8014106750488281,1.0
5, Vinalhaven,"Vinalhaven, Maine",0.0004930496215820312,0.9953994750976562,0.8870627284049988
6, Walt Disney Productions,Buena Vista Distribution,0.0004913806915283203,0.9857385158538818,0.15593716502189636
7, Film.,yes,0.00048351287841796875,0.7496521472930908,0.14853188395500183
8, Wade Hayes,Tony Wade Hayes,0.0005047321319580078,0.746330738067627,0.9153543710708618
9, Dreadnought,Dreadnought,0.0005030632019042969,0.9856398105621338,1.0
10, RKO Radio Pictures.,RKO Radio Pictures,0.0004999637603759766,1.5152056217193604,0.97763991355896
11, Yes,yes,0.00048351287841796875,0.5132730007171631,1.0000001192092896
