idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0," May 13, 2002",5 July 1993,0.0005035400390625,1.8249871730804443,0.6587554812431335
1," Tom Meighan is a lead vocalist for the rock band Kasabian, while Grant Hart was a drummer and co-songwriter for the alternative rock band Hüsker Dü.",is an English musician,0.000545501708984375,8.465144634246826,0.2182689905166626
2, Franklin Pierce,Jefferson Davis,0.0005011558532714844,0.6910901069641113,0.39126309752464294
3, 2001,1993,0.0005023479461669922,0.9015755653381348,0.6076542139053345
4, Idrimi,Idrimi,0.0004937648773193359,0.9115579128265381,1.0
5, 8 seasons,twelve seasons,0.000499725341796875,0.907020092010498,0.8001430034637451
6, 2,three,0.0005059242248535156,0.6854169368743896,0.7323634624481201
7, Wast Water,Wasdale,0.0004930496215820312,0.901343822479248,0.36774641275405884
8, MGM Resorts International,MGM Resorts International.,0.0004930496215820312,0.9033074378967285,0.9864108562469482
9, German.,German,0.0004978179931640625,0.6866085529327393,0.9494163393974304
10, Bell Boeing V-22 Osprey,Bell Boeing V-22 Osprey,0.000492095947265625,1.9928500652313232,0.9999998807907104
11," Charles, Prince of Wales.","Prince George, Duke of Kent",0.0005025863647460938,1.5555264949798584,0.645688533782959
12, The World's End.,The World's End,0.0005018711090087891,1.3469264507293701,0.9603593349456787
13, Matchroom Sport,Barry Hearn,0.0004994869232177734,0.9061117172241211,0.22973573207855225
14, Venetian Snares,Venetian Snares,0.0004925727844238281,1.5642280578613281,1.0
15, Joseph Aloisius Ratzinger,Joseph Aloisius Ratzinger,0.0005028247833251953,1.7832386493682861,1.0000001192092896
16, Conservative leaning.,a conservative leaning,0.0005002021789550781,0.9049484729766846,0.9302829504013062
17, Nick Records,Nick Records,0.0005145072937011719,0.6951148509979248,1.0000001192092896
18, 1999,1999,0.0004932880401611328,0.9193737506866455,1.0
19, HomeGoods.,HomeGoods,0.0005018711090087891,0.9152748584747314,0.9839909076690674
20, Kenny Ortega,Nicholas David Rowland Cassavetes,0.0004980564117431641,0.9037671089172363,0.26011472940444946
21, Stephen Herek,Robert Altman,0.0004982948303222656,0.9144349098205566,0.3158363103866577
22, Life Begins Again,Life Begins Again,0.0004999637603759766,0.9157428741455078,1.0
23, Bangladesh,Bangladesh,0.0004925727844238281,0.4821631908416748,1.0
24, 9200000 km2,9200000 km2,0.0004966259002685547,1.5835285186767578,1.0000001192092896
25, El Dorado County.,Douglas County,0.0005085468292236328,1.376366138458252,0.4739620089530945
26, No.,no,0.0004913806915283203,0.7084009647369385,0.8128341436386108
27, 10,ten,0.0004954338073730469,0.7103686332702637,0.8667157292366028
28," ""101 Dalmatians""",101 Dalmatians,0.0005156993865966797,1.8801870346069336,0.9426458477973938
29, Mary Ingalls,Mary Ingalls,0.0004992485046386719,0.9653964042663574,1.0
30," 62,000",62.000,0.0005037784576416016,1.1951169967651367,0.9188000559806824
31, 25,25,0.0005037784576416016,0.7452290058135986,1.0
