idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, The Twilight Saga: New Moon,New Moon,0.0005185604095458984,1.6831486225128174,0.767379879951477
1, Secretariat,Secretariat,0.0005409717559814453,0.7159922122955322,1.0000001192092896
2, Dabo Swinney,Bob Stoops,0.000484466552734375,1.4026644229888916,0.41172677278518677
3, Baz Luhrmann,Baz Luhrmann,0.0004940032958984375,1.188704013824463,1.0000001192092896
4, The Cabin in the Woods.,The Cabin in the Woods,0.000514984130859375,1.6364006996154785,0.9793834686279297
5, Yes,yes,0.000484466552734375,0.49007129669189453,1.0000001192092896
6, 1992,1990s,0.0004856586456298828,0.9442558288574219,0.7357257008552551
7, Palembang Light Rail Transit,2018 Asian Games,0.00048732757568359375,1.6396586894989014,0.07352118194103241
8," Simon Fraser University has campuses in Burnaby, Surrey, and Vancouver.","Burnaby, Surrey, and Vancouver.",0.0004849433898925781,3.4453189373016357,0.68379145860672
9, God.,God,0.0004928112030029297,0.7836642265319824,0.8392878174781799
10, 1 million,4.7 million,0.0005135536193847656,0.9491105079650879,0.7388349771499634
11, 1987,1987,0.0005168914794921875,0.9474449157714844,1.0
12, Attack the Block,Venus,0.0004928112030029297,0.95389723777771,0.10919033735990524
13, They are both writers.,writer,0.0004937648773193359,1.4020988941192627,0.5605643391609192
14," April 19, 1950",19 April 1950,0.0004906654357910156,1.8658089637756348,0.9800581336021423
15, Port Adelaide,Alberton,0.0004901885986328125,0.7213592529296875,0.18096747994422913
16, Yes,yes,0.0004892349243164062,0.4934873580932617,1.0000001192092896
17, Adelaide,Adelaide,0.0004811286926269531,0.49509215354919434,1.0000001192092896
18, 11 years.,11,0.0004849433898925781,1.2381243705749512,0.583472490310669
19," ""Recovery""",Loud,0.0005152225494384766,1.1817898750305176,0.23066134750843048
20, Football.,football,0.0004980564117431641,0.7345662117004395,0.9374434351921082
21," Tim Rice was born on November 10, 1944, and Irving Stone was born on July 14, 1903.",Irving Stone,0.0004899501800537109,6.473191261291504,0.5356731414794922
22, No,no,0.0005004405975341797,0.5038974285125732,1.0
23, schoolteacher,schoolteacher and dressmaker,0.00048422813415527344,0.7313954830169678,0.6932619214057922
24, Steep Hill in Lincoln.,Steep Hill is a popular tourist street in the historic city of Lincoln,0.00048804283142089844,1.661350965499878,0.7332584857940674
25, Iberian Peninsula.,Iberian Peninsula,0.0005044937133789062,1.4495940208435059,0.9787750244140625
26, 22 matches.,22,0.0004904270172119141,1.2091774940490723,0.5682759881019592
27, The River Forth.,River Forth,0.0004935264587402344,1.4294390678405762,0.9550043940544128
28, Jennifer Cody.,actress,0.0004870891571044922,0.9836516380310059,0.6289509534835815
29, Jayne Meadows,Jayne Meadows,0.0004935264587402344,0.9807429313659668,1.0000001192092896
30," over 13,000 troops.","13,000",0.00048661231994628906,1.9437599182128906,0.5810604095458984
31, U.S. Route 62.,U.S. Route 62,0.0004892349243164062,1.9598414897918701,0.9787873029708862
