idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, Midwestern Gothic,Midwestern Gothic,0.13259220123291016,26.24266290664673,1.0
1, Yes.,yes,0.1454627513885498,25.85754108428955,0.836855947971344
2," No, they do not have the same profession. Zako Heskiya is a film director and screenwriter, while Manish Gupta is an educational administrator and politician.",yes,0.13767075538635254,33.87985277175903,0.08450180292129517
3, Ghost Ship,Ghost Ship,0.33017849922180176,25.994505405426025,1.0
4, Saturday Night Live,Saturday Night Live,0.1424274444580078,26.145253658294678,1.0
5, British,English,0.13210749626159668,25.62147855758667,0.7089852094650269
6, Burt Bacharach (music) and Hal David (lyrics),Burt Bacharach (music) and Hal David,0.13032960891723633,29.016268968582153,0.8693100810050964
7," Yes, they were both in the film industry.",yes,0.13533234596252441,27.91211199760437,0.17014165222644806
8, John Morgan,John Morgan,0.13657808303833008,26.02203369140625,0.9999999403953552
9, Gerard Piqué is a Spanish professional footballer who plays as a centre-back for FC Barcelona and the Spain national team.,centre-back,0.14603805541992188,31.093525648117065,0.28718650341033936
10, Inside-out flowers.,plants,0.13878965377807617,26.39824628829956,0.4634351134300232
11, Yes.,yes,0.3288767337799072,25.99380874633789,0.836855947971344
12, Norman Wallace Lermond was born in 1861 and John Fremont Hill was born in 1855.,John Fremont Hill,0.14011645317077637,30.866066455841064,0.5842312574386597
13, 25,at least 25,0.32945895195007324,25.93067955970764,0.7166479825973511
14, Re-cycle,Silent Hill,0.15030455589294434,26.011536359786987,0.17950059473514557
15, acting,fashion model,0.15187525749206543,25.84576177597046,0.32395416498184204
16, English.,English,0.13436317443847656,26.017662286758423,0.9305142164230347
17, John T. Thompson,John T. Thompson,0.14350318908691406,26.332993507385254,0.9999998807907104
18, Marvel Comics,Marvel Comics,0.14638185501098633,26.06126832962036,1.0000001192092896
19, Bahçeşehir University is located in Turkey.,Bahçeşehir University,0.32523202896118164,27.885239601135254,0.8304418325424194
20, 21c Museum Hotels,21c Museum Hotels,0.14783596992492676,26.758056640625,0.9999999403953552
21, Frank Matcham,Frank Matcham,0.13267803192138672,26.21714472770691,1.0
22, Charlie Daniels Band,Charlie Daniels Band,0.12767481803894043,26.143720149993896,1.0
23, Johannes Itten,Johannes Itten,0.3289530277252197,26.064544916152954,1.0
24," 51,000","51,000",0.14151620864868164,26.459108352661133,1.0000001192092896
25, 1937,from 1936 to 1938,0.14754605293273926,26.26234722137451,0.7663199305534363
26, Yes.,yes,0.12679433822631836,26.0766818523407,0.836855947971344
27, Ladies' singles.,ladies' singles,0.3362884521484375,26.360379457473755,0.9815441370010376
28, 1859,1859,0.13347649574279785,26.201035022735596,1.0
29, 2016,2016,0.13938426971435547,26.367889165878296,1.0
30, Smash.,Smash,0.1306138038635254,25.908857107162476,0.9286485314369202
31, 1658,1658,0.3356294631958008,26.342913150787354,0.9999998807907104
