idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Pavel Bure.,Pavel Bure,0.25475239753723145,1.7760117053985596,0.9881701469421387
1,24 May 1966,24 May 1966,0.26417064666748047,0.4880564212799072,1.0
2,No.,no,0.30477142333984375,0.22235393524169922,0.8128341436386108
3,Cate Blanchett.,Catherine Elise Blanchett,0.27353596687316895,0.44746851921081543,0.7038838267326355
4,There is no information about Mark Thomas Pavelich receiving an award since 2004 for the team he played for in 1980.,most valuable player,0.2567439079284668,1.2837185859680176,0.3128945827484131
5,"The Carpathian Mountains are the second-longest mountain range in Europe, and they form an arc across Central and Eastern Europe.",Norway and Sweden,0.35653066635131836,1.2481257915496826,0.2593863606452942
6,Theme Park Inc.,SimCoaster,0.36209583282470703,0.4109761714935303,0.3111991286277771
7,Fearless.,Fearless,0.26575350761413574,0.37686753273010254,0.911295473575592
8,4 seasons.,four,3.7319767475128174,0.4131147861480713,0.4936029314994812
9,Billie Jean King and Bobby Riggs.,King and Riggs,0.3257324695587158,0.6019515991210938,0.6149418354034424
10,Fox Interactive.,Fox Interactive,0.45336055755615234,0.3753969669342041,0.9673866033554077
11,Gods and Monsters (1998),Mr. Holmes,0.29874467849731445,0.49576544761657715,0.13710254430770874
12,"Albuquerque, New Mexico.","Albuquerque, New Mexico",0.279740571975708,0.4488351345062256,0.9801492094993591
13,"Ryan Coogler directed the 2015 film ""Creed"".",Ryan Coogler,0.22883224487304688,0.7956843376159668,0.5170103311538696
14,Penelope Fitzgerald.,Penelope Fitzgerald,0.3194890022277832,0.41211700439453125,0.9756131768226624
15,"Roar Uthaug directed ""The Wave"", which ""Homesick"" lost out to.",Roar Uthaug,0.2550816535949707,1.025071620941162,0.6245775818824768
16,Les Otten.,Les Otten,0.39486050605773926,0.41011834144592285,0.9809244871139526
17,My Mother and Other Strangers.,Barry Devlin,0.5594756603240967,0.4653353691101074,0.12017881870269775
18,I don't have information about the birthday of the winner of the first series of Back to Reality.,30 April 1958,0.320385217666626,0.9014172554016113,0.3332509696483612
19,A Different Time.,A Different Time,0.23752474784851074,0.3800027370452881,0.9298089146614075
20,Lithgow.,Lithgow,0.3058748245239258,0.37257981300354004,0.971623420715332
21,Buenos Aires.,Corrientes,0.34659814834594727,0.3477773666381836,0.31231799721717834
22,Michael Showalter.,Michael Showalter,0.33364129066467285,0.4118485450744629,0.9814163446426392
23,22 November 1985.,22 November 1985,0.23204588890075684,0.5261070728302002,0.9757957458496094
24,Kyle O'Reilly.,Kyle O'Reilly,0.2705724239349365,0.45018577575683594,0.9860782623291016
25,"University of Oxford Chancellor election, 2003.",The 2003 University of Oxford election,0.30561137199401855,0.6415247917175293,0.8931975960731506
26,American.,American,0.3245978355407715,0.33348536491394043,0.9135115146636963
27,Grendel.,Grindylow,0.6640791893005371,0.41234493255615234,0.3119697868824005
28,Russian.,Russian,0.33457136154174805,0.33516812324523926,0.9357619881629944
29,Ittihad-i Islami and Abdul Rasul Sayyaf.,Ustad Abdul Rab Rasul Sayyaf,0.539726734161377,0.7948994636535645,0.6634035110473633
30,Thebarton.,Thebarton,0.28132057189941406,0.409348726272583,0.9765403270721436
31,Max Cavalera co-founded Sepultura with his brother Igor Cavalera.,his brother Igor,0.35849428176879883,0.7172436714172363,0.45965802669525146
