idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Varaz Samuelian.,Richard Avedis Hagopian,0.0012295246124267578,2.18684458732605,0.3878025710582733
1,19th-century Britain.,Britain,0.0014197826385498047,0.82706618309021,0.6512898802757263
2,Chickasaw Nation.,Native Americans,0.0010173320770263672,0.7701122760772705,0.31153813004493713
3,Asia.,Asia,0.001001596450805664,0.5830295085906982,0.9424371719360352
4,"Raj Kapoor was born in 1924 and Theo van Gogh was born in 1957, so Raj Kapoor is younger.","Theodoor ""Theo"" van Gogh",0.0009429454803466797,1.802133321762085,0.3552600145339966
5,M. Night Shyamalan.,M. Night Shyamalan,0.0011012554168701172,0.8865578174591064,0.9910938739776611
6,John H. Dowd.,John H. Dowd,0.0011262893676757812,0.8254759311676025,0.9896440505981445
7,Michael Douglas.,Michael Douglas,0.001031637191772461,0.6084933280944824,0.9757227897644043
8,Gweilo.,Gweilo,0.0009410381317138672,0.7169232368469238,0.9806262254714966
9,Germany.,in Germany.,0.0008690357208251953,0.6133084297180176,0.6766968369483948
10,American.,American,0.0010063648223876953,0.6145336627960205,0.9135115146636963
11,Charlotte Gainsbourg.,Charlotte Gainsbourg,0.0009517669677734375,0.7769978046417236,0.9816755056381226
12,Consulate General.,consulate general,0.0009400844573974609,0.686154842376709,0.9516456127166748
13,Clayton Williams.,Republican Clayton Williams,0.000885009765625,0.6274516582489014,0.8261815905570984
14,The Stratford Festival.,Stratford Festival,0.0009093284606933594,0.7403333187103271,0.9572422504425049
15,"May 26, 2015.","May 26, 2015",0.0011017322540283203,0.8903117179870605,0.9695419073104858
16,Thomas L. Friedman.,Thomas Loren Friedman,0.0010113716125488281,0.7325689792633057,0.871044933795929
17,The late 1980s.,late 1980s and early 1990s.,0.001007080078125,0.8707222938537598,0.8783283233642578
18,Pokhara University was established in 1996.,Pokhara University,0.0009374618530273438,1.0290155410766602,0.7842311263084412
19,Yes.,yes,0.0009326934814453125,0.5036954879760742,0.836855947971344
20,68 Kill (2017),68 Kill,0.0009262561798095703,0.8764286041259766,0.8828340172767639
21,Magical realism.,Magical realism,0.0009381771087646484,0.6613857746124268,0.9470720291137695
22,"The Verve had more members, with 6 members mentioned, while Shihad had 4 members mentioned.",The Verve,0.0009312629699707031,1.582927942276001,0.475330114364624
23,"No, they do not. Franz Viehböck is Austrian and Pedro Duque is Spanish.",no,0.0010859966278076172,1.4370710849761963,0.0622003935277462
24,Androgen and Estrogen.,Estrogen,0.0010759830474853516,0.8197567462921143,0.821499764919281
25,"No, they are not. Podalyria is a genus of flowering plants in the Fabaceae family, while Schwantesia is a genus of plant in the Aizoaceae family.",yes,0.0009806156158447266,2.2366626262664795,0.06259322911500931
26,Lietuvos krepšinio lyga (LKL).,LKL league,0.0011382102966308594,1.208940029144287,0.32915276288986206
27,"Both are works by Werner Herzog: ""Little Dieter Needs to Fly"" is a documentary film, and ""Born Rich"" is a 2003 documentary film.",documentary film,0.00109100341796875,2.201946973800659,0.31403928995132446
28,"Yes, that's correct.",The Home Depot,0.0011334419250488281,0.8100817203521729,0.10737410187721252
29,"Löwenherz was published in 1997, but a revised edition was released in 2003.",Amun-Re,0.0009412765502929688,1.6569085121154785,0.02362438291311264
30,The Constitution Act of 1982.,Constitution Act of 1982,0.0010530948638916016,0.9113667011260986,0.9667011499404907
31,Golden Nugget Lake Charles.,Golden Nugget Lake Charles,0.0009520053863525391,0.7900922298431396,0.9855087995529175
