KVcache prepared in 18.930315732955933 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 16.162506818771362
[0]: [Cumulative]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 16.162506818771362
[1]: Semantic Similarity: 0.84656,	 cache time: 4.76837158203125e-07,	 generate time: 18.43793296813965
[1]: [Cumulative]: Semantic Similarity: 0.92328,	 cache time: 3.5762786865234375e-07,	 generate time: 17.300219893455505
[2]: Semantic Similarity: 0.98968,	 cache time: 2.384185791015625e-07,	 generate time: 15.521885633468628
[2]: [Cumulative]: Semantic Similarity: 0.94541,	 cache time: 3.178914388020833e-07,	 generate time: 16.707441806793213
[3]: Semantic Similarity: 0.35032,	 cache time: 7.152557373046875e-07,	 generate time: 22.53504204750061
[3]: [Cumulative]: Semantic Similarity: 0.79664,	 cache time: 4.172325134277344e-07,	 generate time: 18.164341866970062
[4]: Semantic Similarity: 0.98849,	 cache time: 2.384185791015625e-07,	 generate time: 16.280548095703125
[4]: [Cumulative]: Semantic Similarity: 0.83501,	 cache time: 3.814697265625e-07,	 generate time: 17.787583112716675
[5]: Semantic Similarity: 1.0,	 cache time: 7.152557373046875e-07,	 generate time: 15.503219366073608
[5]: [Cumulative]: Semantic Similarity: 0.86251,	 cache time: 4.3710072835286457e-07,	 generate time: 17.406855821609497
[6]: Semantic Similarity: 0.67459,	 cache time: 2.384185791015625e-07,	 generate time: 15.512010335922241
[6]: [Cumulative]: Semantic Similarity: 0.83566,	 cache time: 4.087175641741071e-07,	 generate time: 17.13616360936846
[7]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.138728141784668
[7]: [Cumulative]: Semantic Similarity: 0.85621,	 cache time: 3.8743019104003906e-07,	 generate time: 16.886484175920486
[8]: Semantic Similarity: 0.5787,	 cache time: 1.1920928955078125e-06,	 generate time: 15.14316201210022
[8]: [Cumulative]: Semantic Similarity: 0.82537,	 cache time: 4.76837158203125e-07,	 generate time: 16.69278171327379
[9]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 15.319694519042969
[9]: [Cumulative]: Semantic Similarity: 0.84283,	 cache time: 4.5299530029296873e-07,	 generate time: 16.555472993850707
[10]: Semantic Similarity: 0.96084,	 cache time: 2.384185791015625e-07,	 generate time: 15.136409759521484
[10]: [Cumulative]: Semantic Similarity: 0.85356,	 cache time: 4.3348832563920453e-07,	 generate time: 16.426467245275322
[11]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 15.502923011779785
[11]: [Cumulative]: Semantic Similarity: 0.86577,	 cache time: 4.3710072835286457e-07,	 generate time: 16.349505225817364
[12]: Semantic Similarity: 0.50986,	 cache time: 4.76837158203125e-07,	 generate time: 18.400381088256836
[12]: [Cumulative]: Semantic Similarity: 0.83839,	 cache time: 4.4015737680288464e-07,	 generate time: 16.507264907543476
[13]: Semantic Similarity: 0.97949,	 cache time: 7.152557373046875e-07,	 generate time: 15.891166925430298
[13]: [Cumulative]: Semantic Similarity: 0.84847,	 cache time: 4.5980725969587054e-07,	 generate time: 16.463257908821106
[14]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 16.04256582260132
[14]: [Cumulative]: Semantic Similarity: 0.85857,	 cache time: 4.450480143229167e-07,	 generate time: 16.435211769739787
[15]: Semantic Similarity: 0.9316,	 cache time: 7.152557373046875e-07,	 generate time: 15.159178972244263
[15]: [Cumulative]: Semantic Similarity: 0.86313,	 cache time: 4.6193599700927734e-07,	 generate time: 16.355459719896317
[16]: Semantic Similarity: 1.0,	 cache time: 7.152557373046875e-07,	 generate time: 15.331868410110474
[16]: [Cumulative]: Semantic Similarity: 0.87118,	 cache time: 4.76837158203125e-07,	 generate time: 16.2952484663795
[17]: Semantic Similarity: 0.97959,	 cache time: 4.76837158203125e-07,	 generate time: 15.680333852767944
[17]: [Cumulative]: Semantic Similarity: 0.87721,	 cache time: 4.76837158203125e-07,	 generate time: 16.26108654340108
[18]: Semantic Similarity: 0.11248,	 cache time: 2.384185791015625e-07,	 generate time: 16.74337887763977
[18]: [Cumulative]: Semantic Similarity: 0.83696,	 cache time: 4.642888119346217e-07,	 generate time: 16.286470350466278
[19]: Semantic Similarity: 0.97161,	 cache time: 9.5367431640625e-07,	 generate time: 15.81336784362793
[19]: [Cumulative]: Semantic Similarity: 0.84369,	 cache time: 4.887580871582031e-07,	 generate time: 16.26281522512436
