KVcache prepared in 23.450777530670166 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.8716764450073242
[0]: [Cumulative]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.8716764450073242
[1]: Semantic Similarity: 0.84656,	 cache time: 2.384185791015625e-07,	 generate time: 4.2096168994903564
[1]: [Cumulative]: Semantic Similarity: 0.92328,	 cache time: 2.384185791015625e-07,	 generate time: 3.0406466722488403
[2]: Semantic Similarity: 0.98968,	 cache time: 2.384185791015625e-07,	 generate time: 1.0330429077148438
[2]: [Cumulative]: Semantic Similarity: 0.94541,	 cache time: 2.384185791015625e-07,	 generate time: 2.371445417404175
[3]: Semantic Similarity: 0.41903,	 cache time: 4.76837158203125e-07,	 generate time: 7.846794366836548
[3]: [Cumulative]: Semantic Similarity: 0.81382,	 cache time: 2.980232238769531e-07,	 generate time: 3.740282654762268
[4]: Semantic Similarity: 0.98849,	 cache time: 2.384185791015625e-07,	 generate time: 1.8502323627471924
[4]: [Cumulative]: Semantic Similarity: 0.84875,	 cache time: 2.86102294921875e-07,	 generate time: 3.362272596359253
[5]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 1.0419344902038574
[5]: [Cumulative]: Semantic Similarity: 0.87396,	 cache time: 3.178914388020833e-07,	 generate time: 2.975549578666687
[6]: Semantic Similarity: 0.67459,	 cache time: 2.384185791015625e-07,	 generate time: 1.0412542819976807
[6]: [Cumulative]: Semantic Similarity: 0.84548,	 cache time: 3.065381731305804e-07,	 generate time: 2.699221679142543
[7]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6365799903869629
[7]: [Cumulative]: Semantic Similarity: 0.8648,	 cache time: 2.980232238769531e-07,	 generate time: 2.4413914680480957
[8]: Semantic Similarity: 0.5787,	 cache time: 2.384185791015625e-07,	 generate time: 0.6365258693695068
[8]: [Cumulative]: Semantic Similarity: 0.83301,	 cache time: 2.914004855685764e-07,	 generate time: 2.240850845972697
[9]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8422017097473145
[9]: [Cumulative]: Semantic Similarity: 0.84971,	 cache time: 2.86102294921875e-07,	 generate time: 2.1009859323501585
[10]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.436431884765625
[10]: [Cumulative]: Semantic Similarity: 0.86337,	 cache time: 2.8176741166548297e-07,	 generate time: 1.9496628371152012
