KVcache prepared in 23.531104564666748 seconds
[0]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.8966963291168213
[0]: [Cumulative]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.8966963291168213
[1]: Semantic Similarity: 0.84656,	 cache time: 2.384185791015625e-07,	 generate time: 4.28695011138916
[1]: [Cumulative]: Semantic Similarity: 0.92328,	 cache time: 2.384185791015625e-07,	 generate time: 3.0918232202529907
[2]: Semantic Similarity: 0.98968,	 cache time: 2.384185791015625e-07,	 generate time: 1.0550529956817627
[2]: [Cumulative]: Semantic Similarity: 0.94541,	 cache time: 2.384185791015625e-07,	 generate time: 2.4128998120625815
[3]: Semantic Similarity: 0.41903,	 cache time: 2.384185791015625e-07,	 generate time: 7.993464469909668
[3]: [Cumulative]: Semantic Similarity: 0.81382,	 cache time: 2.384185791015625e-07,	 generate time: 3.808040976524353
[4]: Semantic Similarity: 0.98849,	 cache time: 4.76837158203125e-07,	 generate time: 1.8678996562957764
[4]: [Cumulative]: Semantic Similarity: 0.84875,	 cache time: 2.86102294921875e-07,	 generate time: 3.4200127124786377
[5]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.052063226699829
[5]: [Cumulative]: Semantic Similarity: 0.87396,	 cache time: 2.7815500895182293e-07,	 generate time: 3.0253544648488364
[6]: Semantic Similarity: 0.67459,	 cache time: 2.384185791015625e-07,	 generate time: 1.0514111518859863
[6]: [Cumulative]: Semantic Similarity: 0.84548,	 cache time: 2.724783761160714e-07,	 generate time: 2.7433625629970004
[7]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.6427197456359863
[7]: [Cumulative]: Semantic Similarity: 0.8648,	 cache time: 2.682209014892578e-07,	 generate time: 2.480782210826874
[8]: Semantic Similarity: 0.5787,	 cache time: 2.384185791015625e-07,	 generate time: 0.6428017616271973
[8]: [Cumulative]: Semantic Similarity: 0.83301,	 cache time: 2.6490953233506946e-07,	 generate time: 2.2765621609157987
[9]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.8497331142425537
[9]: [Cumulative]: Semantic Similarity: 0.84971,	 cache time: 2.6226043701171877e-07,	 generate time: 2.1338792562484743
[10]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 0.4403197765350342
[10]: [Cumulative]: Semantic Similarity: 0.86337,	 cache time: 2.600929953835227e-07,	 generate time: 1.9799193035472522
[11]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.053847312927246
[11]: [Cumulative]: Semantic Similarity: 0.87475,	 cache time: 2.582867940266927e-07,	 generate time: 1.9027466376622517
[12]: Semantic Similarity: 0.50986,	 cache time: 2.384185791015625e-07,	 generate time: 4.313292026519775
[12]: [Cumulative]: Semantic Similarity: 0.84669,	 cache time: 2.567584698016827e-07,	 generate time: 2.0881732060359073
[13]: Semantic Similarity: 0.97949,	 cache time: 2.384185791015625e-07,	 generate time: 1.4581005573272705
[13]: [Cumulative]: Semantic Similarity: 0.85617,	 cache time: 2.5544847760881696e-07,	 generate time: 2.0431680168424333
[14]: Semantic Similarity: 1.0,	 cache time: 2.384185791015625e-07,	 generate time: 1.6790459156036377
[14]: [Cumulative]: Semantic Similarity: 0.86576,	 cache time: 2.5431315104166666e-07,	 generate time: 2.0188932100931805
[15]: Semantic Similarity: 0.9316,	 cache time: 2.384185791015625e-07,	 generate time: 0.6572401523590088
[15]: [Cumulative]: Semantic Similarity: 0.86988,	 cache time: 2.5331974029541016e-07,	 generate time: 1.9337898939847946
[16]: Semantic Similarity: 1.0,	 cache time: 4.76837158203125e-07,	 generate time: 0.8616728782653809
[16]: [Cumulative]: Semantic Similarity: 0.87753,	 cache time: 2.6646782370174633e-07,	 generate time: 1.8707241871777702
[17]: Semantic Similarity: 0.97959,	 cache time: 2.384185791015625e-07,	 generate time: 1.2847211360931396
[17]: [Cumulative]: Semantic Similarity: 0.8832,	 cache time: 2.6490953233506946e-07,	 generate time: 1.838168462117513
[18]: Semantic Similarity: 0.04617,	 cache time: 2.384185791015625e-07,	 generate time: 6.295098781585693
[18]: [Cumulative]: Semantic Similarity: 0.83915,	 cache time: 2.635152716385691e-07,	 generate time: 2.0727437420895227
