method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_1,3000,0.4674087322552999,0.6613829206625621,0.5871451477150743,0.45371437518383634,0.4467946831984342,0.5676666666666667
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_3,3000,0.451784508228302,1.123300989627838,0.6702431383969573,0.5537287131635449,0.5467834915790908,0.711
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_5,3000,0.45911531535784406,1.651395131746928,0.6889705229806714,0.577019204507606,0.56990072494399,0.7546666666666667
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_10,3000,0.4301022171974182,3.107638554016749,0.7310414034302036,0.6255252809983913,0.6186878720802017,0.797
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_1,3000,0.0007202328046162437,0.512961792866389,0.6902389087254802,0.5889098636869429,0.5825877865929675,0.7013333333333334
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_3,3000,0.0008715949058532217,0.7459361540476481,0.7300736685522522,0.6308957777231112,0.624535209986207,0.7886666666666666
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_5,3000,0.001002267758051505,0.9892231260935466,0.7298419254111747,0.6305294783228723,0.6237474961351621,0.7916666666666666
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_10,3000,0.0012781914075215158,1.7200144618352253,0.726196880076391,0.6268095907993293,0.6199044465449658,0.8056666666666666
method,qa_pairs,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_withCAG,3000,0.0005006314118702717,1.851939349571864,0.7383041288166617,0.6238109155055485,0.6177890661847569,0.7836666666666666
method,qa_pairs,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_noCAG,3000,0.10035424057642615,15.567575967709223,0.736334455541956,0.6259333214219488,0.6195501077294545,0.7906666666666666
