method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_1,1536,0.4826163308074077,0.5820405683480203,0.7164092267048545,0.6259497388027556,0.6245342609866815,0.6868489583333334
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_3,1536,0.45161417840669554,0.9280342389829457,0.7582014324798365,0.6784362868813963,0.6770013512041583,0.7610677083333334
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_5,1536,0.4638640528234343,1.36554586297522,0.7480902471100611,0.6667840724705617,0.6650446252651547,0.7421875
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_10,1536,0.49469379847869277,2.5698393263543644,0.7575900196419146,0.6754128920547541,0.6737989053893192,0.7454427083333334
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_1,1536,0.0007870613286892086,0.5297250291332603,0.6787688057975174,0.583089596413276,0.5819946562866745,0.6328125
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_3,1520,0.0009102863700765815,0.6613976563277998,0.7642307943302991,0.6891942407597617,0.6876509094619467,0.7611842105263158
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_5,1536,0.00102276618902877,0.8704465609043837,0.7675704105992432,0.6921739588051913,0.6907377915284174,0.7688802083333334
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_10,1536,0.0012857901553312437,1.5139731007317703,0.7521096747956714,0.6688718445299697,0.6675399446758038,0.7473958333333334
method,qa_pairs,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_withCAG,1536,0.000518310194214137,0.7705355153108636,0.7950587364872869,0.6986150142135205,0.6972660756087227,0.7421875
method,qa_pairs,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_noCAG,1536,0.06925461177403727,8.62734657789891,0.7951669233492188,0.7058385234313942,0.7040555570488185,0.7591145833333334
