method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_1,2622,0.47857062321960425,0.6027564398665904,0.6216162702613557,0.5019478479477052,0.4969283821414248,0.6064073226544623
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_3,2622,0.5074217855975793,1.0400135291613848,0.7105861621305721,0.6114178503423107,0.6052407612719305,0.7631578947368421
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_5,2622,0.521666982081171,1.5306031663030455,0.7334220293876633,0.6418583509194702,0.6369024245559448,0.8073989321128909
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_10,2299,0.5153528289620697,2.895683687321255,0.7674094300079894,0.6752826015397476,0.6693105946654869,0.8394954327968682
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_1,2622,0.0007248925944487122,0.4652709587215013,0.7213555204566259,0.634574540877431,0.6285810426569041,0.7440884820747521
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_3,2622,0.0008516508054405432,0.6803249498071969,0.7615966981462993,0.6802665598870679,0.6751062387618837,0.8226544622425629
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_5,2622,0.0009710554127288945,0.9330327982760676,0.7607605103971643,0.677670954671103,0.672284434237919,0.8348588863463006
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_10,2622,0.001251357370983222,1.6499177437534231,0.7584041749986072,0.67335137766597,0.6678885092769686,0.8386727688787186
method,qa_pairs,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_withCAG,2622,0.0005251177388415523,1.082616895323578,0.7695307980267037,0.6726240463280164,0.6676666702186975,0.8279938977879482
method,qa_pairs,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_noCAG,2622,0.0628272462309452,7.259079269377172,0.7689000368063231,0.6764920193865936,0.670945713969654,0.8314263920671243
