method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_1,1536,0.4250135188922286,0.5936452859702209,0.7019625140534723,0.6020460034079281,0.6007505267512651,0.6666666666666666
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_3,1536,0.4123729149190088,0.9331766938169798,0.740907049971914,0.6477184981325711,0.6466947659470446,0.736328125
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_5,1536,0.42703695440044004,1.382663052684317,0.7233930955274749,0.6201653271385842,0.6192938519702341,0.7154947916666666
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_openai_10,1536,0.4100995318343242,2.6447941957352064,0.7373831654343425,0.6418321510260605,0.6413193969976815,0.728515625
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_1,1472,0.000674995391265156,0.5192405247817868,0.659561974108447,0.5513819847834815,0.5498069195668802,0.6168478260869565
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_3,1536,0.0008163908496498563,0.6667500652062396,0.7463267009115953,0.6626701902792308,0.6619238142594173,0.7493489583333334
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_5,1536,0.0009610302125413727,0.8607937682730457,0.7535367889674186,0.6708982708669726,0.6700216822400479,0.7584635416666666
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
rag_bm25_10,1536,0.0012687143559256702,1.517558456088106,0.7345360683708956,0.6433583496724785,0.6426524203438172,0.736328125
method,qa_pairs,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_withCAG,1536,0.0005685671543081107,2.263147056257973,0.740749537331188,0.6008808367332769,0.6001936260851287,0.6471354166666666
method,qa_pairs,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score,gpt_score
kvcache_noCAG,1536,86.6877403263934,92.08241635219504,0.7491266392989928,0.6231337393585991,0.6218188283326357,0.666015625
