method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_openai_1,3000,0.43774597175916036,0.6872893053690593,0.6070004442941087,0.48513426361286366,0.4793465928853901
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_openai_3,3000,0.44044782121976217,1.0967239424387614,0.7017810578582188,0.598308883640521,0.5929722098027823
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_openai_5,3000,0.4168222276369731,1.5616141574382782,0.7285936974661115,0.6321204789461633,0.6273514214140312
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_openai_10,3000,0.411170752843221,2.910072378873825,0.7589784973557108,0.6618226360896098,0.6573956368657021
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_bm25_1,3000,0.0006223763624827067,0.4977010161876678,0.7253939595624495,0.6349858363663262,0.6293914479249971
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_bm25_3,3000,0.0007922743161519368,0.7209172503153483,0.7633658359187345,0.6779870905740102,0.6734152730136125
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_bm25_5,3000,0.0009424680074055989,0.9695050973892212,0.7658379705150922,0.6790923390497431,0.6742244505159813
method,qa_pairs,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
rag_bm25_10,3000,0.0012533159255981444,1.6668884649276734,0.7612745601773883,0.6723042126206292,0.66753259538202
method,qa_pairs,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
kvcache_withCAG,3000,0.0006574696699778239,2.2638344496885936,0.7733693447482461,0.6688702211950212,0.664440588603706
method,qa_pairs,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
kvcache_noCAG,3000,0.22210552525520325,25.47436525384585,0.7720301399768019,0.6680231533520207,0.6633569372382158
