idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Glastonbury Festival 2015,Glastonbury Festival 2015,0.145277738571167,17.39290475845337,1.0,1.0,1.0
1, Jon Brion,Jon Brion,0.1276838779449463,16.340906381607056,1.0000001192092896,1.0,1.0
2," Yes, English is the de facto official language of Texas, but Spanish is widely spoken and used in government, education, and media.",", the continual influx of Spanish-speaking immigrants increased the import of Spanish in Texas.",0.11657595634460449,20.703535795211792,0.6136611700057983,0.2777777777777778,0.2222222222222222
3, Lossless audio and high definition music videos.,lossless audio and high definition music videos,0.11752533912658691,17.530587911605835,0.973068118095398,1.0,1.0
4, Paul McCartney,Paul McCartney,0.11509203910827637,16.159608125686646,1.0000001192092896,1.0,1.0
5, Jimmy Kimmel,Jimmy Kimmel,0.14211058616638184,16.28719925880432,1.0,1.0,1.0
6, Capitol Records,Capitol Records,0.12246060371398926,16.208874940872192,1.0000001192092896,1.0,1.0
7, Graduation,Graduation,0.10679984092712402,16.079710721969604,1.0,1.0,1.0
8, Homophobia in hip hop.,homophobia in hip hop,0.14458155632019043,16.87104082107544,0.9861371517181396,1.0,1.0
9, A Multipoint Control Unit (MCU).,Multipoint Control Unit (MCU),0.12000060081481934,17.527976512908936,0.9303098917007446,0.888888888888889,0.888888888888889
10, We Are the Champions,We Are the Champions,0.13776326179504395,16.582978010177612,1.0,1.0,1.0
11, Virgo,Virgo,0.13668107986450195,16.21851897239685,1.0,1.0,1.0
12, English.,English,0.1205751895904541,16.074998378753662,0.9305142164230347,1.0,1.0
13, Mixed-to-negative reviews.,mixed-to-negative reviews,0.11429691314697266,16.638310194015503,0.9516434669494629,1.0,1.0
14, U2,U2,0.12639999389648438,16.20944094657898,1.0,1.0,1.0
15, Iran,Iran,0.13517093658447266,15.990925312042236,1.0,1.0,1.0
16, John Anthony,Norman Sheffield,0.1362919807434082,16.10411810874939,0.357624888420105,0.0,0.0
17," No, New Mexico has had a majority of English-speaking settlers, with Spanish-speaking people being outnumbered six-to-one.",The area of the former Gadsden Purchase contained a majority of Spanish-speakers until the 1940s,0.1253509521484375,20.21687912940979,0.47485268115997314,0.22222222222222224,0.22222222222222224
18, Album of the Year at the 54th Grammy Awards.,Album of the Year,0.1335899829864502,18.031399250030518,0.6706651449203491,0.6153846153846153,0.6153846153846153
19," Three of Kanye West's albums rank on Rolling Stone's 2012 ""500 Greatest Albums of All Time"" list.",3,0.14226555824279785,20.28439474105835,0.17679837346076965,0.0,0.0
20, Plain Old Telephone System,Plain Old Telephone System,0.14003920555114746,16.52483868598938,1.0000001192092896,1.0,1.0
21, 1977,1977,0.1338639259338379,16.389899492263794,1.0,1.0,1.0
22, Elton John,Elton John and the Béjart Ballet,0.15590214729309082,16.37983012199402,0.6551835536956787,0.4444444444444445,0.4444444444444445
23," ""This Can't Be Life""","""This Can't Be Life""",0.15802931785583496,17.142135620117188,1.0000001192092896,1.0,1.0
24, Decentralized multipoint,decentralized multipoint,0.14811277389526367,16.703338384628296,1.0,1.0,1.0
25," Videoconferencing can help a person by enabling them to participate in meetings remotely, saving time and money.",money savings,0.12732625007629395,19.944191932678223,0.13897006213665009,0.21052631578947367,0.10526315789473684
26, BBC Radio 1,BBC Radio 1,0.13828587532043457,16.569370985031128,1.0,1.0,1.0
27, 20 million copies worldwide.,20 million,0.15008974075317383,16.9183292388916,0.5488057732582092,0.6666666666666666,0.6666666666666666
28, Yeezus,Yeezus,0.12312769889831543,16.531248569488525,1.0000001192092896,1.0,1.0
