idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, 1910,1910,0.049822330474853516,7.553622245788574,1.000000238418579,1.0,1.0
1, Colt M4 carbine,M4 carbine,0.04807019233703613,7.725294589996338,0.9246493577957153,0.8,0.8
2," Limp Bizkit released a cover song, ""Home Sweet Home/Bittersweet Symphony"", off of George Michael's 1987 debut solo album.",Limp Bizkit,0.04729795455932617,10.685592412948608,0.6041080951690674,0.18181818181818182,0.18181818181818182
3, Monarcas Morelia,Grupo Salinas,0.04778099060058594,7.73778510093689,0.25300830602645874,0.0,0.0
4, Yes.,yes,0.046904802322387695,7.380829811096191,0.836855947971344,1.0,1.0
5, Switzerland,Switzerland,0.04683208465576172,7.241437911987305,1.000000238418579,1.0,1.0
6," No, Derrick Green is the vocalist of Sepultura, while Joey Tempest is the vocalist of Europe.",no,0.051682472229003906,9.746424674987793,0.18470308184623718,0.11764705882352941,0.11764705882352941
7, United States,United States,0.04663348197937012,7.3739330768585205,1.0000001192092896,1.0,1.0
8, Albania national team.,Albania national team,0.04555678367614746,7.617316961288452,0.9859601855278015,1.0,1.0
9, La La Land,La La Land,0.047225236892700195,7.504676103591919,0.9999999403953552,1.0,1.0
10, 1993,1993,0.047094106674194336,7.48446798324585,1.0000001192092896,1.0,1.0
11, Norman.,Norman,0.05113673210144043,7.372302293777466,0.9637793302536011,1.0,1.0
12, Jon Favreau,Jon Favreau,0.05045461654663086,7.507267236709595,1.0,1.0,1.0
13, Mother Dairy and Safal sell frozen food products in India.,frozen vegetables,0.04751324653625488,8.568055868148804,0.46022602915763855,0.16666666666666669,0.16666666666666669
14," ""Danny Boy""","""The Impossible Dream""",0.046637535095214844,7.630409240722656,0.253462553024292,0.0,0.0
15, Bazil Ashmawy,Bazil Ashmawy,0.05661368370056152,7.730627536773682,1.0000001192092896,1.0,1.0
