idx,generated_response,ground_truth,load_knowledge_time,generate_time
0, Eriostemon has more species.,Eriostemon,0.30965757369995117,25.60135769844055
1, Grey,Grey,0.3502812385559082,23.995079040527344
2, Oklahoma,Oklahoma Sooners,0.34379005432128906,24.150415658950806
3, Yes.,yes,0.37975239753723145,24.202897548675537
4, Kelly McGillis,Charlie,0.37560558319091797,24.556634187698364
5, Bruno Ganz,Bruno Ganz,0.36821913719177246,24.554344415664673
6, Palais Garnier,Right Bank,0.37532973289489746,24.741838455200195
7, United States.,American,0.2733609676361084,24.51271629333496
8, The Marshall Mathers LP.,The Marshall Mathers LP,0.35944509506225586,25.210500240325928
9, 1969,1969,0.36501288414001465,24.49366307258606
10," He was named ""one of the world's leading rocket scientists"".","""one of the world's leading rocket scientists""",0.29732632637023926,26.745026350021362
11, No.,no,0.3607313632965088,24.32429313659668
12, Czech,Czech,0.29746270179748535,24.02128005027771
13, Gainsborough.,"22,117",0.3484489917755127,24.790006637573242
14, 1943,"September 1, 1942",0.36800575256347656,24.546549797058105
15, 1994,1994,0.4465615749359131,24.429206371307373
16, 29km,29km,0.36511993408203125,24.56862759590149
17, Scott Dann,Wilfried Zaha,0.27938389778137207,24.317179918289185
18, The Holy Roman Empire.,the Kalmar Union,0.3655121326446533,24.96084976196289
19, AD Alcorcón,AD Alcorcón,0.35664892196655273,24.921282529830933
20, Anaximander,Anaximander,0.37234067916870117,24.832224130630493
21, Shrub,shrub,0.3655989170074463,24.327858924865723
22, $1.4 billion.,$1.4 billion,0.3227381706237793,25.18569827079773
23, Kim Tae-woo,Kim Tae-woo,0.3771219253540039,24.97087287902832
24, George VI,Stanley Baldwin,0.3695054054260254,24.20200824737549
25, American,American,0.4481019973754883,24.0181884765625
26, Infomercials.,infomercials,0.33954906463623047,25.055238962173462
27, Deontay Wilder,The Bronze Bomber,0.36022448539733887,25.02486777305603
28, Invicta France and Caisse d'Épargne.,Invicta France,0.3514719009399414,27.22015619277954
29," Melbourne, Victoria.",Melbourne,0.3682281970977783,24.65122675895691
30, Daredevil,Daredevil,0.35829734802246094,24.271865129470825
31, Fox network.,Fox,0.37290406227111816,24.46767020225525
