idx,generated_response,ground_truth,reset_cache_time,generate_time
0, Hashim tribe,Adnani,0.00048661231994628906,0.587275505065918
1," ""Both Sides, Now""","Both Sides, Now",0.0005295276641845703,1.0483171939849854
2, Grapette,Ricqlès,0.0004868507385253906,0.5305452346801758
3," 2,800","2,800",0.0005311965942382812,0.6603007316589355
4, Yes,yes,0.0004906654357910156,0.2750365734100342
5, USS Maryland (BB-46),"USS ""Maryland""",0.0004718303680419922,1.0754988193511963
6, French Connection,Stephen Marks,0.00048065185546875,0.4035341739654541
7, The Open University.,Open University,0.0004813671112060547,0.6680831909179688
8, 1992,1933,0.0004737377166748047,0.5383572578430176
9," Argentina, Australia, Brazil, Britain, Germany, Sweden, and Norway.","Argentina, Australia, Brazil, Britain, Germany, Sweden and Norway.",0.0004994869232177734,2.0707550048828125
10, 1971,1971,0.0004897117614746094,0.5420708656311035
11, Halsey,Ashley Nicolette Frangipane,0.0004787445068359375,0.5378420352935791
12, Human Events,Human Events,0.0004913806915283203,0.4084029197692871
13, 1997,1997,0.0004909038543701172,0.5376362800598145
14, 1980s,mid-1980s,0.0004885196685791016,0.6601161956787109
15, Phyllis Nagy,Phyllis Nagy,0.0004889965057373047,0.7927062511444092
