idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,1968,1968,0.0009849071502685547,1.5660295486450195,1.0
1,Poland.,Poland,0.0011723041534423828,0.36878180503845215,0.9521729350090027
2,J Mascis.,J Mascis,0.0009353160858154297,0.4399120807647705,0.9697906374931335
3,Zantedeschia aethiopica.,Zantedeschia aethiopica,0.0008282661437988281,0.68892502784729,0.9878113269805908
4,society.,society,0.0009107589721679688,0.41745495796203613,0.9293477535247803
5,Kristofer Hivju.,Kristofer Hivju,0.0008366107940673828,0.6027443408966064,0.9879773259162903
6,Yes.,yes,0.0009007453918457031,0.3920302391052246,0.836855947971344
7,Frank Darabont has been nominated for three Academy Awards.,Frank Árpád Darabont,0.0009496212005615234,0.7888543605804443,0.5839148163795471
8,Dodie Smith.,Dodie Smith,0.0009706020355224609,0.46996355056762695,0.9846601486206055
9,1992.,1992,0.0008854866027832031,0.47446107864379883,0.9641321897506714
10,Action Bronson.,Action Bronson,0.0008370876312255859,0.47425317764282227,0.9802860617637634
11,Humphrey Bogart.,Humphrey Bogart,0.0009124279022216797,0.509096622467041,0.9822721481323242
12,Viktor & Rolf.,Viktor & Rolf,0.0009105205535888672,0.527256965637207,0.9697786569595337
13,Friedrich Nietzsche.,Friedrich Nietzsche,0.0009450912475585938,0.42851829528808594,0.9510749578475952
14,"""The Impossible Dream (The Quest)""","""The Impossible Dream""",0.000850677490234375,0.5989346504211426,0.8879814147949219
15,New South Wales.,New South Wales,0.0009791851043701172,0.4429018497467041,0.9703200459480286
