idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0," 5,044","2,956",0.06063413619995117,8.775790214538574,0.25503742694854736
1, Edgar Kaiser Jr.,Edgar Kaiser,0.21486449241638184,8.765860319137573,0.9382388591766357
2," ""Master of Complications""",Master of Complications,0.047515869140625,9.01356816291809,0.955991804599762
3," It's Okay, That's Love","July 23 to September 11, 2014",0.04743194580078125,9.150038480758667,0.1010628342628479
4, The 1970s.,1970s,0.05791139602661133,8.975743055343628,0.9295619130134583
5, Trussed Concrete Steel Company.,Trussed Concrete Steel Company,0.06483697891235352,8.994832754135132,0.9707152843475342
6, Alessandro Scarlatti (1660-1725) is older than Philip Glass (born 1937).,Pietro Alessandro Gaspare Scarlatti,0.047255516052246094,11.148810148239136,0.6325886249542236
7, They are both documentary films.,documentary,0.21397900581359863,9.015332221984863,0.631668210029602
8, AVN Adult Entertainment Expo,AVN Adult Entertainment Expo,0.055887699127197266,8.8711838722229,1.0
9," Tulane Stadium in New Orleans, Louisiana.",Los Angeles Memorial Coliseum,0.21423077583312988,9.386848211288452,0.6337506175041199
10, New Holland.,New Holland,0.05360054969787598,8.59692668914795,0.9772232174873352
11, Amar'e Stoudemire,Amar'e Carsares Stoudemire,0.05784010887145996,9.001668214797974,0.8602802753448486
12, Hozier,Hozier,0.04791903495788574,8.59311318397522,1.0000001192092896
13, Central Landfill.,Central Landfill,0.20850634574890137,8.77202033996582,0.9785467982292175
14, I don't have enough information to answer that question.,five times,0.05175948143005371,9.648797988891602,0.1318594515323639
15, Zydrunas Ilgauskas,Zydrunas Ilgauskas,0.057209014892578125,9.145003080368042,1.0000001192092896
