idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Sponges typically feed by drawing in water through pores.,drawing in water through pores,0.4267606735229492,36.37722396850586,0.5807777643203735,0.7142857142857143,0.7142857142857143
1, 1773,1773,0.3762929439544678,33.8510000705719,1.0000001192092896,1.0,1.0
2," The Act of ""Nihil novi nisi commune consensu"" (Latin for ""I accept nothing new except by common consent"") forbade the king to pass any new law without the consent of the representatives of the nobility, in Sejm and Senat assembled, and thus greatly strengthened the nobility's political position.",forbade the king to pass any new law without the consent of the representatives of the nobility,0.37715888023376465,50.9755916595459,0.5761678218841553,0.5151515151515151,0.5151515151515151
3, J. Brent Walker,J. Brent Walker,0.37751197814941406,34.003615379333496,1.0,1.0,1.0
4," March 24, 2008, to August 8, 2008.",April 28.,0.3753046989440918,37.293137550354004,0.6643765568733215,0.0,0.0
5, The Silk Road,Silk Road,0.385986328125,33.616904735565186,0.9685282707214355,0.8,0.8
6," Olympia, Greece","Olympia, Greece",0.3738071918487549,33.67947173118591,1.0,1.0,1.0
7, Museum of Contemporary Art Detroit,Museum of Contemporary Art Detroit,0.37724804878234863,34.25653386116028,1.0,1.0,1.0
8, The separation of church and state.,constitutional limitation on religious establishment,0.37761783599853516,34.7870512008667,0.6398825645446777,0.0,0.0
9, Powerful and privileged.,"formalized, hereditary",0.3717367649078369,33.63989758491516,0.2978880703449249,0.0,0.0
10, Co-proprietors of Piast realms.,co-proprietors of Piast realms,0.37677001953125,35.227577924728394,0.976728081703186,1.0,1.0
11, A religious dimension.,a religious dimension,0.378129243850708,33.971216440200806,0.9742680191993713,1.0,1.0
12, The night blooming cereus.,cereus,0.3780806064605713,34.78771924972534,0.7007009983062744,0.4,0.4
13, Belle Isle Park,Belle Isle Park,0.37221479415893555,33.598713636398315,1.0,1.0,1.0
14, The Paralympic Games.,Paralympic Games,0.376495361328125,34.676459312438965,0.967146098613739,0.8,0.8
15, Crime rate and improving city services.,high crime rate,0.3785970211029053,34.70655035972595,0.7341787219047546,0.4444444444444444,0.4444444444444444
16," The first part of the First Amendment is known as the ""Establishment Clause"".","""establishment clause""",0.3748455047607422,37.16407370567322,0.6859952211380005,0.2666666666666667,0.2666666666666667
17, churches.,churches,0.37741994857788086,33.34708285331726,0.9542413353919983,1.0,1.0
18," ""High (river)bank""","""high (river)bank""",0.3791654109954834,34.72864079475403,1.0000001192092896,1.0,1.0
19, Roger Williams was a Baptist theologian and the founder of the colony of Rhode Island.,Baptist theologian,0.37412071228027344,37.48218607902527,0.3785722255706787,0.23529411764705882,0.23529411764705882
20, The Michigan Chronicle,Michigan Chronicle,0.38163137435913086,33.54903483390808,0.9822119474411011,0.8,0.8
21, Hannover 96,Hannover 96,0.38204526901245117,33.791937589645386,1.0,1.0,1.0
22, Pervasive secularism,pervasive,0.37781357765197754,34.201253175735474,0.5822476744651794,0.6666666666666666,0.6666666666666666
23, Casimir III the Great,Ducal Prussia,0.37091064453125,34.300636291503906,0.2840738892555237,0.0,0.0
24, 1138 – 1314,"A.D., 1138 – A.D., 1314",0.37854743003845215,34.93603014945984,0.7617332935333252,0.5,0.5
25, Olympia,Paris,0.37201857566833496,33.18463921546936,0.4054901599884033,0.0,0.0
26, The Color Orange democracy group.,The Color Orange,0.3724064826965332,34.549628496170044,0.5979322791099548,0.7499999999999999,0.7499999999999999
27, Glacial and lake clay.,clay,0.3787524700164795,34.41650056838989,0.5645800828933716,0.4,0.4
28, Two additional teams of 40 attendants each will accompany the flame on its Mainland China route.,Two,0.3753833770751953,38.22643852233887,0.19688475131988525,0.11764705882352941,0.11764705882352941
29," He believed the original Constitution only gave Congress stated powers, which did not include establishing a national religion.",Constitution only gave Congress stated powers,0.3804342746734619,38.36314916610718,0.6288973093032837,0.5,0.5
30, 3,three,0.3948094844818115,33.34743928909302,0.8656187057495117,0.0,0.0
31, 400,400,0.3834505081176758,33.27598738670349,1.0,1.0,1.0
32, Konnie Huq,Sulaf Fawakherji,0.38067197799682617,33.839847803115845,0.40972059965133667,0.0,0.0
33," A Polish nobleman was referred to as a ""rycerz"" before the 15th century.",rycerz,0.381807804107666,38.45753598213196,0.4853900671005249,0.14285714285714288,0.14285714285714288
34, The torch was loaded onto a bus.,by bus,0.4006235599517822,34.79885387420654,0.4644543528556824,0.22222222222222224,0.22222222222222224
35, The historic Library Pavillon.,Library Pavillon,0.3764662742614746,34.3333215713501,0.8927910327911377,0.6666666666666666,0.6666666666666666
36, The state was allowed to continue to fund the Detroit Medical Center.,transportation of students to religious schools,0.3737978935241699,36.14841961860657,0.07202126830816269,0.1111111111111111,0.1111111111111111
37," The Lithuanian nobility was the first to be involved in the polonization, starting from the 16th century.",the highest members of the nobility,0.3733694553375244,39.814701795578,0.3736364245414734,0.2608695652173913,0.1739130434782609
38, democracy,democracy.,0.3992786407470703,32.9539532661438,0.9092913866043091,1.0,1.0
39, Global torch relays.,global relays,0.3730282783508301,34.121999740600586,0.8098901510238647,0.8,0.8
40, 1988,1988 Summer Olympics,0.3781464099884033,33.611268520355225,0.7144362926483154,0.5,0.5
41, Censorship and calming statements in state media.,censorship,0.3744785785675049,35.40434384346008,0.6063897609710693,0.25,0.25
42, Mia Farrow,Mia Farrow,0.3789637088775635,33.56175351142883,1.0,1.0,1.0
43, The religious clauses in the state constitutions.,religious clauses in the state constitutions,0.37979650497436523,35.06028437614441,0.9779637455940247,0.923076923076923,0.923076923076923
44, 88,88,0.37795281410217285,33.316795110702515,1.000000238418579,1.0,1.0
45, I-275,I-275,0.3765850067138672,33.70951437950134,1.0,1.0,1.0
46, Religious persecution.,governmentally composed prayers for religious services,0.3920283317565918,33.45689249038696,0.3332194685935974,0.25,0.25
47, 1956,1956,0.3779480457305908,33.59429717063904,1.0,1.0,1.0
48," The David Whitney House, located at 4421 Woodward Avenue, is considered one of the most famous mansions in Detroit.",David Whitney House,0.3755331039428711,39.50739669799805,0.6234101057052612,0.2727272727272727,0.2727272727272727
49, The internal body cavity of animals in the Bilateria group is called a coelom or pseudocoelom.,coelom or pseudocoelom,0.3792603015899658,38.941490173339844,0.6920514106750488,0.3157894736842105,0.3157894736842105
50, New Center,New Center,0.3793203830718994,33.18851613998413,1.0,1.0,1.0
51, Gustavia,Gustavia,0.3758113384246826,33.13607335090637,1.0,1.0,1.0
