idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,White Americans.,whites and males,0.2573375701904297,1.7571008205413818,0.5013419985771179
1,There is no mention of the University of Kansas contributing to the development of the internet in the provided context.,academic computing,0.3880293369293213,0.9910321235656738,0.1844465732574463
2,The Princeton Review.,Princeton Review,0.24495172500610352,0.3831448554992676,0.9508841037750244
3,"Anthocyanins, a type of polyphenol, are responsible for the color of purple grapes and contribute to their higher antioxidant strength.",anthocyanins,0.414276123046875,1.2364838123321533,0.5506695508956909
4,"""Home on the Range""","""Kansas Song""",0.3452630043029785,0.45525574684143066,0.24635115265846252
5,The Office for Civil Rights.,Office for Civil Rights,0.37464022636413574,0.45743632316589355,0.9552839994430542
6,"The NAACP was disturbed by JFK's ""token"" proposal, wanting jobs instead.",the state of race relations,0.2867460250854492,0.8468968868255615,0.31116151809692383
7,"Harold L. Ickes, the Interior Secretary at the time, is considered the true forerunner to affirmative action.",Harold L. Ickes,0.3933229446411133,1.1297225952148438,0.6506423950195312
8,White Americans.,lower-class European Americans,0.26482176780700684,0.3490147590637207,0.6174047589302063
9,Bill Self.,Bill Self,0.27031469345092773,0.3500635623931885,0.9688641428947449
10,The Education and Justice Departments.,Education and Justice Departments,0.29660987854003906,0.31117916107177734,0.9707198143005371
11,Flame Seedless.,Vitis vinifera,0.4034085273742676,0.20645809173583984,0.17485538125038147
12,Wilt Chamberlain.,Wilt Chamberlain,0.3577306270599365,0.41960644721984863,0.9826033115386963
13,I couldn't find any information about a former leader of a car manufacturing company attending KU.,Alan Mulally,0.37006545066833496,0.9230947494506836,0.15363401174545288
14,Crimson and royal blue.,crimson and royal blue,0.2745687961578369,0.4181671142578125,0.9826592803001404
15,June 1963.,June 1963,0.7494444847106934,0.42487525939941406,0.9795911312103271
16,"He surrenders some of his rights and privileges, but the government undertakes to protect his integrity as an individual.",surrenders some of the rights and privileges,0.27158331871032715,1.103898048400879,0.6996597051620483
17,"The example of Italian American professors at City University of New York who requested to be added as an affirmative action category for promotion and hiring, despite being considered white in the US, demonstrates a case where upholding a racial classification can be beneficial for a group that feels underrepresented.",Richmond v. J.A. Croson Co.,0.40595269203186035,2.208984851837158,0.03311770409345627
18,There is no mention of the issue of White and Hispanic firefighters in the provided context.,"New Haven, Connecticut",0.2590456008911133,0.8486287593841553,-0.04176662117242813
19,Red wine.,red wine,0.310654878616333,0.3496510982513428,0.9667990803718567
20,1993.,1993,0.5313897132873535,0.38376688957214355,0.9678646326065063
21,"Overland Park, Kansas.",Overland Park,0.34870314598083496,0.45679330825805664,0.8808357119560242
22,Table grapes.,table grapes,0.3379197120666504,0.16953754425048828,0.9789943099021912
23,Tuition at KU is 13 percent below the national average.,additional fees,0.3956937789916992,0.7397215366363525,0.1965574026107788
24,Nike.,Nike,0.35561561584472656,0.3155961036682129,0.9638914465904236
25,Black Monukka grows a table grape variety.,Vitis vinifera,0.4708585739135742,0.42321038246154785,0.3876405358314514
26,Title VII of the Civil Rights Act aimed to end discrimination in all firms with 25 or more employees.,to end discrimination in all firms with 25 or more employees,0.40211963653564453,0.994675874710083,0.6981199979782104
27,"Princeton claimed that Li was not admitted because ""many others had far better qualifications"" and his extracurricular activities were ""not all that outstanding"".",many others had far better qualifications,0.43900036811828613,1.3192968368530273,0.491680771112442
28,"Shelby Steele believes that the true concept of affirmative action should be enforcing equal opportunity, where individuals take full responsibility for their education and job maintenance.",enforcing equal opportunity,0.4516723155975342,1.2503037452697754,0.4837743043899536
29,National universities.,national universities,0.288848876953125,0.34818506240844727,0.9631260633468628
30,Donors.,donors,0.45987558364868164,0.20786094665527344,0.9548152685165405
31,The Kansas Jayhawks.,Kansas Jayhawks,0.39741992950439453,0.419342041015625,0.935880720615387
32,There is no mention of the V-12 program in the provided text.,131,0.2464601993560791,0.7793786525726318,0.14211779832839966
33,John F. Kennedy.,John F. Kennedy,0.3590521812438965,0.42103052139282227,0.9752756357192993
34,School segregation laws.,school segregation,0.25289249420166016,0.38238096237182617,0.8717314004898071
35,The U.S. Equal Employment Opportunity Commission.,U.S. Equal Employment Opportunity Commission,0.3925952911376953,0.5634801387786865,0.9530961513519287
36,Create an environment in which there is a culture of respect for individual differences and draw in talent and ideas from all segments of the population.,draw in talent and ideas from all segments of the population,4.2708070278167725,1.2240815162658691,0.6729341745376587
37,Five times.,five,0.5208661556243896,0.3504364490509033,0.6817899346351624
38,Shiraz.,Shiraz,0.3852870464324951,0.34923291206359863,0.9782990217208862
39,The main purpose of the Government Contract Committee was to conduct surveys of the racial composition of federal employees and tax-supported contractors.,conducted surveys of the racial composition of federal employees and tax-supported contractors,0.41318392753601074,1.1034657955169678,0.751923680305481
40,Oxygen Radical Absorbance Capacity (ORAC),Total phenolic content,0.36571168899536133,0.4218001365661621,0.30188092589378357
41,"The University of Texas employed a ""Top Ten Percent Law"" for admissions, and Harvard University used a ""holistic"" admissions process.",race-conscious policy,0.3769376277923584,1.211012363433838,0.11997918784618378
42,"Dan Glickman, former CEO of MGM Studios and former US Secretary of Agriculture, is an alumnus of the University of Kansas.",Charles E. Spahr,0.33181285858154297,1.070119857788086,0.2547279894351959
43,There is no mention of Richard H. Sander in the provided context.,UCLA,0.25216174125671387,0.780128002166748,0.01009925827383995
44,Defense contractors and government agencies.,Federal Government and on government contracts,0.2349405288696289,0.45796823501586914,0.4681735038757324
45,Harry S. Truman.,Truman,0.39484667778015137,0.42133617401123047,0.8757310509681702
46,"Student programs, such as Student Union Activities.",Student Union Activities,0.4642467498779297,0.4360356330871582,0.867924153804779
47,There is no mention of a professor named Mark Long in the provided context.,economics,0.45235395431518555,0.7806458473205566,0.07367024570703506
48,1952.,1952,0.269423246383667,0.2422482967376709,0.9718616008758545
49,The Philadelphia Order.,Philadelphia Order,0.2791938781738281,0.3837864398956299,0.9628658294677734
50,Ward Connerly.,Ward Connerly,0.3658406734466553,0.42136645317077637,0.9900575876235962
51,"Harold L. Ickes held the position of Interior Secretary, not Assistant Secretary of Labor.",Arthur Fletcher,0.23120951652526855,0.9214663505554199,0.17620670795440674
52,"Those who oppose affirmative action argue that it discourages and harms minority students by placing them in schools they are not academically prepared for, leading to failure and high dropout rates.",preferential treatment for this same trait is illogical,0.24828362464904785,1.5381462574005127,0.23836371302604675
53,Nearly 8 million servicemen and servicewomen were educated under the provisions of the GI Bill after World War II.,Nearly 8 million,0.3077254295349121,1.1097042560577393,0.36571449041366577
54,Caucasian students.,Caucasian students,0.3481411933898926,0.34585046768188477,0.9851961731910706
55,Fair Employment Practices Commission.,Fair Employment Practices Committee,0.40660905838012695,0.42900514602661133,0.8638265132904053
56,There is no mention of African American students in the given context.,the descendants,0.2518007755279541,0.5658955574035645,0.10066965222358704
57,Minority enrollment returned to pre-1996 levels.,returned minority enrollment to pre-1996 levels,0.3176391124725342,0.6030879020690918,0.9660176634788513
58,Race-based classification.,racial,0.46150922775268555,0.38794684410095215,0.5730787515640259
59,Northwestern.,Northwestern,0.42166614532470703,0.3120296001434326,0.969141960144043
60,There is no mention of AAUP in the given context.,American Association of University Professors,0.2931852340698242,0.672069787979126,0.22676700353622437
61,Ancient Egyptian hieroglyphics record the cultivation of purple grapes.,hieroglyphics,0.3554825782775879,0.7098186016082764,0.4217088520526886
62,June 2015.,June 2016,0.28749871253967285,0.42224669456481934,0.7782333493232727
63,"3,371 students.","3,371",0.2705233097076416,0.457672119140625,0.6274027824401855
64,The text does not mention where Native Americans were forced to live after losing their land.,reservations,0.27609944343566895,0.8552937507629395,0.16022883355617523
65,"Overland Park, Kansas.",Overland Park,0.2957131862640381,0.45499444007873535,0.8808357119560242
66,Lockheed.,Vice President Johnson,0.565683126449585,0.3124885559082031,0.294306218624115
67,Senate Minority Leader.,Senate Minority Leader,0.8044800758361816,0.38489484786987305,0.9645419120788574
68,"The main branch of the University of Kansas is located in Lawrence on Mount Oread, the highest location in Lawrence.",Lawrence,1.4120359420776367,1.073056936264038,0.3536130487918854
69,"The term ""affirmative action"" was chosen because it was already in use in the National Labor Relations Act of 1935, and it was seen as a more neutral term that did not imply a negative connotation.",alliterative quality,0.35326409339904785,1.8562114238739014,0.02482100948691368
70,The main aim of Executive Order 11114 was to eliminate discrimination in employment by requiring all federal funds recipients to comply with affirmative action policies.,elimination of discrimination in employment,0.362473726272583,1.249359130859375,0.5203248262405396
71,Early Asian immigrants experienced school segregation laws and were denied the ability to become naturalized citizens.,not having the ability to become naturalized citizens,0.32030606269836426,0.8838489055633545,0.5063490867614746
72,Proponents of affirmative action believe that the best way to combat exclusionary practices is through inclusion.,make special efforts at inclusion,0.6057147979736328,0.9218533039093018,0.5276602506637573
73,They were required to comply with the government's policies on affirmative action in employment practices.,comply to the government's policies on affirmative action,0.25391125679016113,0.8568339347839355,0.7664375305175781
74,Latinos are the least well-educated major ethnic group.,least well educated,0.24573016166687012,0.5996661186218262,0.5544762015342712
75,A racial classification could be considered acceptable if it was necessary to promote a compelling governmental interest.,necessary to promote a compelling governmental interest,0.3083662986755371,0.888779878616333,0.5171802043914795
76,"Kansas City, Kansas.",Kansas City,0.3540832996368408,0.4221198558807373,0.9406465888023376
77,News and Information and Strategic Communication.,News and Information and Strategic Communication,0.257549524307251,0.4898538589477539,0.9835270047187805
78,"The University of Kansas School of Architecture, Design, and Planning (SADP).","The University of Kansas School of Architecture, Design, and Planning",0.3048560619354248,0.8559865951538086,0.8654190301895142
79,5,five,0.3927273750305176,0.3112010955810547,0.9229784607887268
80,"Harvard University and the University of North Carolina at Chapel Hill, as well as the University of Texas.",University of Texas,0.6344864368438721,0.9617376327514648,0.6693733930587769
81,"A study by Geoffrey Maruyama and José F. Moreno found that faculty members believed diversity helps students reach essential college goals, and that Caucasian students suffer no detrimental effects from classroom diversity.",helps students to reach the essential goals of a college education,0.4197094440460205,1.5729525089263916,0.4543241858482361
82,"The Wagner Act, which is the National Labor Relations Act, was not written by a specific author, but it was passed by the U.S. Congress in 1935.",Senator Robert F. Wagner,0.3397226333618164,1.504610538482666,0.5420600175857544
83,The text does not mention the number of institutions in the Association of American Universities' membership.,62,0.4078948497772217,0.7396955490112305,0.033887580037117004
84,"The University of Kansas School of Business is not mentioned in the provided text as being established. However, the text does mention the school of Business as one of the schools at the University of Kansas.",1924,0.27609729766845703,1.6457810401916504,-0.007006241008639336
85,4 executive orders were issued to help prevent discrimination.,two,0.2927682399749756,0.6389205455780029,0.09786564111709595
86,Minorities.,racial minorities,0.4941434860229492,0.348189115524292,0.9040446877479553
87,KANU.,KANU,0.6651709079742432,0.24608993530273438,0.967347264289856
88,A group of Italian American professors at City University of New York.,African American Policy Forum,0.5230956077575684,0.7091186046600342,0.29983392357826233
89,Proposition 209.,Proposition 209,0.24721622467041016,0.3857998847961426,0.9721108675003052
90,Resveratrol.,resveratrol,0.28345561027526855,0.42338085174560547,0.9695053696632385
91,The School of the Arts and the School of Public Affairs & Administration.,the School of the Arts and the School of Public Affairs & Administration,0.5877318382263184,0.749265193939209,0.9788521528244019
92,The Project on Fair Representation.,Project on Fair Representation,0.25026798248291016,0.45639514923095703,0.9716246128082275
93,Vitis vinifera.,Vitis vinifera,0.3751535415649414,0.45760393142700195,0.9830338358879089
94,The Daily Kansan is not mentioned in the given context.,print and online,0.3856363296508789,0.566878080368042,0.007166227325797081
95,Legacy admissions.,legacy admissions,0.586651086807251,0.3478672504425049,0.9618240594863892
96,There is no mention of Italian American Professors in the given context.,1976,0.3603513240814209,0.7829668521881104,0.021864328533411026
97,"Education, particularly university admissions.",education,0.4039466381072998,0.45447564125061035,0.6205525398254395
98,"The Court ruled that universities are allowed to use a ""holistic"" approach in their admissions process.","""goals"" and ""timetables"" for diversity could be set",0.27674102783203125,0.9595494270324707,0.15711051225662231
99,Affirmative action advancements slowed down and enforcement became less prevalent after the Nixon administration.,became less prevalent,0.39395880699157715,0.8497002124786377,0.470427930355072
100,"Amos Adams Lawrence donated $10,000, which was the majority of the $15,000 needed to secure the site.",Amos Adams Lawrence,0.2837362289428711,1.1802785396575928,0.5382201075553894
101,The University of Kansas was authorized by the Kansas Legislature in 1863.,the Kansas State Legislature,1.5331645011901855,0.6012482643127441,0.6622190475463867
102,70 times.,70,0.3048725128173828,0.3833904266357422,0.5743775963783264
103,"26,968 students.","26,968",0.3004434108734131,0.45739102363586426,0.6231793165206909
104,Deuteronomy.,Deuteronomy,4.591192007064819,0.3531062602996826,0.9805526733398438
105,"Adult learners can obtain various degrees, including developmental psychology, public administration, social work, systems analysis, information technology, engineering management, and design.",college degrees,0.32316160202026367,1.2831833362579346,0.44916069507598877
106,The Work Group for Community Health and Development.,the Work Group for Community Health and Development,0.39676427841186523,0.4248514175415039,0.9931275844573975
107,Richard H. Sander.,Richard Sander,0.36425232887268066,0.457169771194458,0.9367719292640686
