idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, New York.,New York,0.0004830360412597656,0.5714595317840576,0.9648565053939819
1, Saint Casimir,Johannes Longinus,0.0005035400390625,0.5109047889709473,0.35340893268585205
2," ""U Can't Touch This""",U Can't Touch This,0.0004899501800537109,1.0126659870147705,0.7539971470832825
3, Anna Sewell,English,0.0004961490631103516,0.518829345703125,0.18192759156227112
4," Pennsylvania State University was founded in 1855, while the University of East Anglia was founded in 1963.",Pennsylvania State University,0.0004961490631103516,3.0909221172332764,0.6435672044754028
5, 1985,"March 21, 1985",0.0004961490631103516,0.5109496116638184,0.7973715662956238
6, Martin Scorsese,Todd Phillips,0.0004875659942626953,0.6437678337097168,0.2909177541732788
7, Chris Brown.,Chris Brown,0.0004992485046386719,0.50882887840271,0.95943284034729
8, Both Cistus and Abelia are genera of flowering plants.,genus,0.0004928112030029297,1.7382662296295166,0.4275575578212738
9, Road Kings,Road Kings,0.000499725341796875,0.3978283405303955,1.0000001192092896
10, Yes.,yes,0.00048732757568359375,0.3881676197052002,0.836855947971344
11, Yes,yes,0.0005061626434326172,0.26436662673950195,1.0000001192092896
12," The Rahmi M. Koç Museum opened first in 1994, while the Endem TV Tower was built between 1998 and 2002.",Rahmi M. Koç Museum,0.0005004405975341797,4.0747435092926025,0.6876896619796753
13, Bayern Munich,Porto,0.0005128383636474609,0.3888580799102783,0.5006292462348938
14, Miami Heat,Oklahoma City Thunder,0.0005047321319580078,0.386577844619751,0.39322802424430847
15," Philip Saville was born on October 28, 1930, and Christophe Gans was born on March 11, 1960.",Philip Saville,0.00048828125,3.8275160789489746,0.5981122255325317
