idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,October 2014.,October 2014,0.0008692741394042969,1.7404017448425293,0.9739536046981812
1,"Franklin Square, New York.",Garden City South,0.0009443759918212891,0.5277125835418701,0.42104488611221313
2,Q48,New York City Bus: Q48,0.0008957386016845703,0.428067684173584,0.6079802513122559
3,World War I.,World War I,0.0009989738464355469,0.5044527053833008,0.9355374574661255
4,Davy and the Goblin.,Davy and the Goblin,0.0008563995361328125,0.5714795589447021,0.9879332184791565
5,North Atlantic Conference.,NCAA ’s Division III,0.0008215904235839844,0.47537732124328613,0.47150883078575134
6,"The Australian Alps, which contain Mount Feathertop, comprise an area of 1232981 ha.",1232981 ha,0.0008111000061035156,1.1407368183135986,0.2823760211467743
7,"Chaoyang District, Shantou.",Chaoyang District,0.0008537769317626953,0.6518821716308594,0.8984326124191284
8,"The Lorraine Campaign occurred before the Battle of Pusan Perimeter. It took place during World War II from September 1 to December 18, 1944.",Lorraine Campaign,0.0008628368377685547,1.6187424659729004,0.5930768251419067
9,"Aunt Marge in ""Harry Potter and the Prisoner of Azkaban"".",Aunt Marge,0.0008716583251953125,0.9457335472106934,0.7747327089309692
10,"Broken Hill, New South Wales.","Broken Hill, New South Wales",0.0008656978607177734,0.5899777412414551,0.9760308861732483
11,1946.,1946,0.0008118152618408203,0.46701979637145996,0.9630112051963806
12,"No, they are not. Xinyang is in Henan province, while Gao'an is in Jiangxi province.",no,0.0007169246673583984,1.2777149677276611,0.12496789544820786
13,"""Good To Me"" in the movie ""Shutter"".","""Good To Me""",0.0009038448333740234,0.7973990440368652,0.7237384915351868
14,Guillermo del Toro.,Guillermo del Toro,0.0008597373962402344,0.5356132984161377,0.9862099885940552
15,The United States.,the United States,0.0008690357208251953,0.46935582160949707,0.9500843286514282
16,Rick Perry.,Rick Perry,0.0008845329284667969,0.40660762786865234,0.9620687365531921
17,South Park.,South Park,0.000827789306640625,0.3679969310760498,0.9611535668373108
18,Ecuador.,Canada,0.0007843971252441406,0.3969738483428955,0.49992531538009644
19,Cristiano Ronaldo.,Cristiano Ronaldo,0.0008082389831542969,0.411240816116333,0.9801245927810669
20,A life sentence plus 30 years.,life sentence plus 30 years,0.0008020401000976562,0.6204240322113037,0.95420241355896
21,Henry VIII.,Henry VIII,0.0007476806640625,0.40242767333984375,0.9773843288421631
22,Lee Chang-dong.,Lee Chang-dong,0.0007534027099609375,0.44171619415283203,0.9868752360343933
23,Princess Helena of the United Kingdom.,Princess Helena,0.0008647441864013672,0.580376386642456,0.8901089429855347
24,The 2015 Cannes Film Festival.,68th,0.0008580684661865234,0.614741325378418,0.05314243584871292
25,The Longitude Act in 1714.,Longitude Act,0.0008587837219238281,0.6322484016418457,0.729962170124054
26,Both Ralph Smart and Garth Jennings were film directors.,director,0.0008525848388671875,0.7095754146575928,0.39997410774230957
27,Georgia Tom.,Georgia Tom,0.0008878707885742188,0.41042232513427734,0.9804477095603943
28,Costas Mandylor.,Costas Mandylor,0.0007355213165283203,0.5174012184143066,0.9903508424758911
29,"John Carney directed a 2016 musical filmed in Howth, specifically ""Sing Street"".",John Carney,0.0007867813110351562,1.0300254821777344,0.5715430974960327
30,"Framing Hanley released their debut album ""The Moment"" in August 2007.",The Operation M.D.,0.0008454322814941406,1.0075807571411133,0.04923607409000397
31,"Yes, they were both from Brazil.",no,0.0008578300476074219,0.5921008586883545,0.13746294379234314
