idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, Michael McCormack,Michael Francis McCormack,0.0004813671112060547,0.5644078254699707,0.9526562094688416
1, A Man Escaped,A Man Escaped,0.0005028247833251953,0.6402366161346436,0.9999999403953552
2, Dan Law Field at Rip Griffin Park.,Dan Law Field at Rip Griffin Park,0.0004982948303222656,1.1302258968353271,0.9912668466567993
3, Herbert Beerbohm Tree.,Sir Herbert Beerbohm Tree,0.00048828125,0.884434700012207,0.936369001865387
4, 1983,1983,0.0005006790161132812,0.519686222076416,1.0000001192092896
5, Jean Sibelius,Jean Sibelius,0.0004904270172119141,0.6384508609771729,1.0000001192092896
6, Drummers and percussionists.,"interviews, equipment reviews, and columns offering advice on technique, as well as information for the general public",0.0005104541778564453,0.8725652694702148,0.16111335158348083
7, Do Dooni Chaar,Flight of the Navigator,0.0004975795745849609,0.7482748031616211,0.1561460644006729
8, Brazzers,Brazzers,0.0004911422729492188,0.383197546005249,0.9999999403953552
9, Miracle of the White Stallions (1963),Miracle of the White Stallions,0.0005028247833251953,1.357961654663086,0.8970578908920288
10, Yes.,no,0.0004916191101074219,0.3836674690246582,0.5598188042640686
11, Hanover College.,Hanover College,0.0005044937133789062,0.6272783279418945,0.9807752966880798
12, Nobel Prize in Physics.,Nobel Prize in Physics,0.0004916191101074219,0.7588605880737305,0.9603725671768188
13, Mikkel Nørgaard,Mikkel Nørgaard,0.0005044937133789062,1.0057170391082764,1.0000001192092896
14, Louis Armstrong.,Count Basie,0.0005087852478027344,0.5054218769073486,0.29805392026901245
15, Victory Through Air Power,Victory Through Air Power,0.0005145072937011719,0.638843297958374,1.0
