idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, 1935,1935,0.056375741958618164,8.225460529327393,1.0
1," No, the number of entrants has increased over the years.",The number of entrants has increased greatly in recent years,0.11584711074829102,9.520448446273804,0.8571332097053528
2," José Batlle y Ordóñez, President of Uruguay from 1911 to 1915.",José Batlle y Ordóñez,0.04992079734802246,10.4609854221344,0.684239387512207
3, Francisco Antonio Maciel,Francisco Antonio Maciel,0.09973955154418945,8.387907028198242,1.0000001192092896
4," Yes, Rebecca Lowe became the first woman to host the FA Cup Final in the UK.",Rebecca Lowe became the first woman to host the FA Cup Final in the UK.,0.05192828178405762,10.114396095275879,0.9433866739273071
5, A major storm in 1923.,A major storm,0.14969325065612793,8.857907056808472,0.6645903587341309
6, Gordon Brown,"his Chancellor, Gordon Brown",0.0585637092590332,8.105074644088745,0.8076490163803101
7, May 1994,May 1994,0.08295536041259766,8.36259126663208,1.0000001192092896
8, The Cabildo—the seat of colonial government—and the Montevideo Metropolitan Cathedral.,Plaza de la Constitución,0.10782241821289062,9.867072582244873,0.30754679441452026
9, 191,191,0.1011660099029541,8.188124179840088,1.0000001192092896
10, The BBC and Sky Sports had FA Cup coverage from 1988-1997.,"From 1988 to 1997, the BBC and Sky Sports had coverage of the FA Cup",0.12654662132263184,9.984756708145142,0.9557037353515625
11, The Portuguese.,Portuguese,0.08342289924621582,8.286584615707397,0.8696603775024414
12, Telecommunications company.,telecommunications,0.0688333511352539,8.375652074813843,0.8162104487419128
13, 1942,1942,0.04654812812805176,8.216424465179443,1.0
14," 81,774","81,774",0.05663752555847168,8.373393058776855,1.0
15, Yes.,"the trophy wears is decorated with ribbons in the colours of both finalists, with the loser's ribbons being removed at the end of the game.",0.06710624694824219,8.128967046737671,0.1216714009642601
16, Rimer Cardillo,Rimer Cardillo,0.12825584411621094,8.385992527008057,1.0000001192092896
17, The FA Cup trophy is permanently presented to any club which wins the competition three times.,"the trophy was to be permanently presented to any club which won the competition three times,",0.04838061332702637,9.987260103225708,0.8555436134338379
18, September 2006,September 2006,0.09995722770690918,8.402921676635742,1.0
19, 207,207,0.04664969444274902,8.125648498535156,1.0
20, Plaza Zabala,Plaza Zabala,0.07426166534423828,8.390096187591553,1.0
21, Romanesque Revival style.,Romanesque Revival style,0.0641012191772461,8.71129584312439,0.9603022336959839
22, The Amalgamated Society of Railway Servants.,Doncaster,0.05450272560119629,9.22532606124878,0.2596456706523895
23, BT Sport,BT Sport,0.05672645568847656,8.090696573257446,1.0
24, Daniel Muñoz,Daniel Muñoz,0.06082510948181152,8.382006406784058,1.0
25, The Militant tendency group.,activists and the two MPs who supported the group.,0.12013030052185059,8.586642503738403,0.45712003111839294
26, 1816,1816,0.053919315338134766,8.420528888702393,1.0
27, 2014,"2014 replica of the second design, introduced in 1911",0.05135178565979004,8.276982307434082,0.260975182056427
28, Sir John Chilcot,Sir John Chilcot,0.10929322242736816,8.507672548294067,1.0000001192092896
