idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, Stanley Clarke,Stanley Clarke,0.05569958686828613,9.4553542137146,1.0
1, 29 May 1975,29 May 1975,0.223191499710083,9.985983610153198,1.0
2, The Chicxulub crater.,The Chicxulub crater,0.06043052673339844,10.136056423187256,0.9897939562797546
3, Floor Jansen,Floor Jansen,0.059485435485839844,9.573292016983032,1.0000001192092896
4, Istanbul,Tokyo,0.04943418502807617,9.265442609786987,0.4184059798717499
5," 49,734","49,734",0.06429696083068848,9.713376760482788,1.0000001192092896
6, The Nevada Test and Training Range (NTTR).,Nevada Test and Training Range,0.04898691177368164,10.529168844223022,0.8393121957778931
7, 2012,2012,0.04806232452392578,9.579056978225708,1.0000001192092896
8, The Irregular at Magic High School,The Irregular at Magic High School,0.06179475784301758,10.137468099594116,1.0
9, Kwun Tong Maryknoll College,Kwun Tong Maryknoll College,0.22916340827941895,10.108956098556519,1.0
10, Dunluce Castle,Dún Libhse,0.05573272705078125,9.71206784248352,0.5851152539253235
11," Christer Fuglesang was born on March 18, 1957, and Bertalan Farkas was born on March 21, 1951, so Bertalan Farkas was born earlier.",Bertalan Farkas,0.04730725288391113,15.055773973464966,0.6348492503166199
12, KU Leuven,KU Leuven,0.05057525634765625,9.852326393127441,1.0
13, The Inner Light,The Inner Light,0.062150001525878906,9.573775291442871,1.0000001192092896
14, Fatherson,Fatherson,0.056864261627197266,9.582489490509033,1.0000001192092896
15, Marine Corps Air Station Yuma.,Marine Corps Air Station Yuma,0.05652046203613281,10.096707582473755,0.971701979637146
