idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,1923.,1923,0.0007872581481933594,1.7478313446044922,0.9702735543251038
1,Brierley Hill near Birmingham.,Brierley Hill,0.0008752346038818359,0.41457056999206543,0.7880532741546631
2,Reception statutes are invalid when they are repugnant to domestic law or indigenous conditions.,repugnant to domestic law or indigenous conditions,0.0006818771362304688,0.799919843673706,0.503777027130127
3,"In areas like antitrust, trademark, and employment law, federal and state laws coexist and interact with each other.",coexist with each other,0.0006401538848876953,1.0722479820251465,0.31834957003593445
4,"46,000.","46,000",0.0006039142608642578,0.3343946933746338,0.9719740152359009
5,The Supreme Court.,the Supreme Court,0.0006289482116699219,0.2941453456878662,0.9724016785621643
6,Tuva.,Tuva,0.0006170272827148438,0.256181001663208,0.9671318531036377
7,A slip law.,a slip law,0.0006055831909179688,0.2968010902404785,0.9758548140525818
8,"33,000.","33,000",0.0006103515625,0.33513641357421875,0.9677641987800598
9,ITV.,ITV,0.0005977153778076172,0.21697378158569336,0.980247437953949
10,Cockles and mussels.,pickled cockles and mussels,0.0005984306335449219,0.37401723861694336,0.8643952012062073
11,"The Magdala in South Hill Park, Hampstead.",The Magdala,0.0006656646728515625,0.6041746139526367,0.5799645185470581
12,"The ""jug and bottle"" counter.",off-sales counter,0.0006670951843261719,0.4500303268432617,0.4013855755329132
13,1868.,1868,0.000644683837890625,0.2953488826751709,0.9646062850952148
14,"No, according to the Catholic religion, Mary was saved from sin by the Holy Spirit, but a savior for the world was still needed, which is Jesus Christ.","Catholic Church has taught that even had man never sinned in the Garden of Eden and was sinless, he would still require God's grace to remain sinless.",0.0006144046783447266,1.4550917148590088,0.5156872868537903
15,Chapter 11.,Chapter 11,0.0007207393646240234,0.29305577278137207,0.9694137573242188
16,The Wine and Beerhouse Act 1869.,Wine and Beerhouse Act 1869,0.0006844997406005859,0.5263710021972656,0.9847084283828735
17,"The ""Historic Atlantic City Convention Hall"".",Historic Atlantic City Convention Hall,0.0005433559417724609,0.4858558177947998,0.9545490145683289
18,1742.,1742,0.0005922317504882812,0.29366183280944824,0.9643746018409729
19,A group of local Quakers in Atlantic City.,a group of local Quakers,0.0005552768707275391,0.5242881774902344,0.898390531539917
20,Radios.,radios,0.00057220458984375,0.2562706470489502,0.9513099193572998
21,The 18th century.,the 1960s and 1970s,0.0005669593811035156,0.3693711757659912,0.3674490749835968
22,11:30 pm.,11.30 pm,0.0006041526794433594,0.3718433380126953,0.9174543023109436
23,The Casino Reinvestment Development Authority (CRDA) would oversee all functions of the district and make changes to attract new businesses and attractions.,The CRDA,0.0007078647613525391,1.1838183403015137,0.5669073462486267
24,Los Alamos.,Los Alamos,0.0006814002990722656,0.29668545722961426,0.9829654097557068
25,Nine Men's Morris.,Nine Men's Morris,0.0006630420684814453,0.3356754779815674,0.9841631650924683
26,Soho.,Soho,0.0005953311920166016,0.2560722827911377,0.9779054522514343
27,1446.,1446,0.0005977153778076172,0.2955317497253418,0.960908830165863
28,16.5 inches.,16.5 inches,0.0005962848663330078,0.37073564529418945,0.9837433099746704
29,"The writer, Edward Gibbon, claimed that the Roman Catholic Church borrowed the doctrine of the immaculate conception from the Quran.",The Latin Church has not disdained to borrow from the Koran the immaculate conception of his virgin mother,0.0006258487701416016,1.1080119609832764,0.5819557905197144
30,A bolus.,a bolus,0.0006849765777587891,0.29698872566223145,0.9732646942138672
31,A new law is assigned a law number and prepared for publication as a slip law at the Office of the Federal Register (OFR) of the National Archives and Records Administration (NARA).,a law number,0.0006351470947265625,1.6114897727966309,0.6269110441207886
32,"The text does not mention the 50 states in the Union. It talks about Richard Feynman, a physicist.",separate sovereigns,0.0006167888641357422,1.0693938732147217,0.13716280460357666
33,"They believe that Mary and Jesus were born without the ""touch of Satan"", implying a sinless birth.","dogmatic declaration of her immaculate conception as an ""over-elaboration""",0.0006771087646484375,0.9540054798126221,0.3452844023704529
34,"Teeth are made of tissues such as enamel, dentine, and cementum.","enamel, dentine and cementum",0.0006306171417236328,0.7589688301086426,0.7432055473327637
35,"The ""chosen people"".",the chosen people,0.0005662441253662109,0.3357985019683838,0.9483401775360107
36,July 2003.,July 2003,0.0006539821624755859,0.3347294330596924,0.978742241859436
37,He influenced the interconnects of the Connection Machine.,influencing the interconnects,0.0005865097045898438,0.5683517456054688,0.6060385704040527
38,Netherlands.,Netherlands,0.0006268024444580078,0.2185354232788086,0.9500890374183655
39,I don't have information about what an earthworm eats. The provided context is about the law of the United States.,"dead grass, leaves, and weeds",0.0005848407745361328,1.06955885887146,0.13360556960105896
