idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"""The Ballad of Jed Clampett""",The Ballad of Jed Clampett,0.0009582042694091797,1.9940946102142334,0.9810752868652344
1,Assata Shakur.,Geronimo Pratt,0.0009951591491699219,0.3382852077484131,0.14240291714668274
2,Keydom.,Aladdin's Dragons,0.0006759166717529297,0.22730231285095215,0.25208747386932373
3,"None, but Billy Corgan was the lead singer and a producer of Zeitgeist.",Billy Corgan,0.0006206035614013672,0.8067989349365234,0.6149179935455322
4,Lennon and McCartney.,George Martin,0.0006263256072998047,0.29653286933898926,0.3104269504547119
5,MTM Enterprises.,Warner Bros.,0.0006220340728759766,0.29751014709472656,0.17951127886772156
6,American.,American,0.0005886554718017578,0.21796822547912598,0.9135115146636963
7,Aerolíneas Argentinas was created in 1949.,1949,0.0006186962127685547,0.691352367401123,0.4481342136859894
8,"The composer of the song Myths and Hymns, Adam Guettel, is not mentioned in the provided context.","December 16, 1964",0.0007443428039550781,1.079444169998169,-0.018362538889050484
9,"Martina Navratilova was born first (October 18, 1956)",Martina Navratilova,0.0006768703460693359,0.8447110652923584,0.7976998090744019
10,United States.,British,0.0006735324859619141,0.2557682991027832,0.5141487121582031
11,1992.,1992,0.0005943775177001953,0.2961595058441162,0.9641321897506714
12,15 seasons.,16 seasons,0.0007593631744384766,0.2971017360687256,0.8789052963256836
13,They are both titles of films.,documentary film,0.0006501674652099609,0.4121260643005371,0.4009975790977478
14,"Joan Didion is an American author, and Aleister Crowley was a British occultist.","Aleister Crowley ( ; born Edward Alexander Crowley; 12 October 1875 – 1 December 1947) was an English occultist, ceremonial magician, poet, painter, novelist, and mountaineer.",0.0006499290466308594,0.8299016952514648,0.7311270236968994
15,CuriosityStream.,CuriosityStream,0.0006651878356933594,0.29581236839294434,0.9622707962989807
16,There is no title in the Peerage of Great Britain that was created in 1965.,31 October 1783,0.0006062984466552734,0.8838410377502441,0.25105178356170654
17,"September 13, 1996.","1971September 13, 1996",0.0008456707000732422,0.4556291103363037,0.6245321035385132
18,Uncle Buck.,Home Alone,0.0007445812225341797,0.2586042881011963,0.16744180023670197
19,They are both lead singers.,lead singer,0.0006096363067626953,0.35548925399780273,0.6821517944335938
20,Koningsdag.,27 April,0.00057220458984375,0.2962455749511719,0.20625674724578857
21,Rockefeller Plaza's Comcast Building in New York City.,Rockefeller Plaza's Comcast Building,0.0006120204925537109,0.5278372764587402,0.9522923827171326
22,"2,144.","2,144",0.0006649494171142578,0.3357858657836914,0.9781618714332581
23,Versailles.,Versailles,0.0005805492401123047,0.25568151473999023,0.9673802852630615
24,Daddy Yankee.,Daddy Yankee,0.0006375312805175781,0.2577977180480957,0.9856879115104675
25,Barq's.,Barq's,0.0007538795471191406,0.29763269424438477,0.9796097278594971
26,India.,India,0.0006117820739746094,0.2151355743408203,0.9400805234909058
27,Ulster Defence Association (UDA),Ulster Freedom Fighters (UFF),0.0007719993591308594,0.45387983322143555,0.6067042946815491
28,The Dukes of Hazzard.,The Dukes of Hazzard,0.0006377696990966797,0.4532334804534912,0.9846733808517456
29,George Segal.,George Segal,0.0006079673767089844,0.2952544689178467,0.9795596599578857
30,There is no information about a theatre company founded in 1988 in Toronto that translates Shakespeare's plays for children.,Shakespeare's plays,0.0006117820739746094,1.0408909320831299,0.4259703755378723
