idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, Hanover College,Hanover College,0.0005259513854980469,1.721099615097046,1.0
1, Nancy Walker,Patricia Birch,0.0005548000335693359,1.2567102909088135,0.4820946156978607
2, Foreign Affairs,Foreign Affairs,0.0005004405975341797,1.2449977397918701,1.0
3, Navy Exchange,Navy Exchange,0.0004973411560058594,1.246415376663208,1.0
4, Oklahoma Sooners,Oklahoma Sooners,0.0004999637603759766,1.6527526378631592,1.0000001192092896
5, 1971,17 July 1971,0.0004956722259521484,1.6419079303741455,0.8660916090011597
6, real estate investment trust (REIT),shopping mall operator,0.00051116943359375,3.625732660293579,0.024742599576711655
7, 1956,1908,0.0005052089691162109,1.6413953304290771,0.4435688257217407
8, Film director,film director,0.0004978179931640625,1.2457263469696045,1.0
9, The Dakota,Edward Severin Clark,0.0005083084106445312,1.26552414894104,0.19996377825737
10, KBS2,KBS2,0.0005333423614501953,1.2495346069335938,1.0
11," Brooklands produced a 2.75 mi motor racing circuit and aerodrome, while Forrestburn Hillclimb is a 1030 m hillclimb track.",military aircraft,0.0005106925964355469,13.892296314239502,0.08510573208332062
12, 1987,1987,0.0005099773406982422,1.6412322521209717,1.0
13, The Dakar Rally.,Amaury Sport Organisation,0.0005321502685546875,2.430729866027832,0.3072122633457184
14, Richard Craig,Craig,0.0005028247833251953,1.2470686435699463,0.8247544765472412
15, World War II,World War II,0.0005035400390625,1.641643762588501,1.0
16, Jimmy Choo,Jimmy Choo,0.0005025863647460938,1.6463127136230469,1.0
17, Yes,no,0.000518798828125,0.8563003540039062,0.7334951162338257
18, The Bronx borough of New York City,"Newark, New Jersey",0.0005204677581787109,3.2325146198272705,0.42295175790786743
19, Red State,Let's Get Lost,0.0005061626434326172,1.2554171085357666,0.22392821311950684
20, 1903,1903,0.0004963874816894531,1.6594586372375488,1.0
21, The Empire State Building is taller.,Empire State Building,0.0005056858062744141,3.2439558506011963,0.7869081497192383
22, No,no,0.0005059242248535156,0.857311487197876,1.0
23, NASA,National Advisory Committee for Aeronautics,0.0005047321319580078,0.8675813674926758,0.4513152241706848
24, 26 August 1882,9 October 1879,0.0004942417144775391,2.86018705368042,0.6443039178848267
25," Kalamazoo, Michigan","74,262",0.0005016326904296875,2.8444552421569824,0.06931017339229584
26, 2015 UEFA Champions League Final,2015 UEFA Champions League Final,0.0005090236663818359,3.2419192790985107,1.0
27, Richard Wright,Thomas Loren Friedman,0.0005061626434326172,1.252284049987793,0.29814648628234863
28, The CILIP Carnegie Medal.,2012 CILIP Carnegie Medal,0.00049591064453125,3.239123582839966,0.9108425378799438
29, 1512,"1454February 22, 1512",0.0005075931549072266,1.652390718460083,0.6512819528579712
30, L. Frank Baum,L. Frank Baum,0.0005099773406982422,2.0505335330963135,1.0
31, Vanessa Karen White,Vanessa White,0.0004944801330566406,1.6643083095550537,0.8590667247772217
32," ""We Were Soldiers Once… And Young""",We Were Soldiers Once and Young,0.0005109310150146484,4.034447193145752,0.8187642097473145
33, Mound Laboratories,Miami Indian burial mound.,0.0004968643188476562,1.6511437892913818,0.4784296751022339
34, Shelter,Shelter,0.0005085468292236328,0.8664741516113281,1.0
35, 19th,19th century,0.0005257129669189453,1.657846212387085,0.7518644332885742
36, Hedy West,Hedy West,0.0005147457122802734,1.6554303169250488,1.0000001192092896
37, Yes,no,0.0005044937133789062,0.8581840991973877,0.7334951162338257
38, In the Streets to Africa,action-adventure video game,0.0005202293395996094,2.442810535430908,0.1841963529586792
39, Saludos Amigos,Saludos Amigos,0.0005116462707519531,2.122262716293335,1.0
40, Lido Pimienta,Lido Pimienta,0.0005054473876953125,2.8564863204956055,1.0000001192092896
41, 1984,1984,0.0004987716674804688,1.654273509979248,1.0
42, The New York Times Building,The New York Times Building,0.0005164146423339844,2.4470772743225098,1.0000001192092896
43, Divekick,Dungeons & Dragons,0.0005090236663818359,1.2533862590789795,0.16947953402996063
44, 3,three,0.0005133152008056641,1.2544443607330322,0.8656187057495117
45, Catherine Zeta-Jones,Catherine Zeta-Jones,0.0005030632019042969,2.447453737258911,1.0000001192092896
46," Chencun, Guangdong",It is popular with its flower planting and has become a production base of fresh flowers.,0.0005235671997070312,2.844372272491455,0.10401274263858795
47, Madonna Wayne Gacy,Pogo,0.0005040168762207031,2.0616469383239746,0.1586635410785675
48, 1874,1874,0.0005035400390625,1.650627851486206,1.0000001192092896
49, Thin,Thin,0.0005047321319580078,0.8571901321411133,0.9999999403953552
50, Upchurch Hoard,Upchurch Hoard,0.0005371570587158203,2.047048807144165,1.000000238418579
51, Kaashmora,Kaashmora,0.0005021095275878906,2.0507044792175293,1.0000001192092896
52, Manhattan Community District 11.,Manhattan Community District 11,0.0005245208740234375,2.8397717475891113,0.9905200004577637
53, Ben Bagdikian,Ben Haig Bagdikian,0.0005128383636474609,2.047372341156006,0.8349472880363464
54, 1997,1997,0.0004994869232177734,1.6503875255584717,1.0000001192092896
55, The Axis is a mid-sized auditorium located inside Planet Hollywood Las Vegas on the Las Vegas Strip.,"Paradise, Nevada",0.0004985332489013672,8.41028356552124,0.3956260681152344
56, Bowral,Bowral,0.0005095005035400391,1.2609822750091553,1.0
57, Buy Bye Beauty,Buy Bye Beauty,0.0005059242248535156,1.6497695446014404,1.0
58," Federated Department Stores, Inc.","Macy's, Inc.",0.0005080699920654297,3.238727331161499,0.657278835773468
59, Edmonton Oilers,Edmonton Oilers,0.0005166530609130859,1.274677038192749,1.0
60, 2016,2016,0.00049591064453125,1.6540477275848389,1.0
61," The most populous city in the Philippines, which contains Eastern Samar province, is Tacloban City.",Quezon City,0.0004982948303222656,8.409103870391846,0.5765036344528198
62, 5,five-member,0.0004982948303222656,1.2667205333709717,0.5969527959823608
63, 2015,2015,0.0005006790161132812,1.6528856754302979,1.0
