idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, Firle Place.,Brook Lodge,0.31004858016967773,24.974318504333496,0.44544434547424316
1, American Revolutionary War,American Revolution,0.3619413375854492,24.716317176818848,0.8459419012069702
2, I Spit on Your Grave (2010 film),I Spit on Your Grave,0.36466264724731445,26.26632046699524,0.7635088562965393
3, Michael Caine,Michael Caine,0.3763265609741211,24.89692449569702,1.0
4, Pierre Beaumarchais,Molière,0.37185001373291016,25.11324143409729,0.21140336990356445
5, Ghost Ship.,Ghost Ship,0.3822910785675049,24.71963381767273,0.9650224447250366
6, Poa,Poa,0.3741180896759033,24.426128387451172,1.0
7," ""Rumours""",Glee,0.3686482906341553,25.18577289581299,0.10989734530448914
8, Northrop Field,University of Minnesota,0.3787047863006592,24.786151885986328,0.24700212478637695
9, March,March,0.3838496208190918,24.17520236968994,1.0
10," ""Live Like You Were Dying""",Live Like You Were Dying,0.3716440200805664,25.797351360321045,0.8643968105316162
11, Gallery,Gallery,0.37639570236206055,24.16060972213745,1.0
12, David Eddings,David Eddings,0.39296913146972656,25.014172315597534,0.9999999403953552
13, L. Ron Hubbard,L. Ron Hubbard,0.38633084297180176,24.89037585258484,1.0
14, Rebecca Mader,Rebecca Mader,0.38365650177001953,24.6676504611969,1.0
15, Don Rojas,Don Rojas,0.37775492668151855,24.688363075256348,1.0000001192092896
16, Eve Ensler,Eve Ensler,0.3747274875640869,24.623069047927856,1.0000001192092896
17, Barney Miller,Barney Miller,0.37694215774536133,24.421322107315063,1.0
18, Doyle Brunson,Doyle Brunson,0.3432345390319824,24.635784149169922,1.0
19, Lee Bo-young,Lee Bo-young,0.3691716194152832,24.924100875854492,1.0000001192092896
20, Gene Collins,Bob Gibson,0.3481714725494385,24.509530067443848,0.3345695436000824
21, St. Luke's,St. Luke’s,0.3819565773010254,25.081321001052856,0.9946250915527344
22, The Declaration of Independence.,the Declaration of Independence,0.36376500129699707,25.20965600013733,0.969760000705719
23, Stan Lee,Stan Lee,0.3736889362335205,24.558789253234863,1.0000001192092896
24, St. Pauli,"Bremen, Germany",0.3659491539001465,24.854286670684814,0.3163313567638397
25, Springfield.,Springfield,0.36845993995666504,24.47663187980652,0.9723360538482666
26," West Windsor Township, New Jersey, and Houston, Texas.","West Windsor Township, New Jersey, and Houston, Texas",0.36752867698669434,26.81872010231018,0.9811421036720276
27, Musicians.,"singer, songwriter",0.3599264621734619,24.849461555480957,0.4427436292171478
28, My Love from the Star,"""My Love from the Star""",0.378695011138916,25.072885751724243,0.8910014033317566
29, Michèle Flournoy,Michèle Flournoy,0.3699376583099365,25.039113998413086,1.0
30, Sponsorship reasons.,sponsorship reasons,0.3819131851196289,24.864413738250732,0.9507590532302856
31," None, the actual events upon which the drama is based took place in Russia.","Granby, Colorado",0.37427687644958496,27.60799741744995,-0.01671072095632553
