idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,The Mexican Drug War.,The Mexican Drug War,0.001073598861694336,1.902193307876587,0.9888447523117065,1.0,1.0
1,Ridgeland.,"24,047",0.0010683536529541016,0.6571493148803711,0.1929171085357666,0.0,0.0
2,"War of the Worlds (2005) featured Justin Chatwin, who starred in the 2007 movie ""The Invisible"".",War of the Worlds,0.0009524822235107422,1.5050091743469238,0.5208920836448669,0.4,0.4
3,Jon Fratelli (born 1979) is younger than Max Cavalera (born 1969).,Jon Fratelli,0.0009448528289794922,1.3871734142303467,0.6357103586196899,0.3076923076923077,0.3076923076923077
4,1936,1936,0.0009984970092773438,0.6612987518310547,1.0000001192092896,1.0,1.0
5,Pueblo Bonito.,Pueblo Bonito,0.0009829998016357422,0.712660551071167,0.9881494641304016,1.0,1.0
6,David Michôd.,David Michôd,0.0010912418365478516,0.7189850807189941,0.9831251502037048,1.0,1.0
7,Frank L. Anderson and Barry Poltermann directed the film adaptation of Charles Nelson Reilly's life.,Frank L. Anderson and Barry Poltermann,0.0010521411895751953,1.321643590927124,0.48727208375930786,0.5454545454545454,0.5454545454545454
8,The John Lennon Peace Monument.,Peace & Harmony,0.0009696483612060547,0.7472918033599854,0.4705301523208618,0.28571428571428575,0.28571428571428575
9,19th century.,19th century,0.0009686946868896484,0.712813138961792,0.9663059115409851,1.0,1.0
10,Drake Bell.,Drake Bell,0.001043558120727539,0.607149600982666,0.9802059531211853,1.0,1.0
11,The BMW X1.,BMW X1,0.0010793209075927734,0.7350890636444092,0.9351106286048889,0.8,0.8
12,"Immingham Power Station, owned by VPI Immingham.","South Killingholme North Lincolnshire, England",0.0010383129119873047,1.0449507236480713,0.21471334993839264,0.0,0.0
13,"Selene, a vampire Death Dealer.",Selene,0.0010330677032470703,0.8526690006256104,0.7372285723686218,0.33333333333333337,0.33333333333333337
14,Atmel AVR ATmega8.,AVR,0.0010280609130859375,0.8102450370788574,0.7072174549102783,0.5,0.5
15,1950s and 1960s.,1953 to 1964,0.0010449886322021484,0.9380397796630859,0.714623212814331,0.0,0.0
