idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,Selena.,Selena,0.0011785030364990234,2.5133252143859863,0.9768070578575134,1.0,1.0
1,Liberia.,Liberia,0.0013270378112792969,1.0887322425842285,0.9677754640579224,1.0,1.0
2,Night Shift (1982),Splash,0.001201629638671875,1.4140501022338867,0.13234183192253113,0.0,0.0
3,Duke Pius August in Bavaria was the grandfather of King Philippe of Belgium.,Fulco VIII,0.001184225082397461,1.8928320407867432,0.13454297184944153,0.0,0.0
4,District 13.,District 13,0.001383066177368164,1.2680976390838623,0.9824649691581726,1.0,1.0
5,1991.,1991,0.00119781494140625,1.3666043281555176,0.9609361290931702,1.0,1.0
6,Joe Montana.,Joseph Clifford Montana Jr.,0.0013446807861328125,1.2064290046691895,0.74159836769104,0.3333333333333333,0.3333333333333333
7,The Terminator (1984),The Terminator,0.001214742660522461,1.3652985095977783,0.846964955329895,0.8,0.8
8,Cocktail.,Cocktail,0.0012426376342773438,1.159902572631836,0.9589922428131104,1.0,1.0
9,2011.,2011,0.0013363361358642578,1.3309106826782227,0.9571799039840698,1.0,1.0
10,World No. 1.,No. 1,0.001247406005859375,1.4624965190887451,0.644018828868866,0.8,0.8
11,1944,1944,0.0012574195861816406,1.3385944366455078,1.0,1.0,1.0
12,"King Edward's School, Birmingham.","King Edward's School, Birmingham",0.0013875961303710938,1.4798634052276611,0.9834340214729309,1.0,1.0
13,SATA Air Açores,SATA Air Açores.,0.0012159347534179688,1.2812957763671875,0.9741371273994446,1.0,1.0
14,Ogunquit.,Ogunquit,0.001251220703125,1.256199836730957,0.9831774830818176,1.0,1.0
15,1968.,1968,0.0013413429260253906,1.288468360900879,0.9550771117210388,1.0,1.0
16,Neil Diamond.,Neil Diamond,0.0011281967163085938,1.2314813137054443,0.9808881282806396,1.0,1.0
17,"Alec Berg, David Mandel, and Jeff Schaffer directed the 2004 American teen comedy adventure film ""EuroTrip"".",Schaffer,0.0012536048889160156,2.3524386882781982,0.2744219899177551,0.11764705882352941,0.11764705882352941
18,Alternative rock.,rock,0.0012278556823730469,1.169790506362915,0.7543545961380005,0.6666666666666666,0.6666666666666666
19,Steven Spielberg.,Steven Spielberg,0.0013642311096191406,1.2326366901397705,0.9551121592521667,1.0,1.0
20,"""2 Wicky""",2 Wicky,0.0012040138244628906,1.232029676437378,0.8768749237060547,1.0,1.0
21,1922.,1922,0.0012133121490478516,1.2740392684936523,0.9674811959266663,1.0,1.0
22,There is no information about Clara Clemens' first husband's birth year in the given context.,1878,0.0012717247009277344,2.089176654815674,0.16461414098739624,0.0,0.0
23,"Sigismund Kęstutaitis' son, Michael Žygimantaitis, led his father's army to victory in the Battle of Pabaiskas in 1435, defeating Švitrigaila and his Livonian allies.",Sigismund Kęstutaitis,0.0012099742889404297,3.758685827255249,0.6171169281005859,0.20689655172413793,0.20689655172413793
24,"Victor Mature starred in the 1940 film ""One Million B.C.""",One Million B.C.,0.0012288093566894531,1.908531904220581,0.45168307423591614,0.5333333333333333,0.5333333333333333
25,1949.,1949,0.0012564659118652344,1.3167386054992676,0.9726004600524902,1.0,1.0
26,United States.,American,0.0012285709381103516,1.2520015239715576,0.5898011326789856,0.0,0.0
27,1992.,1992,0.0014562606811523438,1.381155014038086,0.9641321897506714,1.0,1.0
28,The Ivan Allen Jr. Prize for Social Courage.,Ivan Allen Jr. Prize for Social Courage,0.001399993896484375,1.6431043148040771,0.9786014556884766,0.9333333333333333,0.9333333333333333
29,"Marriage, Not Dating.","Marriage, Not Dating",0.0012712478637695312,1.416818380355835,0.8871903419494629,1.0,1.0
30,"Maurice Elvey was born on November 11, 1887, and Chester Erskine was born on November 29, 1905.",Maurice Elvey,0.0013315677642822266,2.6713778972625732,0.5704588890075684,0.21052631578947367,0.21052631578947367
