idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, Music,film,0.0004928112030029297,0.543081521987915,0.49745023250579834
1, They are both film directors.,film director,0.0005207061767578125,1.5657413005828857,0.7297666072845459
2," Donald Trump's ""Make America Great Again""",President Ronald Reagan,0.0004856586456298828,2.2142744064331055,0.31321585178375244
3, Pedro Martínez,Pedro Martínez,0.0004940032958984375,1.1242742538452148,1.0
4, Cannabis sativa,Cannabis sativa,0.0004901885986328125,0.9107968807220459,1.0
5, 1982,1982,0.0004956722259521484,0.9029843807220459,1.0000001192092896
6, The Palace of Westminster.,Palace of Westminster,0.0004856586456298828,1.352362871170044,0.9742282032966614
7, Alfredo Astiz,Alfredo Astiz,0.0004832744598388672,1.1345641613006592,1.0
8, 1907,1868,0.0004825592041015625,0.9061133861541748,0.6373144388198853
9, Yes,yes,0.00047326087951660156,0.46965575218200684,1.0000001192092896
10, China,China,0.0004761219024658203,0.46736788749694824,1.0000001192092896
11, Mickey's Surprise,Un Chien Andalou,0.0004987716674804688,0.9065213203430176,0.11303472518920898
12, Mumbai,Mumbai,0.00048232078552246094,0.4700171947479248,1.0
13, James Gunn.,James Gunn,0.0004951953887939453,0.9166111946105957,0.970685601234436
14, Don Cherry,Don Cherry,0.0004813671112060547,0.700725793838501,1.0000001192092896
15, 16th,16th-largest,0.0004744529724121094,0.9033348560333252,0.5285691618919373
16, McDonald's,McDonald's,0.0004799365997314453,0.6916143894195557,1.0
17, Caracas,"Caracas, Venezuela",0.00048160552978515625,0.6868569850921631,0.9245390295982361
18, The San Francisco Symphony under the direction of Verne Sellin.,San Francisco Symphony,0.0004990100860595703,3.098897933959961,0.7708094716072083
19, 1970,1970,0.00049591064453125,0.9159712791442871,1.0
20, Her family's private email server.,her family's private email server,0.0004801750183105469,1.7898616790771484,0.9714242815971375
21, They were both professional tennis players.,tennis,0.0004901885986328125,1.775541067123413,0.6277867555618286
22, Yes,yes,0.0004899501800537109,0.4671170711517334,1.0000001192092896
23, Spaniels.,dog,0.00047707557678222656,1.1210389137268066,0.49821874499320984
24, Joe Genaro,Joe Genaro,0.0004935264587402344,0.9036755561828613,0.9999999403953552
25, 2012,2012,0.000469207763671875,0.9263598918914795,1.0000001192092896
26, Garajonay National Park.,Garajonay National Park,0.00048732757568359375,1.8037919998168945,0.9916350841522217
27, Ludwig Renn was born first.,Ludwig Renn,0.0005316734313964844,1.8006832599639893,0.7903743982315063
28, The CW.,The CW,0.00047969818115234375,0.932274580001831,0.9747837781906128
29, The Gielgud Award for Excellence in the Dramatic Arts.,Golden Quill,0.00047850608825683594,3.360220193862915,0.17741245031356812
30, England,Kingdom of England,0.0004851818084716797,0.5229194164276123,0.5953240394592285
31, England,England,0.0004780292510986328,0.48746490478515625,0.9999999403953552
