idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,27 million.,27 million,0.36336326599121094,3.951896905899048,0.9667468667030334
1,I don't have information about the software Lynx.,text based web browser,0.24825382232666016,2.84413480758667,0.4119606614112854
2,Pope Gregory VII,"chancery of Pope Gregory VII,",0.3788943290710449,2.246253728866577,0.802065908908844
3,The city management and urban policy program was ranked first in the nation.,city management and urban policy,0.30825018882751465,3.105278491973877,0.6329970955848694
4,Chest pain or discomfort.,Chest pain,0.5774364471435547,2.3327934741973877,0.9300103187561035
5,30,30,0.37477827072143555,2.428931474685669,1.0000001192092896
6,Auswanderer.,Auswanderer,0.22806239128112793,2.2473819255828857,0.9820905923843384
7,"Yes, Canada is officially bilingual, with English and French as its official languages.",United States never developed bilingualism as Canada did.,0.3402254581451416,3.296518325805664,0.6050063371658325
8,The uprising of the Sandinista revolution in 1979 and the Contra War (1980s) led to many Nicaraguans fleeing to the U.S.,the economic collapse of the country many more Nicaraguans migrated to the United States amongst other countries.,0.31558966636657715,4.028036117553711,0.5322436094284058
9,The constitutional convention of 1872 had no Spanish-speaking participants and voted to revise the earlier clause so that all official proceedings would henceforth be published only in English.,the convention's English-speaking participants felt that the state's remaining minority of Spanish-speakers should simply learn English,0.42528390884399414,4.484088897705078,0.602512538433075
10,2.4%,2.4,1.7149200439453125,2.726104259490967,0.6556990146636963
11,World War II,World War II,0.3543679714202881,2.562382221221924,1.0
12,"1821, when Texas was part of the United Mexican States as the state of Coahuila y Tejas.","A large influx of Americans soon followed, originally with the approval of Mexico's president. In 1836",0.6380720138549805,3.45627760887146,0.5214263200759888
13,1888,1888,0.29143357276916504,2.5785722732543945,1.0
14,The Marine Accident Investigation Branch of the Department for Transport has its headquarters in Southampton.,Marine Accident Investigation Branch,0.30219197273254395,3.9115796089172363,0.774579644203186
15,The Thirty Years' War was primarily fought in what is now Germany.,Germany,0.3024883270263672,3.0448074340820312,0.3612554371356964
16,Hampshire.,Hampshire,0.24719738960266113,2.479063034057617,0.9606670141220093
17,1923,1923,0.36707496643066406,2.3155019283294678,1.0
18,"Student programs, such as Student Union Activities.",Student Union Activities,0.8735895156860352,2.734013319015503,0.867924153804779
19,Dr. Alan Whitehead (Labour),Dr. Alan Whitehead,0.9427716732025146,2.9033331871032715,0.8765349984169006
20,Coronary artery disease.,coronary artery disease,1.2123711109161377,2.325798511505127,0.9651923179626465
21,2007,2007,0.5246610641479492,2.306222677230835,1.0000001192092896
22,5,5,0.2816309928894043,2.4898154735565186,1.0
23,The Julian calendar.,Julian calendar,0.338228702545166,2.3902082443237305,0.9220754504203796
24,They generally made a compromise so that both churches could celebrate on the same day.,compromise,0.4500086307525635,3.2181429862976074,0.31047242879867554
25,"No, the Hanseatic League was not exclusively German, as it included towns from outside the Holy Roman Empire and had a multi-ethnic and multi-lingual structure.",The Hanseatic League was not exclusively German,0.46784472465515137,4.26114821434021,0.8723260164260864
26,"Yes, the School Plays at Eton College have such good reputations that they are normally fully booked every night.",fully booked every night,0.34323859214782715,4.493722677230835,0.4461290240287781
27,HRH The Duchess of Cornwall.,HRH The Duchess of Cornwall,0.2677140235900879,2.8329648971557617,0.9910644292831421
28,30.3%,30.3,0.3367140293121338,2.245640993118286,0.7069361209869385
29,The Rhine.,12 BC,0.32384562492370605,2.3681182861328125,0.2451634556055069
30,Oppidan Scholarships are awarded to boys who have either three distinctions in a row or four distinctions throughout their career.,consistently performing with distinction in School and external examinations,0.35834789276123047,3.9076058864593506,0.3151107430458069
31,The Election Chamber.,"Parlour, Election Hall, and Election Chamber",0.8227038383483887,2.5656938552856445,0.74503093957901
32,Royal Caribbean.,Royal Caribbean,0.23662281036376953,2.5520496368408203,0.9739327430725098
33,Tobacco.,tobacco,0.3252146244049072,2.485858201980591,0.9471733570098877
34,2014.,2014,0.2486109733581543,2.6289055347442627,0.9431241750717163
35,King Henry VI.,the school was founded by King Henry VI,0.24852824211120605,2.564364194869995,0.6326433420181274
36,Battle of Königgrätz,(Battle of Königgrätz,0.2884488105773926,2.2475411891937256,0.9593169093132019
37,"""Pop-Tanning""","""Pop-Tanning""",0.9440608024597168,2.6419122219085693,1.0
38,21 March.,21 March,0.4188387393951416,2.079343557357788,0.9650287628173828
39,1891,1891,0.4487900733947754,2.3209969997406006,1.0
40,The Southern Railway Company.,Southern Railway Company,0.27611255645751953,2.768294095993042,0.975673258304596
41,Roxbury Latin School.,Roxbury Latin School,0.313279390335083,2.6368494033813477,0.9813416600227356
42,Emporia.,Emporia,0.8365399837493896,2.3603434562683105,0.9787183403968811
43,"No, New Mexico has no official language, but Spanish is widely used and promoted in the state.",the state has no official language.,0.33089184761047363,3.565267324447632,0.5183490514755249
