idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, The Mozilla Foundation.,Mozilla Foundation,0.05465269088745117,5.294617414474487,0.9259703159332275
1, January 2009,January 2009,0.05282163619995117,5.278260707855225,1.0
2, Transistors.,transistors,0.04647064208984375,5.269020318984985,0.9459264278411865
3, A byte.,a byte,0.05238795280456543,5.1870129108428955,0.9634421467781067
4, Quantum computers can potentially break some modern encryption algorithms quickly through quantum factoring.,quantum factoring,0.04699087142944336,6.335550546646118,0.6707552075386047
5, Richard Braithwait,Richard Braithwait,0.04687309265136719,5.265986204147339,1.0
6, The Z3.,the Z3,0.05977511405944824,5.259369373321533,0.983423113822937
7, 5,a record five,0.04697918891906738,5.062766790390015,0.642279863357544
8, The United States Navy.,the United States Navy,0.04711151123046875,5.376355171203613,0.9767524600028992
9, World War II,"World War II,",0.046571969985961914,5.170614004135132,0.9658671021461487
10, The computer.,programmer error or an oversight made in the program's design,0.046276092529296875,5.186593294143677,0.23485474288463593
11, Persia (modern-day Iran),Persia,0.046095848083496094,5.563289642333984,0.8773918747901917
12, Silicon.,photolithographed semiconductors,0.04586982727050781,5.08606481552124,0.2897394895553589
13, The 1967 Referendum.,1967 Referendum,0.04582381248474121,5.57004714012146,0.9671088457107544
14, September 1947,September 1947,0.04628562927246094,5.2680158615112305,1.0
15, The University of Pennsylvania.,University of Pennsylvania,0.06937551498413086,5.365079879760742,0.9653996229171753
16, SAGE system,SAGE system,0.06325602531433105,5.177356004714966,1.000000238418579
17, Max Newman,Flowers,0.056375980377197266,5.0761940479278564,0.12790650129318237
18, 1936,1936,0.0501406192779541,5.177452564239502,1.0000001192092896
19, Problems with interoperability.,problems with interoperability,0.08783221244812012,5.3670654296875,0.9787808060646057
20, A severe drought.,a severe drought,0.04971051216125488,5.262224912643433,0.978617787361145
21," AND, OR, XOR, and NOT.","AND, OR, XOR, and NOT",0.05056905746459961,5.762677431106567,0.9921127557754517
22, 1770s,In the 1770s,0.04674124717712402,5.274863004684448,0.8282670974731445
23, Derek J. de Solla Price.,Derek J. de Solla Price.,0.05051994323730469,5.664441108703613,1.0000001192092896
24, 1888,1888,0.051523447036743164,5.178861141204834,1.0
25," September 12, 1958.",12 September 1958.,0.05501580238342285,5.657163858413696,0.981539249420166
26, Bob Hawke led the Australian Labor Party.,Bob Hawke,0.046260833740234375,5.765851259231567,0.7286994457244873
27," The Z2, created by German engineer Konrad Zuse in 1939.",The Z2,0.05292057991027832,6.529489517211914,0.6960930228233337
28, Firmware,software,0.04673433303833008,4.980554103851318,0.4743396043777466
29, The 1950s.,50s,0.04662752151489258,5.459985733032227,0.491230845451355
30, Artificial Intelligence and Machine Learning.,artificial intelligence,0.049494266510009766,5.473247051239014,0.7557907104492188
31, 2004,late 2004,0.05357003211975098,5.1788763999938965,0.896721363067627
32, private networks or files in file systems.,private networks,0.051348209381103516,5.668102264404297,0.6973172426223755
33, Time-sharing.,"""time-sharing""",0.052689313888549805,5.180114269256592,0.90303635597229
34, Internet Explorer,Internet Explorer,0.05329132080078125,5.076909780502319,1.0
35, Windows operating system.,Windows,0.052425384521484375,5.272573947906494,0.7984075546264648
36, Central Processing Unit,central processing unit,0.046190500259399414,5.175618886947632,1.0
37, Don Chipp,Don Chipp,0.05126047134399414,5.169202566146851,1.0
38, competition between web browsers.,competition between web browsers,0.04625105857849121,5.36225152015686,0.9714312553405762
39, Gigaflops.,(gigaflops),0.046408891677856445,5.276102304458618,0.8775871992111206
40, consumer choice.,product innovation,0.04636240005493164,5.180164337158203,0.3475976586341858
41, The BIOS chip is located on the motherboard of a computer.,the motherboard,0.04728507995605469,6.056955099105835,0.6296226382255554
42, The Royal Radar Establishment of the Ministry of Defence.,Royal Radar Establishment of the Ministry of Defence,0.04648017883300781,5.851304054260254,0.9818160533905029
43, Wheel-and-disc mechanisms.,wheel-and-disc,0.046362876892089844,5.371198892593384,0.8283181190490723
44, rendered in the same way.,rendered in the same way,0.05133175849914551,5.469094276428223,0.9317724704742432
45, 2010,2010,0.04622483253479004,5.186398267745972,1.0
46, The Liberal Party's ideology stems from the anti-Labor groupings in the first Commonwealth parliaments.,anti-Labor groupings in the first Commonwealth parliaments,0.04624772071838379,6.931467056274414,0.7594171166419983
47, He resigned.,he resigned,0.046328067779541016,5.178097248077393,0.9558387398719788
48," Menzies promised to end rationing of butter, tea, and petrol, and provided a five-shilling endowment for first-born children, as well as for others.","end rationing of butter, tea and petrol and provided a five-shilling endowment for first-born children",0.047713279724121094,8.267118453979492,0.7690889835357666
49, The flow of control within the program.,the flow of control,0.05198049545288086,5.6592698097229,0.7617359757423401
50," ""jumps""","""jumps""",0.04600405693054199,5.28174090385437,0.9999999403953552
51, 2400 BC,2400 BC,0.04758787155151367,5.278728246688843,1.0
52, Assembler,a compiler,0.05894207954406738,5.064359426498413,0.49403852224349976
53," ""live bookmarks""",live bookmarks,0.05014395713806152,5.280286550521851,0.9621731042861938
54, Multitasking.,multitasking,0.05339479446411133,5.280696868896484,0.9548789262771606
55," ""The forgotten people""","""backbone of Australia""",0.04608964920043945,5.37434458732605,0.24924929440021515
56, Form and search history.,form and search history,0.04953360557556152,5.380863428115845,0.9179251790046692
57, 20 words (about 80 bytes),ENIAC,0.04603290557861328,5.745760202407837,0.31608423590660095
58, A microsequencer can be found in the CPU.,CPU,0.05246782302856445,5.962594985961914,0.5235167145729065
59, 1947,1947.,0.051625967025756836,5.180307626724243,0.9682352542877197
60, An interrupt.,"an interrupt,",0.07959461212158203,5.198427438735962,0.9718502759933472
61, SQL.,SQL,0.04607963562011719,5.07543683052063,0.878853440284729
62, 1906,1906,0.0465853214263916,5.1859612464904785,1.0000001192092896
63, A bit (binary digit) of information.,a bit (binary digit) of information,0.05413532257080078,5.768924713134766,0.9820475578308105
64," Analog computers were originally used for specialized tasks such as astronomical calculations, navigation, and solving differential equations.",astronomical calculations,0.04958796501159668,6.816222429275513,0.251625120639801
65, The 1962 Commonwealth Electoral Act.,Menzies' Commonwealth Electoral Act,0.04630613327026367,5.6658854484558105,0.7736860513687134
66, development at Google.,Google Chrome,0.06206488609313965,5.283433198928833,0.45436573028564453
67, DARPA,DARPA),0.04779648780822754,5.070112943649292,0.8685916066169739
68," The ""birthday cake interview""",the infamous birthday cake interview,0.04793691635131836,5.478057861328125,0.955022931098938
69, 1977,1977,0.04735445976257324,5.184709072113037,1.0
70, 1920s,1920s,0.05338621139526367,5.275200605392456,1.0000001192092896
71," More than 90,000.","more than 90,000",0.047576189041137695,5.567264080047607,0.9758829474449158
72, Netscape Navigator,Netscape Navigator,0.05629420280456543,5.176072597503662,1.0000001192092896
73," January 18, 1944.",18 January 1944,0.048825979232788086,5.6590375900268555,0.9566041231155396
74, A program counter.,the program counter,0.058199405670166016,5.284228801727295,0.9545708894729614
75, 256 (0 to 255 or -128 to +127),0 to 255 or −128 to +127,0.05244112014770508,6.248627185821533,0.8431718945503235
76, Malcolm Turnbull.,Malcolm Turnbull,0.04775691032409668,5.1850996017456055,0.9804420471191406
77, 5000 times a second.,5000,0.04758119583129883,5.5829386711120605,0.5545541048049927
78, Uniform Resource Locator,Uniform Resource Locator,0.04773235321044922,5.18154239654541,1.0
79," The three main parts of the CPU are: 
1. Arithmetic Logic Unit (ALU)
2. Control Unit
3. Registers","The control unit, ALU, and registers",0.04727053642272949,7.505446910858154,0.6870834827423096
80, London.,London,0.04683232307434082,5.084103584289551,0.9624133110046387
81, Peripheral devices.,Peripheral devices,0.05964016914367676,5.175044298171997,0.9500315189361572
82, Campbell Newman.,"former Brisbane Lord Mayor, Campbell Newman",0.04716181755065918,5.169550895690918,0.6762176752090454
83, Henry Babbage,Henry Babbage,0.04727292060852051,5.173553466796875,1.0
84, A system of pulleys and wires.,system of pulleys and wires,0.04715418815612793,5.655074596405029,0.9293699860572815
85, Mobile phone web browser market.,mobile phone web browser,0.053588151931762695,5.46333384513855,0.7539907097816467
86, CPUs.,CPUs,0.04639244079589844,5.0772740840911865,0.8991233110427856
