idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Sponges filter food particles from the water.,drawing in water through pores,0.5589702129364014,2.1573145389556885,0.3710777759552002
1,1773.,1773,0.5450747013092041,0.41228628158569336,0.9729280471801758
2,"The Act of ""Nihil novi nisi commune consensu"" was a law in the Province of West Jersey that declared there should be no religious test for office.",forbade the king to pass any new law without the consent of the representatives of the nobility,0.42666172981262207,1.5714244842529297,0.2696518301963806
3,J. Brent Walker.,J. Brent Walker,0.6295998096466064,0.3772242069244385,0.9862083196640015
4,"July 23 - August 28, 2008.",April 28.,0.48918867111206055,0.5369653701782227,0.7151196599006653
5,The Silk Road.,Silk Road,0.492093563079834,0.410275936126709,0.9549000263214111
6,"Olympia, Greece.","Olympia, Greece",0.325624942779541,0.22638988494873047,0.9843223690986633
7,There is no mention of MOCAD in the given context.,Museum of Contemporary Art Detroit,0.6789312362670898,0.7573935985565186,0.024116408079862595
8,The separation of church and state.,constitutional limitation on religious establishment,0.4237840175628662,0.5268933773040771,0.6398825645446777
9,Hereditary and privileged.,"formalized, hereditary",0.5020902156829834,0.4517953395843506,0.6432408690452576
10,Co-proprietors of Piast realms.,co-proprietors of Piast realms,0.27351927757263184,0.6048166751861572,0.976728081703186
11,The spiritual world.,a religious dimension,0.383594274520874,0.4122755527496338,0.5620208978652954
12,"The night blooming flower on St. Barts is the ""Queen of the Night"" or ""Queen of the Island"", also known as the ""Cestrum nocturnum"".",cereus,0.50411057472229,1.4971981048583984,0.3173654079437256
13,Belle Isle Park.,Belle Isle Park,0.34665608406066895,0.41263699531555176,0.9831501841545105
14,"The international torch relay was canceled for the 2008 Summer Olympics in Paris, France, and San Francisco, USA, due to protests.",Paralympic Games,0.43442416191101074,1.1478791236877441,0.2555265426635742
15,Tension with suburban counterparts over regional matters.,high crime rate,0.3528258800506592,0.6025261878967285,0.25768113136291504
16,The establishment clause.,"""establishment clause""",0.45468735694885254,0.41316652297973633,0.9246662855148315
17,The Plymouth Colony and Massachusetts Bay Colony both established churches.,churches,0.2645142078399658,0.6820309162139893,0.3779279589653015
18,"""Hanover"" possibly originally meant ""raven's town"" or ""high town"".","""high (river)bank""",0.6553399562835693,0.7700824737548828,0.32153981924057007
19,Roger Williams was a nonconformist Protestant Christian who fled England to escape persecution and ensured the protection of religious minorities in his colony of Rhode Island.,Baptist theologian,0.3107941150665283,1.4117138385772705,0.3377516269683838
20,"The Detroit Free Press was founded in 1831, but I couldn't find any information about a newspaper founded in 1935.",Michigan Chronicle,0.5299561023712158,1.2961328029632568,0.39925065636634827
21,Hannover 96.,Hannover 96,0.416579008102417,0.4506239891052246,0.9794034957885742
22,Civil religion.,pervasive,0.3061039447784424,0.29877686500549316,0.2301471084356308
23,Mieszko I of Poland.,Ducal Prussia,0.23598122596740723,0.5273065567016602,0.4980798363685608
24,1800-1828,"A.D., 1138 – A.D., 1314",0.2694230079650879,0.3034021854400635,0.31984513998031616
25,The Eiffel Tower in Paris.,Paris,0.25311827659606934,0.5662939548492432,0.680320143699646
26,I don't see any information about Jens Galschiøt in the given context.,The Color Orange,0.26949501037597656,0.9568989276885986,0.04199087247252464
27,Clay.,clay,0.42263031005859375,0.3095211982727051,0.9541090130805969
28,"None, the text does not mention any additional teams helping with the Mainland China route.",Two,0.2558403015136719,0.9521908760070801,0.11987917125225067
29,There is no mention of Sherman in the provided context.,Constitution only gave Congress stated powers,0.6054894924163818,0.6811184883117676,0.22172990441322327
30,There is no information in the text about the number of Catholic high schools in Detroit.,three,0.23675251007080078,0.9128592014312744,0.04656093567609787
