idx,generated_response,ground_truth,reset_cache_time,generate_time
0, A Prophet,A Prophet,0.0004782676696777344,0.44342494010925293
1, 2006,1977,0.000499725341796875,0.5134170055389404
2, 1925,1925,0.0004892349243164062,0.5146639347076416
3," No, Zenobia is a North American genus of shrubs.",no,0.0004787445068359375,1.7087581157684326
4, The Vegas Golden Knights.,Vegas Golden Knights,0.0006697177886962891,0.7521767616271973
5, American,American,0.0004839897155761719,0.2600979804992676
6, 8,fifteen,0.0004875659942626953,0.38832616806030273
7, James Hetfield and Lars Ulrich.,James Hetfield and Lars Ulrich,0.0004742145538330078,1.1016993522644043
8," ""Running with Scissors""","""Running with Scissors""",0.00047469139099121094,0.8697412014007568
9, Judo.,2014 Commonwealth Games,0.00047516822814941406,0.5138936042785645
10, All-American Girls Professional Baseball League.,The All-American Girls Professional Baseball League,0.0004961490631103516,0.9917888641357422
11, Dierks Bentley,Frederick Dierks Bentley,0.00047278404235839844,0.6307227611541748
12, Both Ann-Marie MacDonald and Anthony Powell are authors.,novelist,0.00046634674072265625,1.4621310234069824
13, 2003,2003,0.0004813671112060547,0.5066556930541992
14," Republican Party presidential primaries, 2016",Republican Party presidential primaries,0.0004906654357910156,1.1124019622802734
15, Christian Marquand,Christian Marquand,0.0004761219024658203,0.6212921142578125
