idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Yes,yes,0.0005481243133544922,1.0015602111816406,1.0000001192092896,1.0,1.0
1, Cannon Mountain,Cannon Mountain Ski Area,0.0005533695220947266,1.3515629768371582,0.7230757474899292,0.6666666666666666,0.6666666666666666
2, No,yes,0.000518798828125,0.9243767261505127,0.7334951162338257,0.0,0.0
3, A Midsummer Night's Dream,A Midsummer Night's Dream,0.00051116943359375,3.0699565410614014,1.0000001192092896,1.0,1.0
4, 1869,1869,0.0005190372467041016,1.7803442478179932,1.0,1.0,1.0
5, Sissy Spacek,Sissy Spacek,0.0005130767822265625,2.204420566558838,1.000000238418579,1.0,1.0
6," The film was ""Quills"".",Geoffrey Rush,0.0005185604095458984,3.4976768493652344,0.22030648589134216,0.0,0.0
7, Doyle Wolfgang von Frankenstein,Doyle Wolfgang von Frankenstein,0.0005133152008056641,2.627755641937256,1.0,1.0,1.0
8, World War II,World War II,0.0005102157592773438,1.775001049041748,1.0,1.0,1.0
9, 1761,1761,0.0005102157592773438,1.7827107906341553,1.0000001192092896,1.0,1.0
10, Hindi,Tamil and Punjabi,0.0005185604095458984,0.9282515048980713,0.6507574319839478,0.0,0.0
11, They are both musicians.,band,0.0005135536193847656,2.627713441848755,0.3616692125797272,0.0,0.0
12," Robert Grosvenor, 5th Duke of Westminster's wife was Viola Grosvenor, Duchess of Westminster.",Viola Grosvenor,0.0005156993865966797,10.761369943618774,0.7018125057220459,0.25,0.25
13, Anil Agarwal through Volcan Investments.,Anil Agarwal,0.0005166530609130859,4.783251523971558,0.7095925807952881,0.5714285714285715,0.5714285714285715
14," The Netflix series ""The Crown"".","""Making a Murderer""",0.0005087852478027344,3.5081870555877686,0.1935141533613205,0.0,0.0
15, Hex and Catan are both board games.,board game,0.0005202293395996094,4.359670400619507,0.4608679711818695,0.4444444444444445,0.4444444444444445
16, Bunchosia,Bunchosia,0.0005116462707519531,2.21720552444458,1.0,1.0,1.0
17, Yes,yes,0.0005092620849609375,0.9252829551696777,1.0000001192092896,1.0,1.0
18, Yes,no,0.0005009174346923828,0.9260060787200928,0.7334951162338257,0.0,0.0
19, Lamiaceae,Lythraceae,0.0005295276641845703,1.787815809249878,0.4765460789203644,0.0,0.0
20, Dawn,Roma,0.0005044937133789062,0.9354662895202637,0.21223506331443787,0.0,0.0
21, Marfa lights,Marfa lights,0.0005271434783935547,1.784698724746704,0.9999999403953552,1.0,1.0
22, Framing Hanley,The Operation M.D.,0.0005056858062744141,2.220477819442749,0.05646850913763046,0.0,0.0
