idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0," The rooms in the Belgian Suite are linked by narrow corridors, one of which has saucer domes designed by Nash in the style of Soane, and another with Gothic influenced cross over vaulting.",by narrow corridors,0.04701876640319824,10.599602222442627,0.3631373345851898
1," Buckingham Palace is also known for its art gallery, which houses the Royal Collection, and is a workplace for over 800 people.",art gallery,0.06166958808898926,9.078139305114746,0.47065025568008423
2, The work of Pablo Picasso and Georges Braque.,Braque and Picasso,0.05355954170227051,7.315769672393799,0.8291370272636414
3, Juan Gris,Juan Gris,0.04652762413024902,6.535603046417236,0.9999999403953552
4, The Crown Estate owns Buckingham Palace and Windsor Castle.,Crown Estate,0.05506610870361328,7.303343296051025,0.7044792175292969
5, Goring Great Garden,Goring Great Garden,0.07071781158447266,6.652327537536621,1.0
6," To develop and promote the party's agenda, criticize the opposition's policies, and provide campaign assistance to party members.",write books or articles that highlight minority party goals and achievements,0.04816627502441406,8.737176656723022,0.4792937934398651
7, The Speaker of the House is the leader of the majority party in the House.,Speaker,0.04725980758666992,7.963593244552612,0.4600050449371338
8, Buckingham House.,Buckingham House,0.05243492126464844,6.54159140586853,0.9801653623580933
9, Sir James Pennethorne,Sir James Pennethorne.,0.04841732978820801,6.763991355895996,0.9827332496643066
10, Dornier Do 17,Dornier Do 17 bomber,0.04650568962097168,6.890365123748779,0.840463399887085
11, Woman Walking,Woman Walking,0.05324125289916992,6.440062046051025,1.0000001192092896
12, 1762,1762,0.048355817794799805,6.553210020065308,1.0000001192092896
13, The Duke of Buckingham.,Duke of Buckingham and Normanby,0.047002553939819336,6.751027584075928,0.8551111817359924
14, James Blaine,James Blaine,0.04747605323791504,6.544766187667847,0.9999999403953552
15, King George V.,George V,0.056739091873168945,6.64666748046875,0.8678106069564819
16, A King's Messenger.,King's Messenger,0.06968832015991211,6.762131214141846,0.8973678350448608
17," £21,000","£21,000",0.0465855598449707,6.639298439025879,1.0
18," A minority leader can attempt to set some agenda for the House by employing discharge petitions to bring minority priorities to the floor, threatening to use discharge petitions to force minority initiatives to the floor over the opposition of the majority leadership.","may employ, or threaten to use, discharge petitions to try and bring minority priorities to the floor.",0.0605621337890625,11.045619010925293,0.7561580538749695
19, Coach horses.,horses,0.04668259620666504,6.554938316345215,0.8238334655761719
20, 1905-1908,"1905 and 1908,",0.04971480369567871,6.888783693313599,0.9520415663719177
21, The Throne Room.,the throne room,0.049658775329589844,6.6606597900390625,0.9784623384475708
22, Glass.,glass,0.0476381778717041,6.437870502471924,0.951978325843811
23," The Queen's Gallery, near the Royal Mews.",at the Queen's Gallery,0.09166979789733887,7.421176195144653,0.829236626625061
24, Queen Victoria,Queen Victoria,0.050377845764160156,6.447158575057983,1.0
25, The Making of Americans,The Making of Americans,0.05638575553894043,6.628799200057983,1.0
26, Paul Gauguin and Paul Cézanne.,Paul Gauguin and Paul Cézanne,0.06032752990722656,7.4162757396698,0.9873037338256836
27, Silk.,silk.,0.07836437225341797,6.416234731674194,1.0
28, The freehold of the palace.,the freehold,0.04710721969604492,6.99844217300415,0.7025303840637207
29, 52,52,0.050301313400268555,6.436919450759888,1.0
30, hardship,their subjects' hardship,0.06086587905883789,6.330192804336548,0.6945285797119141
31, King George V.,George V,0.046591997146606445,6.670706033706665,0.8678106069564819
32, The style of the saucer domes in the Belgian Suite is in the style of Soane.,the style of Soane,0.057237863540649414,8.424216032028198,0.6796320080757141
33, Internal party disunity and the absence of formal party leadership.,Internal party disunity,0.0534358024597168,7.523794651031494,0.8807050585746765
34," The palace's chimneys smoked excessively, causing fires to be allowed to die down, and the court to shiver in icy magnificence.",the chimneys smoked,0.0491795539855957,9.39009714126587,0.6822365522384644
35, Gertrude Stein,Gertrude Stein,0.04652714729309082,6.6522910594940186,0.9999999403953552
36, A great deal.,hardly any major aspect of campaigning that does not engage their attention,0.04646110534667969,6.633764982223511,-0.02450459450483322
37, 18th century.,18th-century design,0.047499895095825195,6.76300573348999,0.7354475259780884
38, Dynamism and expressive plasticity.,dynamism and expressive plasticity,0.048300981521606445,6.968017578125,0.9869978427886963
39," 476,000 people visited the palace in the 2014-15 financial year.","476,000 people",0.04749727249145508,8.19478726387024,0.527786374092102
40, Josef Gočár,Vlastislav Hofman,0.0522153377532959,6.651010036468506,0.37295985221862793
41, Hale Boggs,Hale Boggs,0.04908585548400879,6.5229270458221436,1.0
42, World War I.,World War I,0.04714775085449219,6.651176929473877,0.9355374574661255
43, State banquets are held on the first evening of a state visit by a foreign head of state.,the first evening of a state visit by a foreign head of state,0.04646110534667969,8.406639337539673,0.7704440355300903
44, 1909 to 1914.,1909 to 1914,0.05679011344909668,7.096745252609253,0.9799554347991943
45, To provide a unified opposition to the majority party's policies and to offer alternative solutions.,to represent a party comprising a distinct minority,0.04721426963806152,8.07411813735962,0.5544767379760742
46, Queen Mary.,Queen Mary,0.048322439193725586,6.519892930984497,0.9791020154953003
47, 9 times,nine times,0.046680450439453125,6.531250953674316,0.9426241517066956
48," Johann Strauss II and his orchestra performed ""Alice Polka"" in honor of Princess Alice.",Johann Strauss II,0.055470943450927734,8.195388555526733,0.6089534163475037
49, King William IV,William IV,0.09892392158508301,6.550211191177368,0.8848811388015747
50, The minority leader holds joint news conferences with their counterparts in the Senate and with the President if their party controls the White House.,counterparts in the Senate—and with the president if their party controls the White House,0.04942202568054199,8.959306716918945,0.5985161662101746
51, A large oriental chimney piece sculpted by Richard Westmacott.,large oriental chimney piece,0.04672408103942871,7.762968301773071,0.7376225590705872
52, Montparnasse.,Montparnasse,0.054279327392578125,6.766140460968018,0.9808236956596375
53," Windsor Castle, Balmoral Castle, and Osborne House.",Osborne House,0.047608375549316406,7.52827000617981,0.674654483795166
54, 1762,1762,0.10338282585144043,6.5333006381988525,1.0000001192092896
55, Robert Jones.,Robert Jones,0.06027078628540039,6.5338404178619385,0.9779086709022522
56, Dennis Hastert,Dennis Hastert,0.04718279838562012,6.542900323867798,1.0000001192092896
57, 1861,1861,0.06286287307739258,6.553183317184448,1.0
