idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0, Poet and Sufi mystic.,Turkish poet and Sufi mystic,0.0005085468292236328,1.2742581367492676,0.8520039916038513
1," January 25, 2008","January 25, 2008",0.0005331039428710938,0.9880180358886719,1.0
2, Countess consort of Henneberg.,Countess consort of Henneberg,0.0005159378051757812,1.1133060455322266,0.9783674478530884
3, 1970,1970,0.0005276203155517578,0.5064239501953125,1.0
4, Mantis.,Mantis,0.0005428791046142578,0.5084896087646484,0.9689735770225525
5, New England Patriots,New England Patriots,0.0005173683166503906,0.500495433807373,1.0
6," Boone, Kenton, and Campbell counties in Kentucky.","Boone, Kenton and Campbell",0.0005445480346679688,1.4637856483459473,0.7135125994682312
7, Quantum Fund.,Quantum Fund,0.0005195140838623047,0.506441593170166,0.9558207988739014
8, J. S. La Fontaine,J. S. La Fontaine,0.0005292892456054688,0.9805581569671631,1.0
9, Yes.,yes,0.0005266666412353516,0.3832113742828369,0.836855947971344
10, Willowtip Records,Fuller Beans Records,0.0005290508270263672,0.5004942417144775,0.42693910002708435
11, American,American,0.0005252361297607422,0.267930269241333,1.0
12, 1990,1990,0.0005168914794921875,0.5071561336517334,1.0
13, Tansy.,Tansy,0.0005216598510742188,0.6268570423126221,0.9731627702713013
14, Tom Nijssen was born first.,Tom Nijssen,0.0005257129669189453,1.2222778797149658,0.8354487419128418
15, University of Waterloo.,University of Waterloo,0.0005135536193847656,0.6223187446594238,0.9688762426376343
