idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, 1.94 million,1.94 million,0.3000473976135254,24.716586589813232,1.0000001192092896,1.0,1.0
1, DJ Screw's real name is Robert Earl Davis Jr.,Robert Earl Davis Jr.,0.360767126083374,26.057543992996216,0.6682652831077576,0.5714285714285715,0.5714285714285715
2," Detroit, Michigan.","Detroit, Michigan",0.3653411865234375,24.543776512145996,0.9736545085906982,1.0,1.0
3, Emil and the Detectives (1931),Emil and the Detectives,0.3592796325683594,25.489911794662476,0.8244509696960449,0.888888888888889,0.888888888888889
4, Rondo Hatton,Rondo Hatton,0.35254812240600586,24.48564577102661,1.0,1.0,1.0
5, 6 seasons.,six,0.3662292957305908,24.526671171188354,0.58320152759552,0.0,0.0
6, Lee Sung-min,Lee Sung-min,0.3776676654815674,24.28408169746399,1.0000001192092896,1.0,1.0
7, Lucien Hubbard,Lucien Hubbard,0.35755372047424316,24.282209873199463,1.0,1.0,1.0
8, Germany,Germany,0.3593263626098633,23.752824068069458,1.0,1.0,1.0
9, Pantera,Pantera,0.36679983139038086,23.997520685195923,1.0,1.0,1.0
10, Conscientious objection.,Conscientious objection,0.375471830368042,24.723449230194092,0.9714033007621765,1.0,1.0
11, A Tale of Two Critters (1977),A Tale of Two Critters,0.35480332374572754,25.876312017440796,0.9139189720153809,0.9090909090909091,0.9090909090909091
12, Joe Cornish,David Fincher,0.3565652370452881,24.247869729995728,0.32343024015426636,0.0,0.0
13, 20 October 1957,20 October 1957,0.3528926372528076,24.984727144241333,1.0000001192092896,1.0,1.0
14, Midsize,Midsize crossover SUV,0.3598048686981201,24.05411720275879,0.455371618270874,0.5,0.5
15, United States Secretary of State.,United States Attorney General,0.35302233695983887,24.964054107666016,0.6091138124465942,0.4444444444444445,0.4444444444444445
16, Yes.,yes,0.3580174446105957,24.021417140960693,0.836855947971344,1.0,1.0
17," Jean-Luc Godard's ""Breathless""",Jean-Paul Belmondo,0.36248064041137695,25.892502546310425,0.25379085540771484,0.25,0.25
18, University of Washington,The University of Washington,0.36885690689086914,24.362783670425415,0.9794617891311646,0.8571428571428571,0.8571428571428571
19, Queen Elena of Italy.,Elena of Montenegro,0.35403966903686523,24.780230283737183,0.7717089056968689,0.5714285714285715,0.5714285714285715
20, Film director.,director,0.3574666976928711,24.212994813919067,0.8329695463180542,0.6666666666666666,0.6666666666666666
21, Yes.,yes,0.3551177978515625,24.024824619293213,0.836855947971344,1.0,1.0
22, Russia,Russian,0.3526310920715332,23.799249172210693,0.7134127616882324,0.0,0.0
23, 99X,Top 40 station 99X,0.3701632022857666,24.321807622909546,0.5326437950134277,0.4,0.4
24, Maurice White had more leader singers.,"Maurice ""Moe"" White",0.36055731773376465,25.166139602661133,0.5750700831413269,0.4444444444444444,0.4444444444444444
25, Thomas Walker,Thomas Walker,0.36971473693847656,23.92895221710205,1.0000001192092896,1.0,1.0
26, The Treaty of Aix-la-Chapelle.,Treaty of Aix-la-Chapelle,0.3562183380126953,25.84473419189453,0.9726172685623169,0.9090909090909091,0.9090909090909091
27, Hamas,Hamas,0.3676021099090576,23.776718139648438,1.0000001192092896,1.0,1.0
28, Governor Rick Snyder.,"chairman of the board of Gateway, Inc.",0.3616211414337158,24.57625389099121,0.18785971403121948,0.0,0.0
29, Osama bin Laden.,Osama Bin Laden,0.36408424377441406,24.524702072143555,0.9432263970375061,1.0,1.0
30, Ely Cathedral,Ely Cathedral,0.36747217178344727,24.247642278671265,1.0,1.0,1.0
31, Szema Shun,Hong Kong game addict,0.41010499000549316,24.402790784835815,0.08990953117609024,0.0,0.0
