idx,generated_response,ground_truth,reset_cache_time,generate_time
0, Selena,Selena,0.0005345344543457031,1.40952730178833
1, Liberia,Liberia,0.0005471706390380859,0.8971707820892334
2, Son of Flubber,Splash,0.0005352497100830078,2.139559507369995
3, Fulco Ruffo di Calabria,Fulco VIII,0.0005064010620117188,4.209219932556152
4, District 13,District 13,0.0005016326904296875,1.746809959411621
5, 1988,1991,0.0005204677581787109,1.7269763946533203
6, Joe Montana,Joseph Clifford Montana Jr.,0.0005078315734863281,1.3086597919464111
7, The Terminator,The Terminator,0.0005195140838623047,1.3132805824279785
8, Cocktail,Cocktail,0.000507354736328125,0.8965330123901367
9, 1968,2011,0.0005056858062744141,1.7246220111846924
10, 1,No. 1,0.0004978179931640625,1.3094139099121094
11, 1944,1944,0.0005066394805908203,1.7229900360107422
12," King Edward's School, Birmingham.","King Edward's School, Birmingham",0.00051116943359375,3.387723922729492
13, SATA Air Açores,SATA Air Açores.,0.0005261898040771484,2.1379315853118896
14, Ogunquit,Ogunquit,0.0005052089691162109,1.7216715812683105
15, 1968,1968,0.0004968643188476562,1.7499115467071533
16, Neil Diamond,Neil Diamond,0.0005016326904296875,1.308248519897461
17, EuroTrip,Schaffer,0.000514984130859375,1.307190179824829
18, Alternative rock,rock,0.0005433559417724609,1.3079469203948975
19, Steven Spielberg,Steven Spielberg,0.0005180835723876953,1.308211326599121
20," ""2 Wicky""",2 Wicky,0.0004973411560058594,2.5884206295013428
21, 2002,1922,0.0005013942718505859,1.7335350513458252
22, 1885,1878,0.0005078315734863281,1.730180025100708
23, Sigismund Kęstutaitis,Sigismund Kęstutaitis,0.0005114078521728516,4.237127304077148
24," ""They Drive by Night""",One Million B.C.,0.0005123615264892578,2.9748475551605225
25, 1949,1949,0.0005095005035400391,1.737475872039795
26, United States,American,0.00052642822265625,1.3104619979858398
27, 2013,1992,0.0004961490631103516,1.8029987812042236
28, The Ivan Allen Jr. Prize for Social Courage.,Ivan Allen Jr. Prize for Social Courage,0.0005021095275878906,4.708844423294067
29, Lee Je-hoon,"Marriage, Not Dating",0.0005137920379638672,2.1364784240722656
30, Maurice Elvey,Maurice Elvey,0.0005223751068115234,1.7239606380462646
31, Rudolf Hess,Rudolf Hess,0.0005135536193847656,1.7213010787963867
32, 1895,1895,0.0005173683166503906,1.7326364517211914
33, Vladimir Mayakovsky,Vladimir Vladimirovich Mayakovsky,0.0005021095275878906,2.1415398120880127
34, Dutch culture,Dutch,0.0005085468292236328,1.3125829696655273
35, Honolulu Police Department,Alapa'i Police Headquarters,0.0005064010620117188,1.7257699966430664
36, M55,M55 motorway,0.0005087852478027344,1.3044681549072266
37, Yes,yes,0.0005078315734863281,0.894507884979248
38, Al Ewing,Al Ewing,0.0005042552947998047,1.7266199588775635
39, LOT Polish Airlines,LOT Polish Airlines,0.0005025863647460938,1.7229321002960205
40, C.S. Lewis,C. S. Lewis,0.0005030632019042969,2.142475128173828
41, 1989,1989,0.0004990100860595703,1.7323789596557617
42, Hampden,"7,257",0.0005176067352294922,1.3094873428344727
43, Jeff Mangum,Jeff Mangum,0.0005061626434326172,1.7304015159606934
44, Gulf South Conference,NCAA,0.0005092620849609375,1.730177640914917
45," September 2, 1989","September 2, 1989",0.0005133152008056641,3.484038829803467
46, Yes,yes,0.0005099773406982422,0.8996777534484863
47, PewDiePie,Felix Arvid Ulf Kjellberg,0.0005068778991699219,1.7283856868743896
48, 5,five days,0.0005042552947998047,1.3184435367584229
49, David Bowie and Bing Crosby,Crosby and Bowie,0.0005235671997070312,2.562285900115967
50, United States,United States,0.0005104541778564453,1.3859570026397705
51, Margaret Wilson,Margaret Wilson,0.0005059242248535156,1.309781789779663
52, Patrick Schwarzenegger,Arnold Schwarzenegger,0.0005106925964355469,2.566160202026367
53, Harvey Birdman,Attorney,0.0005123615264892578,1.7302987575531006
54, September 11,September 11,0.0005376338958740234,1.7309787273406982
55, Eoin Morgan,Eoin Morgan,0.0005142688751220703,1.7433204650878906
56, A piebald animal.,rare Danish breed of cattle,0.0005233287811279297,2.9928646087646484
57, Blue Valley North High School,Blue Valley North High School,0.0005092620849609375,2.5619962215423584
58, Fifty Shades Freed,Fifty Shades Freed,0.0005114078521728516,1.7302441596984863
59, Ron Carey,Max Gail,0.0005114078521728516,1.3219189643859863
60, Walt Disney Productions,Walt Disney,0.0005025863647460938,1.7278072834014893
61, Don Gibson,Don Gibson,0.0005135536193847656,1.3187549114227295
62, Michael Anderson (born 1920) is older than Angelina Jolie (born 1975).,"Michael Joseph Anderson, Sr. (born 30 January 1920)",0.0004987716674804688,9.183936834335327
63, Born This Way,Born This Way,0.0005109310150146484,1.7503116130828857
