idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,The Mexican Drug War.,The Mexican Drug War,0.0007545948028564453,1.61210036277771,0.9888447523117065,1.0,1.0
1,Ridgeland.,"24,047",0.0008747577667236328,0.28930020332336426,0.1929171085357666,0.0,0.0
2,The Invisible (2007),War of the Worlds,0.0007586479187011719,0.35927891731262207,0.33057835698127747,0.28571428571428575,0.28571428571428575
3,Max Cavalera is older than Jon Fratelli.,Jon Fratelli,0.000621795654296875,0.5303294658660889,0.5801990032196045,0.4444444444444445,0.4444444444444445
4,1936,1936,0.0007431507110595703,0.25068068504333496,1.0000001192092896,1.0,1.0
5,Pueblo Bonito.,Pueblo Bonito,0.00066375732421875,0.32231974601745605,0.9881494641304016,1.0,1.0
6,David Michôd.,David Michôd,0.0005974769592285156,0.3227519989013672,0.9831251502037048,1.0,1.0
7,Frank L. Anderson and Barry Poltermann directed the film adaptation of Charles Nelson Reilly's life.,Frank L. Anderson and Barry Poltermann,0.0005817413330078125,0.9239785671234131,0.48727208375930786,0.5454545454545454,0.5454545454545454
8,"Cynthia Lennon unveiled the John Lennon Peace Monument in Liverpool, England.",Peace & Harmony,0.0007181167602539062,0.623579740524292,0.2933920621871948,0.15384615384615385,0.15384615384615385
9,19th century.,19th century,0.0007343292236328125,0.3209233283996582,0.9663059115409851,1.0,1.0
10,Drake Bell.,Drake Bell,0.0007147789001464844,0.2492964267730713,0.9802059531211853,1.0,1.0
11,The BMW X1.,BMW X1,0.0006444454193115234,0.32482314109802246,0.9351106286048889,0.8,0.8
12,"Immingham Power Station, owned by VPI Immingham.","South Killingholme North Lincolnshire, England",0.0007526874542236328,0.6604046821594238,0.21471334993839264,0.0,0.0
13,"Selene, a vampire Death Dealer.",Selene,0.0006794929504394531,0.4382767677307129,0.7372285723686218,0.33333333333333337,0.33333333333333337
14,Atmel AVR ATmega8.,AVR,0.0006310939788818359,0.3975510597229004,0.7072174549102783,0.5,0.5
15,1950s and 1960s.,1953 to 1964,0.0007483959197998047,0.5131511688232422,0.714623212814331,0.0,0.0
16,Samuel Alito.,"March 11, 1936",0.0007684230804443359,0.24684405326843262,0.27342772483825684,0.0,0.0
17,Prince and The Revolution.,Prince,0.0007269382476806641,0.28951525688171387,0.6712965369224548,0.4,0.4
18,"No, Mohammad Bakri is an actor and film director, but Peter Billingsley is an actor, director, and producer.",yes,0.0006814002990722656,1.1159698963165283,0.17446324229240417,0.0,0.0
19,U.S. Route 81.,U.S. Route 81,0.0007190704345703125,0.4006366729736328,0.9804583787918091,1.0,1.0
20,"Asclepius, the god of medicine.",medicine,0.0006420612335205078,0.5113000869750977,0.5392225384712219,0.33333333333333337,0.33333333333333337
21,"John Ashcroft, the 79th U.S. Attorney General, won the Missouri gubernatorial election of 1984.",79th,0.0006353855133056641,1.0463204383850098,0.17302003502845764,0.125,0.125
22,"There is no information about a construction project in Visaginas, Lithuania.",Ignalina Nuclear Power Plant,0.0007565021514892578,0.6984751224517822,0.19727875292301178,0.0,0.0
23,1644.,1644,0.0008311271667480469,0.2960638999938965,0.9720807075500488,1.0,1.0
24,American.,American,0.0007042884826660156,0.21484065055847168,0.9135115146636963,1.0,1.0
25,Sempiternal.,Jordan Fish,0.0006835460662841797,0.32569146156311035,0.13398867845535278,0.0,0.0
26,1933,1933,0.0006756782531738281,0.25026583671569824,1.0000001192092896,1.0,1.0
27,A portico.,Portico,0.0007305145263671875,0.28562402725219727,0.944628119468689,0.6666666666666666,0.6666666666666666
28,Jean-Baptiste Lully (1632-1687) lived earlier than Camille Saint-Saëns (1835-1921).,Jean-Baptiste Lully,0.0006635189056396484,1.2644586563110352,0.6655870079994202,0.35294117647058826,0.35294117647058826
29,Essex.,Essex,0.0006744861602783203,0.2125236988067627,0.9717713594436646,1.0,1.0
30,"Bob Einstein, the director of ""Another Nice Mess"", was a writer for ""The Smothers Brothers Comedy Hour"" and also a writer for ""Arrested Development"".",Larry Middleman,0.0006239414215087891,1.4074158668518066,0.3054845929145813,0.0,0.0
31,Mad Men.,Mad Men,0.0007467269897460938,0.24810338020324707,0.9506646394729614,1.0,1.0
