idx,generated_response,ground_truth,reset_cache_time,generate_time
0, The Babadook.,The Babadook,0.0005016326904296875,0.8436737060546875
1, Richard Attenborough,Kenneth Branagh,0.0005311965942382812,0.6523513793945312
2," ""Telluride Sessions""",Telluride Sessions,0.0005021095275878906,0.9000966548919678
3, César Award.,Palme d'Or at the 2013,0.0004811286926269531,0.767540693283081
4, Arthur Penn,"Arthur Hiller Penn (September 27, 1922 – September 28, 2010) was an American director and producer of film, television and theater.",0.001428365707397461,0.3929176330566406
5, Cumbria.,204,0.00047779083251953125,0.6541080474853516
6, Hebron Academy.,Hebron Academy,0.00047969818115234375,0.6429386138916016
7," January 4, 1914","January 4, 1914",0.0014314651489257812,1.019744634628296
8, Paul Heyse,Paul Johann Ludwig von Heyse,0.0008902549743652344,0.5190649032592773
9, Tony Schiavone,Tony Schiavone,0.0004918575286865234,0.7698428630828857
10, The Year Without a Santa Claus,The Year Without a Santa Claus,0.00048542022705078125,0.9013979434967041
11, The Colorado River.,Colorado River,0.0004937648773193359,0.6529946327209473
12," She was a cousin of King Lunalilo, also known as ""The People's King"".",cousin,0.00048351287841796875,2.5258355140686035
13, English,English,0.0004937648773193359,0.2728598117828369
14, J.K. Rowling,J. K. Rowling,0.0005016326904296875,0.6459252834320068
15, Altice USA.,Altice USA,0.0004892349243164062,0.6436190605163574
