idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,"""The Price of Salt"" (also known as ""Carol"") by Patricia Highsmith.","""The Price of Salt""",0.0008587837219238281,2.2339792251586914,0.7365221977233887,0.5333333333333333,0.5333333333333333
1,2006 and 2010.,2006 and 2010,0.000989675521850586,0.6490843296051025,0.9766725897789001,1.0,1.0
2,Scotland's Wars of Independence.,Scotland's Wars of Independence,0.0008330345153808594,0.5467326641082764,0.9681902527809143,1.0,1.0
3,Michael Moore Hates America.,Michael Moore Hates America,0.0008983612060546875,0.57242751121521,0.9877787828445435,1.0,1.0
4,Quentin Tarantino.,Quentin Jerome Tarantino,0.0008435249328613281,0.4658691883087158,0.8714307546615601,0.8,0.8
5,Hanover College.,Hanover College,0.0008444786071777344,0.4706611633300781,0.9807752966880798,1.0,1.0
6,Snowpiercer.,Snowpiercer,0.0008435249328613281,0.48612332344055176,0.9818547368049622,1.0,1.0
7,Sandra Oh.,Sandra Miju Oh,0.0008265972137451172,0.45743465423583984,0.7696419954299927,0.8,0.8
8,The Conservative Party.,Conservative Party,0.0008087158203125,0.48017120361328125,0.9196946620941162,0.8,0.8
9,"Gelsenkirchen, North Rhine-Westphalia, Germany.","Gelsenkirchen, North Rhine-Westphalia",0.0007152557373046875,0.8532021045684814,0.9647569060325623,0.888888888888889,0.888888888888889
10,AVN Adult Entertainment Expo.,AVN Adult Entertainment Expo,0.0008819103240966797,0.5717501640319824,0.988517165184021,1.0,1.0
11,"Mumbai, India.","Mumbai, India",0.0008223056793212891,0.4462270736694336,0.9800189137458801,1.0,1.0
12,Succulent plants.,plants,0.0008089542388916016,0.40430355072021484,0.7064943313598633,0.6666666666666666,0.6666666666666666
13,Parks and Recreation.,Parks and Recreation,0.0008580684661865234,0.44632983207702637,0.9860557913780212,1.0,1.0
14,Robert Altman.,Robert Altman,0.0008132457733154297,0.4778425693511963,0.981324315071106,1.0,1.0
15,Aaron Boone.,Aaron Boone,0.0008635520935058594,0.4370241165161133,0.9774754643440247,1.0,1.0
16,2010,2010,0.0007336139678955078,0.43593811988830566,1.0,1.0,1.0
17,Eraring Power Station.,Origin Energy.,0.0007212162017822266,0.5345518589019775,0.291305810213089,0.0,0.0
18,Volcano Suns was formed first in 1984.,Volcano Suns,0.0007674694061279297,0.7406752109527588,0.7212941646575928,0.4444444444444445,0.4444444444444445
19,24 kilometers.,76,0.000843048095703125,0.4952690601348877,0.3554697632789612,0.0,0.0
20,Yes.,yes,0.0008375644683837891,0.4005899429321289,0.836855947971344,1.0,1.0
21,New Light 96.7.,New Light 96.7,0.0008037090301513672,0.5923817157745361,0.9730877876281738,1.0,1.0
22,"500,000.",three million,0.0008337497711181641,0.5353660583496094,0.6416724920272827,0.0,0.0
23,"Brook Lee, born in Pearl City, Hawaii.",Pearl City,0.0008878707885742188,0.7084991931915283,0.4265826642513275,0.4444444444444445,0.4444444444444445
24,1995,1977,0.0007970333099365234,0.4402937889099121,0.6667356491088867,0.0,0.0
25,Red Roof Inn.,Red Roof Inn,0.0008828639984130859,0.4770216941833496,0.9798703789710999,1.0,1.0
26,Rich Christiano was born in October and Michel Boisrond was born in October.,October,0.0007848739624023438,1.0306785106658936,0.4528121054172516,0.14285714285714288,0.14285714285714288
27,"No, neither Bruce Dickinson nor Bob Geldof is American.",no,0.0008001327514648438,0.775292158126831,0.14096246659755707,0.19999999999999998,0.19999999999999998
28,Cher.,Cher,0.0008494853973388672,0.40311098098754883,0.9683185815811157,1.0,1.0
29,Board games.,board game,0.0007510185241699219,0.44118618965148926,0.8520805835723877,1.0,1.0
30,Get Cape. Wear Cape. Fly.,Get Cape. Wear Cape. Fly.,0.0008540153503417969,0.556377649307251,1.000000238418579,1.0,1.0
31,1922,1922,0.0007750988006591797,0.44142794609069824,1.0,1.0,1.0
