idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,The Rock and Roll Hall of Fame.,Rock and Roll Hall of Fame,0.4150102138519287,2.3650312423706055,0.9602616429328918
1,Both are documentaries.,documentary,0.30844974517822266,0.8531701564788818,0.6318737268447876
2,Tatiana,Sai Zhenzhu,0.2626760005950928,0.6396455764770508,0.3947795331478119
3,The spotted hyena.,spotted hyena,0.3164689540863037,0.7067399024963379,0.9482872486114502
4,Robert Conrad.,Robert Conrad Falk,0.35036277770996094,0.650780439376831,0.7785621285438538
5,"There is no information about the average elevation of the sandstone plateau upon which Beaty Crossroads, Alabama is built.",1500 ft above sea level,0.33107471466064453,1.7742199897766113,0.19584311544895172
6,"Robert Conrad has written songs, not Gene Wilder or Ken Annakin.",Gene Wilder,0.27895140647888184,1.2289533615112305,0.4810549318790436
7,2016.,2016,0.31040215492248535,0.7347049713134766,0.9577949643135071
8,"The New Jewel Movement (NJM) led by Maurice Bishop in Grenada involved areas of socio-economic development, education, and Black liberation.",New JEWEL Movement,0.2891874313354492,1.9851396083831787,0.6393616199493408
9,France.,France,0.2599296569824219,0.553703784942627,0.9445564150810242
10,Dean Holden took over Lee Johnson's management position at Oldham Athletic.,Dean Thomas John Holden,0.33008265495300293,1.2306756973266602,0.5993876457214355
11,1929,"April 6, 1929",0.2692742347717285,0.6438801288604736,0.8192121386528015
12,Romeo and Juliet.,Romeo and Juliet,0.34246230125427246,0.5995893478393555,0.971618115901947
13,"Arne Nordheim lived in the Norwegian government's honorary residence, Grotten, next to the Royal Palace in Oslo.",Grotten,0.2736210823059082,1.774282693862915,0.3904169797897339
14,Naval Air Station South Weymouth.,Naval Air Station South Weymouth,0.44167208671569824,1.0010099411010742,0.9738793969154358
15,John Cena.,John Felix Anthony Cena,0.3072810173034668,0.6817035675048828,0.7857916951179504
16,Louis L'Amour.,Louis Dearborn L'Amour,0.3555612564086914,0.8770384788513184,0.8582996129989624
17,28 medals.,28,0.29412341117858887,0.7770013809204102,0.5319094061851501
18,The Battle of Gettysburg.,the war's turning point,0.4041869640350342,0.8843684196472168,0.36524322628974915
19,1993.,between 2019 and 2022,0.27061986923217773,0.7221713066101074,0.37693607807159424
20,Arsenal.,Arsenal Football Club,0.28450942039489746,0.6745944023132324,0.8108751177787781
21,Diego Milito.,Diego Milito,0.32103419303894043,0.6390285491943359,0.9866578578948975
22,Higher education and research.,research,0.3080286979675293,0.7103033065795898,0.6119449138641357
23,Lana and Lilly Wachowski and J. Michael Straczynski.,Lana and Lilly Wachowski and J. Michael Straczynski,0.5469634532928467,1.2541899681091309,0.9924539923667908
24,Haleakalā National Park.,Haleakalā National Park,0.3559455871582031,0.8317735195159912,0.9885157346725464
25,"The Cove calls for political action to halt mass dolphin kills, change Japanese fishing practices, and inform the public about the risks of mercury poisoning from dolphin meat.",The Cove,0.3658125400543213,2.1563875675201416,0.3875657618045807
26,"Wilhelm, German Crown Prince.",Wilhelm II,0.3845961093902588,0.7541868686676025,0.7790310978889465
27,Thomas Watson.,Thomas John Watson Sr.,0.26657819747924805,0.667360782623291,0.8963991403579712
28,Pat Buchanan.,Pat Buchanan,0.4104478359222412,0.6820638179779053,0.9757445454597473
29,The IBF and WBO began operating in the 1980s.,four,0.5144333839416504,1.3450558185577393,0.024517809972167015
30,"Alec Berg, David Mandel, and Jeff Schaffer directed the 2004 American teen comedy adventure film ""EuroTrip"".",Schaffer,0.33239316940307617,1.7677655220031738,0.2744219899177551
31,Susana Ferrari Billinghurst.,Susana Ferrari Billinghurst,0.2898287773132324,0.9565541744232178,0.9854344129562378
32,62 miles.,62 miles,0.460097074508667,0.8537635803222656,0.972565770149231
33,Muhammad.,Muhammad,0.2921895980834961,0.6191463470458984,0.9533736705780029
34,127,127,0.3771860599517822,0.5846567153930664,1.0000001192092896
35,Zack Snyder.,Zack Snyder,0.28882551193237305,0.7529623508453369,0.964963972568512
36,The Democratic Party.,Democratic Party,0.3657863140106201,0.8139512538909912,0.9210675954818726
37,"ABBA sang a holiday song similar to ""Heinillä Härkien"", titled ""Happy New Year"".",ABBA,0.3835172653198242,1.796050786972046,0.4311447739601135
38,"""Bad Fog of Loneliness"" is a song written by Neil Young.",Bad Fog of Loneliness,0.37721800804138184,1.2939820289611816,0.6637464761734009
39,American.,American,0.35694265365600586,0.630424976348877,0.9135115146636963
40,"Maurice Ravel was born first, on March 7, 1875. Béla Bartók was born on March 25, 1881.",Maurice Ravel,0.32285356521606445,2.245885133743286,0.5663881301879883
41,Return to Oz (1985) came out before The Wild (2006).,Return to Oz,0.26285386085510254,1.3461976051330566,0.5617353320121765
42,George IV.,Hanover,0.26183485984802246,0.6696865558624268,0.3711400628089905
43,Yes.,yes,0.31153440475463867,0.7317819595336914,0.836855947971344
44,University of Alabama.,University of Alabama,0.3593571186065674,0.6838879585266113,0.9757550954818726
45,Kansas.,Kansas,0.6437532901763916,0.477341890335083,0.9498627781867981
46,Home computers.,home computer,0.28823232650756836,0.7515628337860107,0.8543409109115601
47,Chinese.,Chinese,0.4251253604888916,0.6196439266204834,0.9442561864852905
48,"No, Porcupine Tree was formed in 1987 and Skinny Puppy was formed in 1982.",no,0.2537217140197754,1.6351959705352783,0.19333773851394653
49,Baroque.,opera,0.3478415012359619,0.6835744380950928,0.4572198987007141
50,The Capital City Trail.,Capital City Trail,0.4067540168762207,0.7831676006317139,0.935248851776123
51,"Honda City came first, produced in 1981.",Honda City,0.26550793647766113,1.1621482372283936,0.6973674297332764
52,Adelaide Raiders SC.,Croatian Sports Centre,0.29454517364501953,0.7360882759094238,0.3241386413574219
53,"No, they belong to different families: Tansy (Tanacetum) belongs to the Asteraceae family, while Eustoma belongs to the Gentianaceae family.",no,0.3172280788421631,2.35588002204895,0.0663546621799469
54,Both Alain Robbe-Grillet and Stanisław Ignacy Witkiewicz were writers.,writer,0.3923928737640381,1.5750138759613037,0.39361804723739624
55,The Nobel Prize in Physiology or Medicine.,1963 Nobel Prize,0.38585710525512695,0.893397331237793,0.5986536741256714
56,Arthur Lake.,Arthur Lake,0.24514508247375488,0.6869182586669922,0.975491464138031
57,"Portland, Oregon.",Portland,0.2581288814544678,0.8838939666748047,0.886019229888916
58,1952,1952,0.32495641708374023,0.6856522560119629,0.9999999403953552
59,James Wan.,James Wan,0.24962234497070312,0.6451003551483154,0.9769432544708252
60,Robert Rodriguez and Frank Miller.,Chad Stahelski and David Leitch,0.33023667335510254,0.8339543342590332,0.5184646844863892
61,"Carl Wayne was born on August 18, 1943, and Morten Harket was born on September 14, 1960.",Carl Wayne,0.3130667209625244,1.962174892425537,0.5379104018211365
62,1943,"April 24, 1943",0.3191802501678467,0.7332901954650879,0.7854044437408447
63,Baishakhi pilgrims.,Baishakhi pilgrims,0.3559565544128418,0.8032371997833252,0.9813956022262573
