idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score
0," May 20, 2014","May 20, 2014",0.0004992485046386719,1.0830330848693848,1.0000001192092896
1, John Berends,John Berends,0.0005233287811279297,0.5127770900726318,1.0
2, Slushii,Out of Light is the debut studio album of American electronic music producer and DJ Slushii.,0.0005166530609130859,0.5125102996826172,0.34668460488319397
3, Cleveland Indians,Indians,0.0005116462707519531,0.38918161392211914,0.7303720116615295
4, 2009,2009,0.0005092620849609375,0.5216095447540283,0.9999998211860657
5, Marv Albert,Marv Albert,0.0004951953887939453,0.5187742710113525,1.0
6, Tony Leung Ka-fai won the Hong Kong Film Award four times.,four-time winner,0.000522613525390625,1.9929940700531006,0.3884126543998718
7," 1,898","1,898",0.000518798828125,0.6421115398406982,1.0000001192092896
8, Nature,Nature Publishing Group,0.0005054473876953125,0.2657816410064697,0.4775194525718689
9, 1838,1838,0.0005130767822265625,0.5134308338165283,1.0000001192092896
10, 1715,1643,0.0005102157592773438,0.5221223831176758,0.6331779956817627
11," ""Thank You"" (1925) came before ""The Grapes of Wrath"" (1940).",The Grapes of Wrath,0.0005018711090087891,2.7318999767303467,0.620669960975647
12, Santos Limited,John Bonython,0.0005133152008056641,0.3901102542877197,0.1373334378004074
13, My Husband Got a Family.,My Husband Got a Family,0.0005121231079101562,0.8929882049560547,0.9718672633171082
14," Eugene O'Neill was born first, on October 16, 1888.",Eugene Gladstone O'Neill,0.0005114078521728516,2.113485336303711,0.5025200843811035
15," Fifth Harmony has a song called ""Angel"".",album,0.0005145072937011719,1.250091552734375,0.2998933494091034
