idx,generated_response,ground_truth,load_knowledge_time,generate_time
0," ""Nothing's Gonna Stop Us Now""",Nothing's Gonna Stop Us Now,0.051145315170288086,9.676966190338135
1, Screwed Up Click,Dead End Alliance,0.0919954776763916,8.996847152709961
2, BBC in 1969.,BBC in 1969,0.10850238800048828,9.274122476577759
3, Chester Brewer,Chester Brewer,0.13137221336364746,8.799471378326416
4, Guzmania,Guzmania,0.04912924766540527,8.876204252243042
5, Caesars Entertainment Corporation.,Caesars Entertainment Corporation,0.0865468978881836,9.285038948059082
6, Forward.,forward,0.11365270614624023,8.757830381393433
7, 102 Dalmatians,"""101 Dalmatians""",0.06702446937561035,9.307414054870605
8, The Myth,The Myth,0.08222222328186035,8.800096273422241
9, German,German,0.04729580879211426,8.644525527954102
10, Reef,Reef,0.05353856086730957,8.630696535110474
11," George Abbott was born first, in 1887.",George Francis Abbott,0.053648948669433594,9.881983041763306
12, Tim Hortons.,Tim Hortons,0.21268296241760254,9.015509366989136
13, Collier's,Collier's,0.05230307579040527,8.903836250305176
14, June,November,0.0673975944519043,8.654604434967041
15, Yes.,no,0.12930774688720703,8.73712706565857
