idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,A charge of C4 was delivered by the robot and detonated next to the gunman.,C4,0.28890395164489746,2.4666831493377686,0.4477204382419586,0.125,0.125
1,Dauphin County.,Dauphin County.,0.2657604217529297,0.687812328338623,1.0,1.0,1.0
2,"Darwinia has about 70 species, while Willow (Salix) has around 400 species.",Darwinia,0.3109140396118164,1.4630749225616455,0.5126343369483948,0.15384615384615385,0.15384615384615385
3,Cartoon Network.,Cartoon Network Studios and Frederator Studios,0.23746728897094727,0.7044517993927002,0.677106499671936,0.5,0.5
4,Indianapolis.,Indianapolis,0.4536097049713135,0.6630845069885254,0.9579234719276428,1.0,1.0
5,Lorenzo Bandini.,Lorenzo Bandini,0.2527639865875244,0.6180222034454346,0.9821705222129822,1.0,1.0
6,Don DeLillo.,"Donald Richard ""Don"" DeLillo",0.30954837799072266,0.6925933361053467,0.8424811363220215,0.6666666666666666,0.6666666666666666
7,Blue's Clues.,Blue's Clues,0.29382920265197754,0.7392416000366211,0.9823951721191406,1.0,1.0
8,Yes.,no,0.36952972412109375,0.5666947364807129,0.5598188042640686,0.0,0.0
9,Season 1.,winter,0.41906189918518066,0.7442448139190674,0.40673884749412537,0.0,0.0
10,SBS.,SBS,0.3651435375213623,0.6386940479278564,0.9702335596084595,1.0,1.0
11,"No, Anatole France was a poet, journalist, and novelist, while Charles Reznikoff was a poet.",yes,1.0943169593811035,1.360248327255249,0.08471497148275375,0.0,0.0
12,Tennessee.,"much of eastern Kentucky and Tennessee, and portions of northern Alabama and northwest Georgia",0.34150075912475586,0.5156404972076416,0.5422897338867188,0.13333333333333333,0.13333333333333333
13,Quentin Tarantino.,Quentin Jerome Tarantino,0.520989179611206,0.7006185054779053,0.8714307546615601,0.8,0.8
14,Disney–ABC Domestic Television.,The Walt Disney Company,0.2572016716003418,0.6302969455718994,0.6123592853546143,0.25,0.25
15,A shipment of gold to Brazzaville.,a shipment of gold,0.5878429412841797,1.0089178085327148,0.7299821972846985,0.8,0.8
16,Yes.,yes,0.3607456684112549,0.6125245094299316,0.836855947971344,1.0,1.0
17,Texas Instruments.,Texas Instruments,0.2868621349334717,0.5733823776245117,0.9664025902748108,1.0,1.0
18,2000.,2000,0.2909126281738281,0.8077950477600098,0.9515540599822998,1.0,1.0
19,Bill Pullman.,"William James ""Bill"" Pullman",2.8508858680725098,0.7864127159118652,0.8207401037216187,0.6666666666666666,0.6666666666666666
20,Betty Blue.,37° 2 le matin,0.4811410903930664,0.6165900230407715,0.08693996071815491,0.0,0.0
21,Pakistan.,Pakistan,0.25702691078186035,0.6203463077545166,0.9362217783927917,1.0,1.0
22,Clark University.,adjacent to University Park about 50 miles west of Boston,0.5313014984130859,0.628584623336792,0.4029541611671448,0.16666666666666669,0.16666666666666669
23,Anton Bruckner,Anton Bruckner,0.42032718658447266,0.6876220703125,1.0,1.0,1.0
24,stOrk.,stOrk,0.31766819953918457,0.6989314556121826,0.9724289178848267,1.0,1.0
25,Westminster Bridge.,Westminster Bridge,0.3389875888824463,0.61370849609375,0.974632203578949,1.0,1.0
26,"No, they have different nationalities: Peter Maxwell Davies is English and Mikhail Glinka is Russian.",no,0.32650184631347656,1.4167311191558838,0.15539881587028503,0.125,0.125
27,Diplocyclos is a type of vine.,Diplocyclos,0.4254744052886963,1.013343334197998,0.7960250377655029,0.2857142857142857,0.2857142857142857
28,"Orientalist painting was a specialism of 19th-century academic art, and Nigel Leask, who taught at the University of Glasgow, has a special interest in Orientalism.",University of Glasgow,0.5549287796020508,1.999464750289917,0.37503504753112793,0.20689655172413793,0.20689655172413793
29,1966,1967,0.27855992317199707,0.7451381683349609,0.7585389614105225,0.0,0.0
30,Performance art.,performance art,0.4966704845428467,0.7911708354949951,0.953574538230896,1.0,1.0
31,Anthony Lynn.,Anthony Lynn,0.7973008155822754,0.7418885231018066,0.9760314226150513,1.0,1.0
