idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0," The enlisted forces of the US Air Force have been seen as a rear echelon support force, primarily responsible for non-combat roles, with officers often taking on more combat-oriented roles.",primarily a rear echelon support force,0.0776214599609375,24.95573592185974,0.6415848731994629
1, E-1 (Airman Basic),E-1 (entry level),0.3357422351837158,18.951770544052124,0.6833266019821167
2," The imperial family and Manchu nobility controlled the ""Inner Court"".",imperial family and Manchu nobility,0.0689992904663086,20.068163633346558,0.8103435039520264
3," The population explosion during the 18th century was due to several reasons, including a long period of peace and stability, the import of new crops from the Americas, and the introduction of new species of rice from Southeast Asia.",peace and stability in the 18th century and the import of new crops,0.08799982070922852,26.222618103027344,0.6045504808425903
4, Wu Sangui and Dorgon.,Wu and Dorgon,0.09762954711914062,18.926072359085083,0.8483923077583313
5, 2007,2007,0.2920825481414795,17.96758008003235,1.0000001192092896
6, Michael Wynne,Michael Wynne,0.07302427291870117,17.921032667160034,1.0
7," Active defense is ""the employment of limited offensive action and counterattacks to deny a contested area or position to the enemy"" (JP 1-02).",employment of limited offensive action and counterattacks,0.07358527183532715,23.652113437652588,0.5136146545410156
8," The 8 banners were recognized by their colors, with the yellow, bordered yellow, and white banners being the ""Upper Three Banners"" and the remaining 5 being the ""Lower Five Banners"".",color,0.08189582824707031,25.387614488601685,0.22220514714717865
9, The Uxbridge Blue dress uniform was developed at the former Bachman-Uxbridge Worsted Company.,former Bachman-Uxbridge Worsted Company,0.07807326316833496,21.52652645111084,0.6662857532501221
10, 1971,1971,0.0977623462677002,17.984652519226074,1.0
11, Silver.,silver,0.11246156692504883,17.723732709884644,0.9406763315200806
12, The proximity to friendly forces.,front of the battle,0.0816044807434082,18.440632581710815,0.38461989164352417
13, World War I,Second World War,0.08324337005615234,17.979764699935913,0.7455542087554932
14, 1947,1947,0.07657074928283691,17.888847589492798,1.0
15, 1643,September 1643,0.12083172798156738,17.981608390808105,0.8477815389633179
16, 8 years old.,eight,0.0750727653503418,18.306798934936523,0.6039744019508362
17, The Yongying were paid for out of regional coffers and funds their commanders could muster.,provincial coffers,0.0961296558380127,20.97291612625122,0.2952377200126648
18, 1643,1520,0.07975625991821289,17.924727201461792,0.36620408296585083
19, October 26.,October 26,0.08515644073486328,18.129730701446533,0.9769871234893799
20, Peiwen Yunfu,Peiwen Yunfu,0.08605027198791504,18.269015312194824,1.0000001192092896
21, 2,two,0.09326434135437012,17.758057355880737,0.8183472156524658
22, Rural areas were more strongly opposed to DST in Australia.,rural,0.0840158462524414,19.480632781982422,0.3877890408039093
23, 16%,one-sixth,0.3005986213684082,17.916404008865356,0.3221174478530884
24, Commissioned officers.,commissioned officers,0.08739829063415527,18.05652165412903,0.9841893315315247
25, 1995,1995,0.3126552104949951,17.840352773666382,1.0
26, Puyi,Fulin,0.07772684097290039,17.91085195541382,0.4029949903488159
27," ""Daylight Slaving Time""",Daylight Slaving Time,0.08675026893615723,18.7586088180542,0.9195666909217834
28, Manchuria and Inner Mongolia.,Manchuria,0.0678563117980957,18.64891219139099,0.8367534279823303
29," OCA (Offensive Counterair) is the preferred method of countering air and missile threats, as it attempts to defeat the enemy closer to its source and typically enjoys the initiative.",suppression/destruction of enemy air defense,0.29681968688964844,24.680387258529663,0.4572179913520813
30, Trust-based relationships for mutual benefit.,cross-cultural,0.09509396553039551,18.733152389526367,0.25283852219581604
31, Winter.,winter,0.07813382148742676,17.7695631980896,0.9490090608596802
32, Ground forces.,U.S. ground forces,0.08492279052734375,17.961580991744995,0.7827625870704651
33, Hora tertia,hora tertia,0.08915281295776367,18.18952202796936,1.0
34," By the 1780s, Han Chinese farmed tens of thousands of hectares in Inner Mongolia and 500,000 hectares in Manchuria.",80%,0.07816505432128906,23.24634027481079,0.019214536994695663
35, The C-NAF coordinates with the Joint Force Commander (JFC) on ACEE missions.,JFC,0.29679059982299805,21.26454997062683,0.3569318652153015
36," Some of these special missions in the USAF who deploy with the infantry include: Explosive Ordnance Disposal (EOD), Combat rescue officer, Pararescue, Security Forces, Combat Control, Combat Weather, Tactical Air Control Party, and AFOSI agents.",rescue downed or isolated personnel,0.09879660606384277,28.19341516494751,0.28926530480384827
37, Computer Network Defense (CND),computer network defense,0.07477593421936035,18.750608444213867,0.7672829627990723
38, The Treaty of Nerchinsk gave the Russians territory and trading rights.,territory and trading rights,0.08168601989746094,20.05161428451538,0.5479320287704468
39, The British Royal Navy and British soldiers fought the Qing in the First Opium War.,British,0.0803062915802002,20.7321937084198,0.252246618270874
40, Fulin,without a designated heir,0.07247328758239746,17.68852996826172,0.0881982296705246
41, QF-4 aircraft.,F-4 Phantom II,0.29251742362976074,18.4494526386261,0.49810951948165894
42, Those in favor of DST argue that it saves energy.,saves energy,0.07726693153381348,19.59022808074951,0.5871438980102539
43, Robert Gates,Robert Gates,0.08360505104064941,17.67785382270813,1.0
44, $30 million.,$30 million,0.07938098907470703,18.125171661376953,0.9744817018508911
45, Three hours.,three,0.08336472511291504,17.950684547424316,0.4301813244819641
46, The USAF used the WC-130H aircraft for weather reconnaissance missions before they were converted for transport missions.,weather reconnaissance aircraft,0.08530974388122559,21.67965817451477,0.6119125485420227
47, Humanitarian Assistance Operations.,Humanitarian Assistance Operations,0.08386969566345215,18.22612428665161,0.9862823486328125
48, Nurhaci,Nurhaci,0.07294893264770508,17.987704753875732,1.0
49, The B-2A aircraft entered service in the 1990s.,1990s,0.09074759483337402,20.278141260147095,0.38304564356803894
50, Explosive Ordnance Disposal (EOD),Tactical Air Control Party,0.08882880210876465,19.404289722442627,0.19529208540916443
51, The mast.,mast,0.11536073684692383,17.881250381469727,0.8115361928939819
52," 3,400","3,400 books",0.0995018482208252,18.136645078659058,0.6171385645866394
53, The late 17th century.,end of the 17th century,0.3042328357696533,18.769566774368286,0.860573410987854
54, He declared that adult Han Chinese men must shave the front of their heads and comb the remaining hair into the queue hairstyle.,"the ""haircutting order"")",0.07884812355041504,22.059896230697632,0.4575834274291992
55, North of the tropics.,North and south of the tropics,0.0806882381439209,18.495961904525757,0.9293768405914307
56, 1976,1976,0.09091067314147949,17.90694260597229,1.0
57, 1850-1864,(1850–64),0.1176457405090332,18.555546045303345,0.7520078420639038
58, Zhu Zhiliang was a descendant of the Ming dynasty Imperial family and was inducted into the Chinese Plain White Banner in the Eight Banners.,perform rituals,0.08348488807678223,22.9599826335907,0.03217766061425209
59," The Chief of Staff of the Air Force exercises supervision over Air Force units, and serves as a member of the Joint Chiefs of Staff.",commander in planning,0.3178279399871826,22.750665426254272,0.30067306756973267
60," Over 2,000 years.","2,000 years",0.07048916816711426,18.705394983291626,0.8588111400604248
61, 2001,2001,0.08727002143859863,17.976617336273193,1.0
62, Manchu and Mongol.,Manchu and Mongol,0.08090448379516602,18.496888399124146,0.9827064275741577
63, 1723,1723,0.07729315757751465,17.869167804718018,1.0000001192092896
