idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"Roberto Benigni is older, born in 1952, while Ringo Lam was born in 1955.",Roberto Remigio Benigni,0.0011508464813232422,3.021852970123291,0.5029242634773254
1,"""Tie a Yellow Ribbon Round the Ole Oak Tree""","""Tie a Yellow Ribbon Round the Ole Oak Tree""",0.0012156963348388672,1.0572311878204346,1.0
2,Sidney Morgan.,Sidney Morgan,0.0009992122650146484,0.6312556266784668,0.9810505509376526
3,Eru Ilúvatar,Húrin,0.000978231430053711,0.7767460346221924,0.2685910761356354
4,Jello Biafra has more entertainment projects and collaborations.,Pierre Charles Bouvier,0.0009236335754394531,1.0009517669677734,0.04409939795732498
5,Composer and organist.,composer,0.0009927749633789062,0.7478210926055908,0.7329118251800537
6,The National Amateur Body-Builders' Association (NABBA).,National Amateur Body-Builders' Association (NABBA),0.0009665489196777344,1.1004607677459717,0.9875801205635071
7,The Neal S. Blaisdell Center.,Ward Estate,0.0010068416595458984,0.934312105178833,0.1557786613702774
8,2000 (Haier Pakistan),2000,0.0010590553283691406,0.867020845413208,0.6310790777206421
9,Natalie Gumede.,Natalie Gumede,0.0010750293731689453,0.6998493671417236,0.9856122732162476
10,"Amalie Arena, home of the Tampa Bay Lightning.",Tampa Bay Lightning,0.0008924007415771484,0.9939253330230713,0.6977146863937378
11,Yes.,yes,0.000989675521850586,0.6064214706420898,0.836855947971344
12,Florence Delorez Griffith Joyner.,Florence Griffith Joyner,0.0008542537689208984,0.8333127498626709,0.9174344539642334
13,1964.,1964,0.0010526180267333984,0.702866792678833,0.9599661827087402
14,Area 2 is a division of the Nevada Test Site in the Mojave Desert.,Nevada Test Site,0.0008957386016845703,1.207024097442627,0.570425808429718
15,Kris Kross.,Kris Kross,0.0009558200836181641,0.7035043239593506,0.9882841110229492
16,The University of Louisville.,University of Louisville,0.0010440349578857422,0.7353456020355225,0.9754641056060791
17,"Xingyi, Guizhou.",Xingyi,0.0008676052093505859,0.7885115146636963,0.7783118486404419
18,Adelaide.,Adelaide,0.0008885860443115234,0.6058886051177979,0.9673576354980469
19,Virginia.,Colony of Virginia,0.0008504390716552734,0.581895112991333,0.667988657951355
20,North Rhine-Westphalia.,North Rhine-Westphalia,0.0008394718170166016,0.7749450206756592,0.9880428314208984
21,"Commander Lexa in The CW series ""The 100"".",Commander Lexa,0.0008554458618164062,1.050311803817749,0.7776421308517456
22,S.M. Academy Casting.,the 2006 S.M. Academy Casting,0.0008211135864257812,0.7429356575012207,0.8913198709487915
23,Saturday Night Live.,Saturday Night Live,0.0008950233459472656,0.7049071788787842,0.9659030437469482
24,1976,1976,0.0008351802825927734,0.6192045211791992,1.0
25,1965,1965,0.0009212493896484375,0.6578090190887451,1.0000001192092896
26,Cybill Shepherd.,Cybill Shepherd,0.0009219646453857422,0.65639328956604,0.9866208434104919
27,"110,925 (2010 census)","110,925",0.0008733272552490234,0.9057610034942627,0.7658569812774658
28,"Dr. Bob Kelso is portrayed by Ken Jenkins, who starred in the 1991 drama/thriller ""Edge of Honor"".",Dr. Bob Kelso,0.0008935928344726562,1.6236989498138428,0.6343632340431213
29,Please Take Care of My Refrigerator.,Please Take Care of My Refrigerator,0.000885009765625,0.8646855354309082,0.9852120876312256
30,True.,"It is managed by Northern, who operate most of the passenger services that call there",0.0008852481842041016,0.6069533824920654,0.05317742004990578
31,Eric Corton.,Eric Corton,0.0008528232574462891,0.697441577911377,0.9862484335899353
32,Ladies' Magazine was founded first in 1828.,The Ladies' Magazine,0.0010142326354980469,0.921405553817749,0.5968097448348999
33,A Double cantilever hangar.,Double cantilever hangar,0.0009894371032714844,0.8714399337768555,0.9166401624679565
34,The Librarians.,The Librarians,0.0009307861328125,0.6950147151947021,0.980456531047821
35,Jackson.,Jackson,0.0009410381317138672,0.608557939529419,0.962256133556366
36,1943.,1943,0.0009777545928955078,0.6943356990814209,0.9630140662193298
37,Ahmed Johnson.,Anthony Norris,0.0009975433349609375,0.6648869514465332,0.4564077854156494
38,"The ""Harry and Louise"" commercials were run against the healthcare reform package proposed by the administration of President Bill Clinton.",the Harry and Louise commercials,0.0010881423950195312,1.4549832344055176,0.67378830909729
39,"Val Guest had more artistic skills such as directing, as he directed 14 films for Hammer and also worked on science fiction films, whereas Mario Bava was primarily a director and screenwriter, with some work in special effects and cinematography.",Mario Bava,0.0009844303131103516,2.4970481395721436,0.5570249557495117
40,"Giovanni Battista Pergolesi has 5 notable job titles mentioned (composer, violinist, organist, librettist, and music theorist), while Jean-Philippe Rameau has 2 notable job titles mentioned (composer and music theorist).",Jean-Philippe Rameau,0.0009906291961669922,2.753596544265747,0.495607852935791
41,Washington Irving.,Washington Irving,0.0009937286376953125,0.6545495986938477,0.9749458432197571
42,2013,2013,0.0010883808135986328,0.6510038375854492,1.0
43,Tema Motorway.,Tema Motorway,0.0009515285491943359,0.6976280212402344,0.9699122309684753
44,"Los Angeles, California.","Los Angeles, California",0.00095367431640625,0.6942329406738281,0.9780498743057251
45,American.,American,0.0009765625,0.6031992435455322,0.9135115146636963
46,American.,American,0.0008971691131591797,0.5713188648223877,0.9135115146636963
47,Caballo Dorado,Caballo Dorado,0.0009529590606689453,0.6825244426727295,1.0
48,Lietkabelis Panevėžys.,Lietkabelis Panevėžys,0.0010673999786376953,0.9919693470001221,0.9866788387298584
49,South Holland.,South Holland,0.0009303092956542969,0.619652271270752,0.9681401252746582
50,"No, Guanghan is in Sichuan province, while Huiyang District is in Guangdong province.",no,0.0009472370147705078,1.3726091384887695,0.12183943390846252
51,"2,956","2,956",0.0009851455688476562,0.6891424655914307,0.9999999403953552
52,13 seasons.,13,0.0010957717895507812,0.6603653430938721,0.5838356018066406
53,The Trail of Tears.,forced removals of Native American nations,0.0010251998901367188,0.7308230400085449,0.2395499348640442
54,Stonebwoy,Stonebwoy,0.0009310245513916016,0.6955859661102295,1.0000001192092896
55,1888,2015,0.0008482933044433594,0.6532580852508545,0.2910672426223755
56,13 Going on 30 and Nine Lives.,13 Going on 30,0.0008232593536376953,0.9429504871368408,0.6494613885879517
57,The Mark of the Lion series.,Mark of the Lion,0.0009868144989013672,0.8225946426391602,0.8143481016159058
58,Betty White.,Betty White,0.0009474754333496094,0.6467304229736328,0.9807517528533936
59,George Weah.,George Weah,0.0009241104125976562,0.650017499923706,0.980098307132721
60,The Brooklyn Museum.,Brooklyn Museum,0.0008547306060791016,0.6842076778411865,0.965421199798584
61,1943,1943,0.0009131431579589844,0.6460657119750977,1.0
62,Bride of Chucky.,Bride of Chucky,0.0009145736694335938,0.7369892597198486,0.9888875484466553
63,Jennifer Lopez,Jennifer Lynn Lopez,0.0009884834289550781,0.5767951011657715,0.9194077849388123
