idx,generated_response,ground_truth,reset_cache_time,generate_time,bert_score,rouge1_score,rougeL_score
0," March 29, 1939",29 March 1939,0.0008411407470703125,1.9582645893096924,0.9830617904663086,1.0,0.6666666666666666
1, 1692,2005,0.0005371570587158203,0.9436664581298828,0.30925971269607544,0.0,0.0
2," Fish Creek, Wisconsin.","Fish Creek, Wisconsin",0.0005154609680175781,1.3985180854797363,0.9848634600639343,1.0,1.0
3, Both Fothergilla and Clerodendrum are flowering plants.,plants,0.0005099773406982422,3.46797513961792,0.5387663841247559,0.25,0.25
4, 1970s,It was declared a heritage building by both countries in the 1970s.,0.0005033016204833984,1.1863465309143066,0.43009257316589355,0.15384615384615385,0.15384615384615385
5, Greeneville,"Tusculum, Tennessee",0.0005049705505371094,0.7167129516601562,0.47120487689971924,0.0,0.0
6, Joan Bennett,Joan Bennett,0.0004971027374267578,0.7177307605743408,1.0000001192092896,1.0,1.0
7," The New York Review of Books is a semi-monthly magazine with articles on literature, culture, economics, science, and current affairs. Lindy's Sports is a sports magazine.",magazine,0.0005016326904296875,8.451969146728516,0.5341540575027466,0.0689655172413793,0.0689655172413793
8, Ulli Lommel,Ulli Lommel,0.0004992485046386719,1.400303840637207,1.0000001192092896,1.0,1.0
9, Central State University,Central State University,0.0005030632019042969,0.9470856189727783,1.0000001192092896,1.0,1.0
10, Jennifer Lopez,Brooke Elliott,0.0005052089691162109,0.726010799407959,0.33446383476257324,0.0,0.0
11, Knocking,Knocking,0.0005085468292236328,0.7313570976257324,1.0,1.0,1.0
12, University of Illinois at Urbana–Champaign,West Point,0.0005011558532714844,2.3131754398345947,0.1772838532924652,0.0,0.0
13, Vanessa White,Vanessa White,0.000499725341796875,0.7272765636444092,1.0,1.0,1.0
14, André the Giant,André the Giant,0.0005121231079101562,0.9440717697143555,1.0,1.0,1.0
15, Herding dogs.,herding,0.0004947185516357422,1.1717216968536377,0.8383628129959106,0.6666666666666666,0.6666666666666666
16, United States,American,0.0005118846893310547,0.7159531116485596,0.6264461278915405,0.0,0.0
17," No, Alan Berg did not compose Giulio Cesare.",no,0.0005047321319580078,2.991417646408081,0.0765945166349411,0.2222222222222222,0.2222222222222222
18, Dome Mine,Dome Mine,0.0005006790161132812,0.7180588245391846,1.0,1.0,1.0
19, 2014,2015,0.0005419254302978516,0.9486370086669922,0.844821572303772,0.0,0.0
20, Altrincham,the Robins,0.0005102157592773438,1.1726253032684326,0.07977178692817688,0.0,0.0
21, France,Western Front,0.0004978179931640625,0.4886817932128906,0.29101577401161194,0.0,0.0
22, Arvo Pärt,Arvo Pärt,0.0005030632019042969,1.4012305736541748,1.0,1.0,1.0
23, 1980,9 January 1982,0.0005068778991699219,0.9488396644592285,0.6813172101974487,0.0,0.0
24, The New York Knicks.,New York Knicks,0.0005006790161132812,1.412428617477417,0.9528256058692932,0.8571428571428571,0.8571428571428571
25, Hyde Exploring Expedition,Chaco Culture National Historical Park,0.0005068778991699219,1.1728429794311523,0.1518813669681549,0.0,0.0
26, Actor.,director,0.0005362033843994141,0.7183856964111328,0.5118542909622192,0.0,0.0
27, Pedro Rodríguez,Ricardo Rodríguez,0.0005064010620117188,1.175297737121582,0.8656890988349915,0.6666666666666666,0.6666666666666666
28, 35,sparsely populated,0.0005006790161132812,0.724266767501831,0.08477043360471725,0.0,0.0
29, 1981,1981,0.000514984130859375,0.9432687759399414,1.0000001192092896,1.0,1.0
30, Johnathon Schaech.,Johnathon Schaech,0.0005068778991699219,1.4036359786987305,0.9872646927833557,1.0,1.0
31, Ashanti.,Ashanti,0.0005054473876953125,0.9904203414916992,0.982911229133606,1.0,1.0
