idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score
0, House Beautiful,House Beautiful,0.04775404930114746,7.044407606124878,1.0
1, Yes.,yes,0.0521845817565918,7.026592016220093,0.836855947971344
2, Eye in the Sky,"""Eye in the Sky""",0.04886436462402344,7.255105257034302,0.9358803033828735
3, Thunder,AC/DC,0.04732537269592285,6.905953884124756,0.3110836446285248
4, 659 minutes,659,0.05148625373840332,7.128121614456177,0.5203872919082642
5, Julie Cooper,Julie Cooper,0.05079364776611328,7.045586347579956,1.0
6, Ramallah,Ramallah,0.05157899856567383,7.031038045883179,1.0
7, Yes.,no,0.0475621223449707,7.050171136856079,0.5598188042640686
8, Atomic Blonde,Kurt Johnstad,0.051126956939697266,7.039527654647827,0.23684433102607727
9, Bugs Bunny,Bugs Bunny,0.051682472229003906,7.037172555923462,1.0
10, Kelley Jakle,Kelley Jakle,0.0481874942779541,7.167200565338135,1.0
11, China.,People's Republic of China,0.04857230186462402,7.0663604736328125,0.5142704248428345
12, Asia.,Asia,0.047142744064331055,7.040816068649292,0.9424371719360352
13, MacGyver.,"the television series ""MacGyver"" (1985–1992)",0.05185842514038086,7.38567328453064,0.7032359838485718
14," Cleo came out monthly, while Croissant came out biweekly.",Croissant,0.0478672981262207,8.407926321029663,0.6070781350135803
15, Jennifer Beals,Flashdance,0.04849076271057129,7.137060642242432,0.22670964896678925
