idx,generated_response,ground_truth,load_knowledge_time,generate_time,bert_score,rouge1_score,rougeL_score
0, Carroll County.,Carroll,0.048451900482177734,8.800496578216553,0.6295450329780579,0.6666666666666666,0.6666666666666666
1, Britney Spears,Britney Spears,0.20958971977233887,8.800384521484375,1.0,1.0,1.0
2, Oklahoma Sooners,2000 Oklahoma Sooners football team,0.04928874969482422,8.799428701400757,0.8229674100875854,0.5714285714285715,0.5714285714285715
3," Seattle, Washington.","Seattle, Washington",0.21141314506530762,8.989665031433105,0.9763107299804688,1.0,1.0
4," Detroit, Michigan.",Detroit,0.048150062561035156,8.925580263137817,0.8563942313194275,0.6666666666666666,0.6666666666666666
5, copper,trusts,0.05898618698120117,8.553257942199707,0.2511850595474243,0.0,0.0
6, Jimmie Johnson,the No. 48 Chevrolet SS,0.04790019989013672,8.798791408538818,0.21979981660842896,0.0,0.0
7, India.,India,0.2168138027191162,8.702219009399414,0.9400805234909058,1.0,1.0
8, St. Louis Lambert International Airport,St. Louis Lambert International Airport,0.04845070838928223,9.20422649383545,1.0000001192092896,1.0,1.0
9, Ghana Air Force.,Ghana Air Force,0.04811716079711914,8.948284149169922,0.9720833897590637,1.0,1.0
10," No, they are not located in the same state. George Washington University is located in Washington, D.C., and Carnegie Mellon University is located in Pennsylvania.",no,0.06372356414794922,12.39881682395935,0.03839566931128502,0.07407407407407407,0.07407407407407407
11," 39,502","39,502",0.21558237075805664,8.934843301773071,1.0,1.0,1.0
12, The Musterschule.,Musterschule,0.0485377311706543,9.199199676513672,0.9298993349075317,0.6666666666666666,0.6666666666666666
13, Walt Disney Pictures,Walt Disney Pictures,0.04867076873779297,8.796731233596802,1.0,1.0,1.0
14, England.,England,0.056700706481933594,8.702497959136963,0.9507434368133545,1.0,1.0
15, 147 games.,147,0.21323370933532715,8.934986591339111,0.6941488981246948,0.6666666666666666,0.6666666666666666
