idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,African-American.,African American,0.3318500518798828,1.845418930053711,0.8992266654968262,1.0,1.0
1,Lauren Weisberger's 2003 novel of the same name.,Lauren Weisberger's 2003 novel of the same name,0.5032193660736084,0.8103954792022705,0.9745950698852539,1.0,1.0
2,Executive Director of the Australia-Japan Research Centre.,Emeritus Professor of Economics,0.3157050609588623,0.659674882888794,0.33415770530700684,0.16666666666666666,0.16666666666666666
3,Harold Wilson.,Harold Wilson,0.30083441734313965,0.2996053695678711,0.978937029838562,1.0,1.0
4,Draymond Green.,Draymond Green,0.2929813861846924,0.43526482582092285,0.9875936508178711,1.0,1.0
5,Tool.,Tool,0.25128865242004395,0.27073168754577637,0.9141275882720947,1.0,1.0
6,The CIA.,the CIA,0.42233943939208984,0.3588113784790039,0.9737504124641418,1.0,1.0
7,Over 100 languages.,100,0.24468159675598145,0.32769227027893066,0.3921327590942383,0.5,0.5
8,Pete's Tavern on Irving Place in New York City.,at Pete's Tavern on Irving Place in New York City,0.7013158798217773,0.5994539260864258,0.9687362909317017,0.9523809523809523,0.9523809523809523
9,Asian Paralympic Committee (APC),Asian Paralympic Committee,0.377490758895874,0.6166012287139893,0.8976110816001892,0.8571428571428571,0.8571428571428571
10,New York's 6th State Senate district.,8th,0.5703260898590088,0.6252384185791016,0.30647459626197815,0.0,0.0
11,Pulitzer Prize and Tony nominations.,Pulitzer Prize,0.30042004585266113,0.4780294895172119,0.7391706109046936,0.5714285714285715,0.5714285714285715
12,1892,1892,0.44031691551208496,0.35828471183776855,1.0000001192092896,1.0,1.0
13,Michael Williams.,Mike Will Made It,0.29561376571655273,0.3594832420349121,0.3566696047782898,0.0,0.0
14,The Amazon rainforest.,Amazon rainforest,0.6984779834747314,0.4018425941467285,0.9383839964866638,0.8,0.8
15,Jules Massenet.,Jules Émile Frédéric Massenet,0.41457629203796387,0.435927152633667,0.8539185523986816,0.5,0.5
16,They are both film directors.,film director,0.4088902473449707,0.45135498046875,0.7297666072845459,0.5714285714285715,0.5714285714285715
17,25 episodes.,25,0.43645215034484863,0.39917635917663574,0.4410458207130432,0.6666666666666666,0.6666666666666666
18,1940,1940,0.4288620948791504,0.3597559928894043,0.9999999403953552,1.0,1.0
19,"None, they are from different fields: music and architecture/history.",music,0.30228424072265625,0.7361938953399658,0.408978134393692,0.18181818181818182,0.18181818181818182
20,Chlorine gas.,Turpenite,0.5467414855957031,0.3259010314941406,0.14726899564266205,0.0,0.0
21,Rihanna.,Rihanna,0.5391297340393066,0.32303547859191895,0.9637503623962402,1.0,1.0
22,1962.,1962,0.34107255935668945,0.3313107490539551,0.9593217968940735,1.0,1.0
23,"Ferula genus is more useful to humans as it includes plants with medicinal and aromatic properties, such as Galbanum and Muskroot.",Ferula,0.44280219078063965,1.260167121887207,0.5674722194671631,0.0909090909090909,0.0909090909090909
24,Jeremy,Jeremy,0.5741655826568604,0.2624175548553467,0.9999999403953552,1.0,1.0
25,"manager to Tommy Wright at St Johnstone.

Richard Hill (footballer, born 1963): 
Richard Wilfred Hill (born 20 September 1963) is an English football coach and manager, who is currently Director of Football and caretaker manager at Eastleigh. He is also a former footballer who played for Oxford United, Watford, Northampton Town and Leicester City. He has been assistant manager at six different clubs, including Queens Park Rangers, had a difficult but successful stint as manager of Stevenage Borough before he took Eastleigh into the National League for the first time in their history.

Bobby Davison: 
Robert ""Bobby"" Davison (born 17 July 1959) is an English former professional footballer who played as a striker. Born in South Shields he began his career with Huddersfield Town before spending time at Halifax Town, Derby County (twice), Leeds United, Sheffield United (twice), Leicester City, Rotherham United and Hull City. After he retired from playing he spent time on the coaching staff of a number of clubs, including brief spells as manager of Guiseley and Ferencváros, and is currently youth team coach at Crystal Palace and assistant manager to Noel Blake's England national under-19 football team.

Nigel Pearson: 
Nigel Graham Pearson (born 21 August 1963) is an English football manager and former professional player who is currently manager of OH Leuven. He previously managed Hull City, Southampton, Carlisle United and Leicester City and was assistant manager for England Under-21s and Newcastle United. During his playing career, he was a defender and played for Shrewsbury Town, Sheffield Wednesday and Middlesbrough.

History of Leicester City F.C.: 
This is the history of Leicester City Football Club, based in Leicester, England, the United Kingdom. Having been founded over a 100 years ago, for the first time, in the 2015–16 season, Leicester City won the Premier League, with manager Claudio Ranieri being the manager. Also, in this same season, the team qualified for the UEFA Champions League.

2014–15 Oxford United F.C. season: 
The 2014–15 season was Oxford United's fifth season in League Two after returning from the Conference, and their first under new manager Michael Appleton. They finished 13th in the table, following an 8th-place finish in League Two in 2013–14. It was the club's 121st year in existence, their 115th of competitive football and their 66th since turning professional. This article covers the period from 1 July 2014 to 30 June 2015.

Michael Appleton: 
Michael Antony Appleton (born 4 December 1975) is an English football coach and former player who is currently the assistant manager of Leicester City.

Brian Carey: 
Brian Patrick Carey (born 31 May 1968) is a former Irish international footballer who played in the Football League for Leicester City as well as Wrexham, whom he also served as manager. Since his playing retirement he has worked as the Assistant Manager at Doncaster and Wolves and Chesterfield FC. He was the Lead Professional Development a Coach at Blackburn Rovers until May 2015 until early diapered for First Team League Football once again. He is a UEFA A Licence Coach, holds a BSc in Sport Coaching and Exercise Science and he has represented Republic of Ireland at Senior International Level.

Malcolm Shotton: 
Malcolm Shotton (born 16 February 1957) is an English former professional footballer and manager. He was on the books of Leicester City as an apprentice but failed to make the break into senior football there. He played for Atherstone United and Nuneaton Borough in non-league football before signing for Oxford United in 1980. He formed a notable defensive partnership with Gary Briggs and went on to become captain of the side as they rose from Division Three to Division One. His finest moment as captain was lifting the Milk Cup at Wembley Stadium in April 1986. At the end of the following season he was transferred to Portsmouth. He later played for Huddersfield Town, Barnsley, Hull City and Ayr United and, after his playing career ended, served as assistant manager at Barnsley.
        ------------------------------------------------
        Answer the question with a super short answer.
        Question:
        The current assistant manager of Leicester City used to coach which team in the 2014-15 Season?
        
        assistant
         Oxford United.",Oxford United,0.695206880569458,0.36496615409851074,0.26397112011909485,0.005706134094151213,0.005706134094151213
26,Thomas Paine.,Thomas Paine,0.3112800121307373,0.37947583198547363,0.9836512804031372,1.0,1.0
27,Swedish.,English,1.2531707286834717,0.3293421268463135,0.5857225656509399,0.0,0.0
28,"""A Long Way Home"" by Saroo Brierley.","""A Long Way Home""",0.32666492462158203,0.6934571266174316,0.7175344228744507,0.7272727272727273,0.7272727272727273
29,"ALi released a song based on the Nayoung Case, which is a metaphor for the ""crab mentality"".",k-os,0.2588357925415039,1.1767501831054688,0.08706821501255035,0.0,0.0
30,"The Dickinson Homestead in Amherst, Massachusetts.","Pittsburgh, Pennsylvania",0.4133143424987793,0.5440788269042969,0.32491251826286316,0.0,0.0
31,887,887,0.28008079528808594,0.324871301651001,0.9999999403953552,1.0,1.0
