idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,The 2017 Cannes Film Festival.,Cannes Film Festival,0.4201846122741699,2.8550992012023926,0.8803174495697021
1,Memorial City Mall.,Memorial City Mall,0.3897280693054199,1.219282865524292,0.9667278528213501
2,Szombathelyi Haladás,Szombathelyi Haladás,0.4187638759613037,1.1919193267822266,1.0
3,Jamal Crawford,Jamal Crawford,0.2963221073150635,0.9394843578338623,1.0
4,"Yes, both Edwin Greenwood and Andrew Lau Wai-Keung were directors.",yes,0.2914154529571533,1.697235345840454,0.11136861145496368
5,"Timothy Leary was from the United States, which is farther West than Jaroslav Seifert, who was from Czechoslovakia.",Timothy Francis Leary,0.31316661834716797,2.1339850425720215,0.6102564334869385
6,Dan Bilzerian.,Brandon,0.353252649307251,1.1397604942321777,0.38871103525161743
7,Walt Disney Productions.,Walt Disney,0.4052128791809082,1.3739681243896484,0.8660064935684204
8,"The series ""Wisdom of the Crowd"" premiered on October 1, 2017.","October 1, 2017",0.30763864517211914,1.835216999053955,0.470199316740036
9,The Bling Ring.,The Bling Ring,0.4372100830078125,1.390625,0.9865915775299072
10,"Bae Doona in ""Sympathy for Mr. Vengeance"".",Sympathy for Mr. Vengeance,0.308398962020874,1.8599374294281006,0.7318336963653564
11,Macbeth.,"""Macbeth""",0.46309947967529297,1.0610170364379883,0.9154202938079834
12,World War I.,World War II,0.2684593200683594,1.1444578170776367,0.7649798393249512
13,Vijay Iyer released an album on the Red Giant record label.,Vijay Iyer,0.3140735626220703,1.7180252075195312,0.6187142133712769
14,Jeff Wincott is older than Michael Wincott.,Jeffrey Wincott,0.3856527805328369,1.5866467952728271,0.7006030678749084
15,"Al Bano, an Albanian citizen, sings in both Italian and Spanish.",Albano Carrisi,0.2866792678833008,1.690694808959961,0.37516525387763977
16,SpongeBob SquarePants.,Stephen Hillenburg,0.29024600982666016,1.4768195152282715,0.17023473978042603
17,English.,English,0.4434170722961426,1.0615522861480713,0.9305142164230347
18,Fox Sports 1.,Fox Sports 1,0.2950747013092041,1.2704546451568604,0.9868631958961487
19,Uhrichsville.,Uhrichsville,0.4510679244995117,1.2754063606262207,0.9861499667167664
20,Stansted Airport terminal building.,London Stansted Airport,0.6705825328826904,1.435875654220581,0.819890558719635
21,"The Quiet Family (South Korean film) was released in 1998, while Veettuku Veedu (Indian Tamil film) was released in 1970.",South Korean comedy horror film.,0.3602287769317627,2.912708044052124,0.4252563714981079
22,Tennis.,tennis,1.4259881973266602,1.222691535949707,0.9499958753585815
23,Cantinflas and David Niven.,Cantinflas and David Niven,0.749791145324707,1.4098541736602783,0.9820008277893066
24,"West Chester, Pennsylvania. The population is 18,461.","18,461",0.29053187370300293,1.7808771133422852,0.4121822714805603
25,"Joseph Michael Cross starred in ""Running with Scissors"" (2006), which earned Joseph Cross a Satellite Award for Best Actor – Motion Picture.",Andy García,0.26244473457336426,2.504855155944824,0.19077463448047638
26,Tim Burton.,Tim Burton,0.27550768852233887,1.1468772888183594,0.9732798337936401
27,"Yes, both Peter Furler and Amy Lee are songwriters.",yes,0.30564165115356445,1.7754669189453125,0.22378918528556824
28,The Life of Birds (1998) was released before Genghis Blues (1999).,The Life of Birds,0.44170069694519043,1.997075080871582,0.5542637705802917
29,1952,1952,0.4341888427734375,1.2451786994934082,0.9999999403953552
