idx,generated_response,ground_truth,load_knowledge_time,generate_time
0," San Diego State University was founded in 1897, while The Northcap University was founded in 1996.",San Diego State University,0.052841901779174805,10.534001111984253
1, Shirley Jones,Shirley Jones,0.10988736152648926,7.9139158725738525
2," Brunswick, Victoria.","Brunswick, Victoria",0.05983448028564453,8.186830282211304
3, Cincinnati Reds,Cincinnati Reds,0.056596994400024414,7.934679269790649
4, 1945,1945,0.060183048248291016,8.056164264678955
5," September 27, 2017.","September 13, 2017",0.10907173156738281,8.666981220245361
6, Kenneth J. Alford,Kenneth J. Alford,0.07621431350708008,8.31282377243042
7, Yes.,no,0.10830998420715332,7.985372066497803
8, Le Château de la Belle au Bois Dormant,Sleeping Beauty Castle,0.06187582015991211,9.168816566467285
9," Montagu House, Portman Square.",Montagu House,0.10021471977233887,8.684956550598145
10, Cachar,Cachar,0.07352471351623535,8.063563346862793
11, Kiranjit Ahluwalia,Kiranjit Ahluwalia,0.11859917640686035,8.55798077583313
12, Yes.,no,0.07318520545959473,7.926585912704468
13, Silesia,"40,000 km2",0.10365939140319824,8.08754849433899
14," Yes, in 2010.",no,0.06738495826721191,8.570620775222778
15, United States,American,0.07084059715270996,7.965996742248535
