idx,generated_response,ground_truth,reset_cache_time,generate_time
0, Gonks Go Beat,Gonks Go Beat,0.00048160552978515625,0.6760468482971191
1, Angela Bassett,Patricia Idlette,0.0005230903625488281,0.5008633136749268
2, Nestlé,Nestlé,0.0004792213439941406,0.38433337211608887
3, 1952,1952,0.0005040168762207031,0.5047240257263184
4, Charles Robert Jenkins.,Charles Robert Jenkins,0.0004944801330566406,0.6126277446746826
5, Sechs Kies,Sechs Kies,0.0004870891571044922,0.6244680881500244
6, Transdev Blazefield.,Transdev Blazefield,0.000484466552734375,0.9805278778076172
7," ""Kiss from a Rose""",Batman Forever,0.0004868507385253906,1.0255646705627441
8, 1971,1968,0.0004930496215820312,0.4943690299987793
9, Cobrapost.,Aniruddha Bahal,0.0005078315734863281,0.6340277194976807
10, Eurovision Song Contest 1967,Eurovision Song Contest 1967,0.0004889965057373047,0.9700753688812256
11, 1992,8 July 1992,0.00048613548278808594,0.49515318870544434
12, 1870,1879,0.0004832744598388672,0.4946446418762207
13, United States,U.S.,0.0004999637603759766,0.37860965728759766
14, Irrigation canals.,canals,0.00048732757568359375,0.7330899238586426
15, Yes,yes,0.0004978179931640625,0.26302170753479004
