idx,generated_response,ground_truth,ir_time,generate_time,bert_score,rouge1_score,rougeL_score
0,"No, they are not. Friday Harbor Airport is in Washington, but Flagstaff Pulliam Airport is in Arizona.",no,0.0008971691131591797,2.3971972465515137,0.10435866564512253,0.1111111111111111,0.1111111111111111
1,The Beatles.,the Beatles,0.0008399486541748047,0.23836946487426758,0.97524493932724,1.0,1.0
2,Lou Gramm is American.,Lou Gramm,0.0007162094116210938,0.3439829349517822,0.8367116451263428,0.6666666666666666,0.6666666666666666
3,The House of Habsburg.,the Habsburgs,0.0006918907165527344,0.4157261848449707,0.8505738377571106,0.6666666666666666,0.6666666666666666
4,Jewel Kilcher.,Jewel Kilcher,0.0007374286651611328,0.27083539962768555,0.9786516427993774,1.0,1.0
5,There is no information about the Everglades Radio Network in the given context.,Atlantic Sun Conference,0.0007319450378417969,0.7005326747894287,0.2400996834039688,0.0,0.0
6,Mark Twain.,Mark Twain,0.0007243156433105469,0.2749207019805908,0.9798051118850708,1.0,1.0
7,I couldn't find the birth date of the rapper who made '97 Bonnie & Clyde.,"October 17, 1972",0.0007021427154541016,0.7714493274688721,0.3023597002029419,0.0,0.0
8,World War II.,World War II,0.0007669925689697266,0.27419209480285645,0.9605373740196228,1.0,1.0
9,Margaret Beaufort.,Lady Margaret Beaufort,0.0007226467132568359,0.3276073932647705,0.9531649947166443,0.8,0.8
10,There is no information about a person winning eight Winter Olympics medals and hosting Minute to Win It.,Apolo Ohno,0.0007224082946777344,0.8136873245239258,0.15393993258476257,0.0,0.0
11,"Elle Girl was launched in 2001, while Viva was founded in 1993.",Elle Girl,0.0007147789001464844,0.8072924613952637,0.5234462022781372,0.2857142857142857,0.2857142857142857
12,Boliviana de Aviación.,Boliviana de Aviación,0.0008640289306640625,0.4444115161895752,0.9859575033187866,1.0,1.0
13,China.,China,0.00070953369140625,0.20107698440551758,0.945481538772583,1.0,1.0
14,Vanessa Hudgens.,Vanessa Hudgens,0.0006732940673828125,0.27483272552490234,0.9808677434921265,1.0,1.0
15,Town Without Pity (1961) came out before Almost Sunrise (2016).,4,0.0007193088531494141,0.7380928993225098,0.016504142433404922,0.0,0.0
