idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,The Mozilla Foundation.,Mozilla Foundation,0.0009846687316894531,1.7455835342407227,0.9259703159332275
1,January 2009.,January 2009,0.0009546279907226562,0.5133166313171387,0.9733129739761353
2,Transistors.,transistors,0.0008537769317626953,0.49091553688049316,0.9459264278411865
3,A byte.,a byte,0.0008499622344970703,0.43720459938049316,0.9634421467781067
4,Quantum factoring.,quantum factoring,0.0008807182312011719,0.4701509475708008,0.9782191514968872
5,Richard Braithwait.,Richard Braithwait,0.0008475780487060547,0.5341169834136963,0.9869220852851868
6,The Z3.,the Z3,0.0008633136749267578,0.4937596321105957,0.983423113822937
7,5,a record five,0.0008742809295654297,0.3913884162902832,0.642279863357544
8,The United States Navy.,the United States Navy,0.0008809566497802734,0.529710054397583,0.9767524600028992
9,World War II.,"World War II,",0.0008702278137207031,0.49440431594848633,0.9625085592269897
10,Programmer error or an oversight made in the program's design.,programmer error or an oversight made in the program's design,0.0008742809295654297,0.7727136611938477,0.9279968738555908
11,Persia (in 1235) by Abi Bakr of Isfahan.,Persia,0.0008609294891357422,0.9827017784118652,0.7122883796691895
12,Semiconductors.,photolithographed semiconductors,0.0008409023284912109,0.5026485919952393,0.5725104808807373
13,The 1967 Referendum.,1967 Referendum,0.0008769035339355469,0.6036269664764404,0.9671088457107544
14,September 1947.,September 1947,0.0008709430694580078,0.5305640697479248,0.9769178628921509
15,The University of Pennsylvania.,University of Pennsylvania,0.0008563995361328125,0.5121359825134277,0.9653996229171753
16,SAGE system.,SAGE system,0.0008831024169921875,0.4949676990509033,0.9579161405563354
17,Tommy Flowers.,Flowers,0.0008628368377685547,0.43886733055114746,0.5954682230949402
18,1936.,1936,0.0008871555328369141,0.4737358093261719,0.9675049185752869
19,Problems with interoperability.,problems with interoperability,0.0008487701416015625,0.48314762115478516,0.9787808060646057
20,A severe drought.,a severe drought,0.0008618831634521484,0.47566938400268555,0.978617787361145
21,"AND, OR, XOR, and NOT.","AND, OR, XOR, and NOT",0.0008454322814941406,0.6601495742797852,0.9921127557754517
22,The 1770s.,In the 1770s,0.0008828639984130859,0.5665044784545898,0.9207605123519897
23,Derek J. de Solla Price.,Derek J. de Solla Price.,0.00087738037109375,0.6191434860229492,1.0000001192092896
24,1888.,1888,0.0008525848388671875,0.4752213954925537,0.9602977633476257
25,12 September 1958.,12 September 1958.,0.0008544921875,0.5868823528289795,0.9999999403953552
26,Bob Hawke led Australian Labor Party.,Bob Hawke,0.0008785724639892578,0.6213769912719727,0.738160252571106
27,"The Z2, created by German engineer Konrad Zuse in 1939.",The Z2,0.0008530616760253906,0.9670031070709229,0.6960930228233337
28,Firmware.,software,0.0008497238159179688,0.3974423408508301,0.5430688261985779
29,The 1950s.,50s,0.000850677490234375,0.5500833988189697,0.491230845451355
30,Artificial Intelligence and Machine Learning.,artificial intelligence,0.0008580684661865234,0.5419743061065674,0.7557907104492188
31,Late 2004.,late 2004,0.0008375644683837891,0.5126163959503174,0.9786151647567749
32,private networks or file systems.,private networks,0.0008940696716308594,0.5438129901885986,0.7272402048110962
33,Time-sharing.,"""time-sharing""",0.0008542537689208984,0.4582808017730713,0.90303635597229
34,Internet Explorer.,Internet Explorer,0.0008463859558105469,0.459094762802124,0.7528218030929565
35,Windows operating system.,Windows,0.0008196830749511719,0.49529528617858887,0.7984075546264648
36,Central Processing Unit.,central processing unit,0.0008692741394042969,0.4770164489746094,0.9755199551582336
37,Don Chipp.,Don Chipp,0.0008482933044433594,0.4741842746734619,0.9812923669815063
38,Competition between web browsers.,competition between web browsers,0.0008540153503417969,0.5337684154510498,0.9714312553405762
39,Gigaflops.,(gigaflops),0.00086212158203125,0.49749016761779785,0.8775871992111206
40,consumer choice.,product innovation,0.0008370876312255859,0.44068145751953125,0.3475976586341858
41,The motherboard.,the motherboard,0.00083160400390625,0.43842506408691406,0.9721852540969849
42,The Royal Radar Establishment of the Ministry of Defence.,Royal Radar Establishment of the Ministry of Defence,0.0008413791656494141,0.6941337585449219,0.9818160533905029
43,Wheel-and-disc mechanisms.,wheel-and-disc,0.0008645057678222656,0.5087392330169678,0.8283181190490723
44,rendered in the same way.,rendered in the same way,0.0008409023284912109,0.5489084720611572,0.9317724704742432
45,2010,2010,0.0008587837219238281,0.4401891231536865,1.0
46,The Liberal Party's ideological ancestry stretched back to the anti-Labor groupings in the first Commonwealth parliaments.,anti-Labor groupings in the first Commonwealth parliaments,0.0008499622344970703,1.1555585861206055,0.6812436580657959
47,He resigned.,he resigned,0.0008609294891357422,0.45598483085632324,0.9558387398719788
48,"Menzies promised to end rationing of butter, tea, and petrol, and provide a five-shilling endowment for first-born children, as well as for others.","end rationing of butter, tea and petrol and provided a five-shilling endowment for first-born children",0.0008480548858642578,1.6247856616973877,0.7681591510772705
49,"The flow of control within the program, which allows the computer to repeat instructions until an internal condition is met.",the flow of control,0.0008475780487060547,1.1496531963348389,0.5572643280029297
50,Jumps.,"""jumps""",0.0008456707000732422,0.45541906356811523,0.8847269415855408
51,2400 BC.,2400 BC,0.0008373260498046875,0.5117454528808594,0.9849919676780701
52,An assembler.,a compiler,0.0008671283721923828,0.455524206161499,0.5103947520256042
53,"""live bookmarks""",live bookmarks,0.0008332729339599609,0.4710354804992676,0.9621731042861938
54,Multitasking.,multitasking,0.0008785724639892578,0.498870849609375,0.9548789262771606
55,"Franklin D. Roosevelt referred to the middle class as the ""forgotten man"".","""backbone of Australia""",0.0008652210235595703,0.9397962093353271,0.08558762073516846
56,form history.,form and search history,0.0008678436279296875,0.4388573169708252,0.6727467775344849
57,20 words (about 80 bytes),ENIAC,0.0008518695831298828,0.6559557914733887,0.31608423590660095
58,A microsequencer can be found in the control unit.,CPU,0.00086212158203125,0.7880277633666992,0.1951468288898468
59,1947.,1947.,0.0008561611175537109,0.4674503803253174,1.0
60,An interrupt.,"an interrupt,",0.0008466243743896484,0.458115816116333,0.9718502759933472
61,SQL.,SQL,0.0008330345153808594,0.4228360652923584,0.878853440284729
62,1906.,1906,0.0008554458618164062,0.4782588481903076,0.9640109539031982
63,A bit (binary digit) of information.,a bit (binary digit) of information,0.0008389949798583984,0.6584067344665527,0.9820475578308105
64,"Analog computers were originally used for specialized military applications, such as calculating torpedo aiming, and astronomical calculations.",astronomical calculations,0.0008392333984375,1.0592846870422363,0.26304081082344055
65,The 1962 Commonwealth Electoral Act.,Menzies' Commonwealth Electoral Act,0.0008575916290283203,0.6201632022857666,0.7736860513687134
66,development at Google and of Google Chrome.,Google Chrome,0.0008361339569091797,0.6390228271484375,0.6303645372390747
67,DARPA.,DARPA),0.0008485317230224609,0.4386739730834961,0.8674149513244629
68,The birthday cake interview.,the infamous birthday cake interview,0.0009069442749023438,0.5059442520141602,0.947471559047699
69,1977,1977,0.0008425712585449219,0.45766472816467285,1.0
70,1920s.,1920s,0.0008442401885986328,0.5129845142364502,0.9677363038063049
71,"More than 90,000.","more than 90,000",0.0008916854858398438,0.6086215972900391,0.9758829474449158
72,Netscape Navigator.,Netscape Navigator,0.0008370876312255859,0.4962797164916992,0.9325628876686096
73,"January 18, 1944.",18 January 1944,0.0008487701416015625,0.6198093891143799,0.9566041231155396
74,A program counter.,the program counter,0.0008382797241210938,0.4740574359893799,0.9545708894729614
75,0 to 255 or -128 to +127.,0 to 255 or −128 to +127,0.0008404254913330078,0.7636871337890625,0.9315283894538879
76,Malcolm Turnbull.,Malcolm Turnbull,0.0008423328399658203,0.436690092086792,0.9804420471191406
77,5000 times.,5000,0.0008404254913330078,0.5130593776702881,0.6678751111030579
78,Uniform Resource Locator.,Uniform Resource Locator,0.0008337497711181641,0.47692322731018066,0.9483479857444763
79,"The CPU is not explicitly mentioned as being made up of 3 parts in the given text. However, it is mentioned that the CPU contains a special set of memory cells called registers, an ALU (Arithmetic Logic Unit), and a control unit.","The control unit, ALU, and registers",0.0008330345153808594,2.1730401515960693,0.5640786290168762
80,London.,London,0.0008533000946044922,0.4016609191894531,0.9624133110046387
81,Peripheral devices.,Peripheral devices,0.0008211135864257812,0.4412534236907959,0.9500315189361572
82,Campbell Newman.,"former Brisbane Lord Mayor, Campbell Newman",0.0008611679077148438,0.4413321018218994,0.6762176752090454
83,Henry Babbage.,Henry Babbage,0.0008397102355957031,0.4745655059814453,0.9819639325141907
84,A system of pulleys and wires.,system of pulleys and wires,0.0008690357208251953,0.6168081760406494,0.9293699860572815
85,Mobile phone web browser market.,mobile phone web browser,0.0008270740509033203,0.5453484058380127,0.7539907097816467
86,CPUs.,CPUs,0.0009129047393798828,0.401810884475708,0.8991233110427856
87,"Australia, New Zealand, and the United States.","Australia, New Zealand and the United States",0.0008759498596191406,0.6908257007598877,0.9244300127029419
88,browser war.,browser war,0.0008423328399658203,0.45590949058532715,0.956680417060852
89,26 January 1966.,26 January 1966,0.0008592605590820312,0.5829377174377441,0.9827836155891418
90,The Yong Mans Gleanings by Richard Braithwait.,The Yong Mans Gleanings,0.0008380413055419922,0.7872858047485352,0.7144858241081238
91,Anti-communism.,Anti-communism,0.0008544921875,0.5299906730651855,0.9605956673622131
92,1917,1917,0.0008461475372314453,0.4579308032989502,1.0
93,1945.,1945,0.0008323192596435547,0.4933199882507324,0.9676908850669861
94,Tony Abbott.,Tony Abbott,0.0008406639099121094,0.4353039264678955,0.9694139957427979
95,4GL provides ways to obtain information without requiring the direct help of a programmer.,provides ways to obtain information without requiring the direct help of a programmer,0.0008478164672851562,0.9743208885192871,0.6073497533798218
96,The University of Pennsylvania.,University of Pennsylvania,0.0008752346038818359,0.513007640838623,0.9653996229171753
97,John Howard and Paul Keating.,former Treasurer John Howard competing with former Foreign Minister Andrew Peacock,0.0008561611175537109,0.5842468738555908,0.45247748494148254
98,Firmware.,"firmware,",0.0008490085601806641,0.40392470359802246,0.9504395723342896
99,An interpreter.,an interpreter,0.0008521080017089844,0.46191835403442383,0.955042839050293
100,1833,1833,0.0008738040924072266,0.44013428688049316,0.9999998807907104
101,Intel 4004.,Intel 4004,0.0008494853973388672,0.516676664352417,0.9732100963592529
102,Uniform Resource Locator.,Uniform Resource Identifier,0.0008370876312255859,0.47710442543029785,0.7462499141693115
103,Marc Andreessen released Mosaic in 1993.,Marc Andreessen,0.0008554458618164062,0.7558071613311768,0.6012257933616638
104,The Manchester Small-Scale Experimental Machine (Baby) was built at the Victoria University of Manchester.,Victoria University of Manchester,0.0008509159088134766,1.0143365859985352,0.496268093585968
105,The electronics division of the Atomic Energy Research Establishment at Harwell.,electronics division of the Atomic Energy Research Establishment at Harwell,0.0008554458618164062,0.7985374927520752,0.9918073415756226
106,Kythera and Crete.,Kythera and Crete,0.0008471012115478516,0.5853044986724854,0.9870675206184387
107,The British at Bletchley Park.,", the British",0.0008840560913085938,0.6598851680755615,0.4846366345882416
108,1939.,1939,0.0008530616760253906,0.47544264793395996,0.9678189158439636
109,Geoffrey W.A. Dummer.,Geoffrey W.A. Dummer,0.0008251667022705078,0.5862054824829102,0.9875460863113403
110,The 1950s.,the 1950s,0.0008566379547119141,0.5645155906677246,0.9819705486297607
111,"237 million devices were shipped in 2Q 2013, which includes both smartphones and tablets.",237 million devices,0.0008301734924316406,1.0958306789398193,0.6965847611427307
112,Money.,sums of money,0.0008757114410400391,0.4003281593322754,0.3862265944480896
113,web feed aggregator.,feed aggregator,0.0008246898651123047,0.47508907318115234,0.8633928894996643
114,Programs.,programs,0.00084686279296875,0.40375518798828125,0.9043605327606201
115,microsequencer,microsequencer,0.0008516311645507812,0.4402787685394287,1.0000001192092896
116,The Howard Government supported America's campaigns in Afghanistan and Iraq.,The Howard Government,0.0008473396301269531,0.7676548957824707,0.6781485676765442
117,Decoding.,(decodes,0.0008544921875,0.45540332794189453,0.6657875776290894
118,The Arithmetic Logic Unit (ALU).,the ALU,0.0008456707000732422,0.6166892051696777,0.5273767113685608
119,The planisphere and dioptra.,the planisphere and dioptra,0.0008444786071777344,0.6222414970397949,0.9820477366447449
120,"The Antikythera mechanism was found in the Antikythera wreck off the Greek island of Antikythera, between Kythera and Crete.",Antikythera wreck off the Greek island of Antikythera,0.0008497238159179688,1.5587544441223145,0.883983850479126
121,Registers.,registers,0.0008459091186523438,0.4019014835357666,0.9450258612632751
122,South East Asia Collective Defence Treaty Organisation,South East Asia Collective Defence Treaty,0.0008418560028076172,0.5822548866271973,0.9526406526565552
123,Menzies.,Menzies,0.0008661746978759766,0.4727811813354492,0.9836324453353882
124,1971,1971,0.000843048095703125,0.4609947204589844,1.0
125,Lord Kelvin.,Lord Kelvin,0.0008454322814941406,0.4392707347869873,0.9834273457527161
126,Education and aircraft.,education (control systems) and aircraft (slide rule).,0.0008406639099121094,0.4966292381286621,0.7165287137031555
127,January 2003.,January 2003,0.0008566379547119141,0.5165131092071533,0.9754822254180908
